


.DATE		07 ? 93
.STYLE		PRINTED
.WRITER_ID	yklyu
	15 35
	18 37
	20 41
	23 44
	25 47
	28 50
	31 54
	33 57
	36 60
	38 63
	41 65
	46 68
	49 70
	52 71
	55 71
	56 68
	57 64
	57 61
	58 58
	58 54
	58 50
	57 46
	56 42
	56 37
	53 34
	53 30
	51 27
	49 23
	47 18
	44 16
	41 13
	38 10
	35 8
	32 8
	31 11
	30 14
	29 17
	28 20
	31 20
	33 17
	35 14
	38 11
	39 8
	40 5
	43 2
	43 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 69
	21 70
	24 70
	24 67
	23 63
	22 60
	21 57
	20 54
	20 51
	18 48
	18 44
	17 40
	17 37
	16 34
	15 31
	15 28
	15 25
	15 22
	16 19
	16 16
	16 13
	18 10
	20 7
	23 8
	27 10
	31 13
	33 16
	37 21
	39 25
	39 28
	41 31
	43 35
	45 39
	45 43
	47 46
	49 50
	51 53
	52 56
	54 59
	57 61
	59 64
	60 67
	57 64
	55 60
	53 57
	52 54
	52 51
	51 48
	50 44
	49 41
	49 38
	48 35
	47 32
	46 29
	46 26
	45 23
	44 20
	44 17
	44 14
	43 11
	43 8
	44 5
	44 2
	47 0
	50 0
	53 1
	57 1
.PEN_UP
.PEN_DOWN
	10 63
	13 65
	16 65
	19 65
	22 64
	22 61
	23 58
	23 54
	22 50
	21 47
	20 44
	20 41
	19 38
	19 35
	17 32
	17 29
	16 26
	16 23
	16 20
	15 17
	15 14
	15 11
	15 8
	17 5
	20 2
	23 0
	26 0
	30 1
	33 4
	36 7
	39 13
	41 16
	42 20
	43 23
	44 27
	45 30
	46 33
	46 36
	47 39
	49 43
	50 46
	51 51
	52 54
	53 57
	55 60
	58 63
	61 64
	63 61
	65 58
	67 55
	68 52
	69 50
.PEN_UP
.PEN_DOWN
	20 57
	21 54
	22 50
	21 47
	20 43
	19 40
	19 37
	17 34
	17 30
	16 27
	15 24
	15 21
	14 16
	13 13
	13 10
	14 6
	15 3
	18 1
	21 3
	24 5
	27 8
	30 11
	32 14
	32 17
	34 20
	35 24
	36 28
	38 32
	39 35
	40 38
	40 41
	41 44
	43 47
	45 50
	47 53
	49 50
	49 47
	48 44
	47 41
	47 38
	45 35
	45 32
	43 29
	42 26
	41 23
	40 20
	40 17
	39 13
	39 10
	40 6
	42 3
	43 0
	48 0
	51 2
	54 6
	58 11
	60 14
	62 17
	64 21
	64 24
	67 27
	67 30
	69 33
	69 36
	70 39
	71 42
	72 46
	74 49
	75 52
	78 49
	80 46
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 56
	30 52
	29 48
	28 45
	27 41
	26 38
	25 35
	24 32
	23 26
	21 23
	20 20
	19 17
	18 14
	15 11
	14 8
	11 6
	10 3
	10 4
.PEN_UP
.PEN_DOWN
	30 54
	31 50
	33 46
	34 43
	34 40
	35 37
	36 34
	37 30
	38 26
	39 23
	40 20
	40 16
	41 13
	42 10
	42 7
	41 4
	40 1
	37 0
	33 2
	30 5
	28 8
	27 11
	26 14
	26 18
	26 21
	25 24
	28 27
	31 27
	34 27
	37 25
	40 23
	42 23
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 46
	39 46
	42 46
	46 47
	49 48
	52 51
	54 54
	54 57
	51 57
	48 56
	45 55
	42 53
	40 50
	37 49
	35 46
	32 43
	28 39
	27 36
	23 28
	20 25
	19 21
	17 17
	17 13
	17 9
	17 6
	18 3
	21 0
	24 0
	27 0
	33 0
	37 0
	41 1
	44 3
	49 6
	51 9
	54 11
	55 12
.PEN_UP
.PEN_DOWN
	34 63
	32 60
	30 55
	28 50
	27 47
	26 42
	24 37
	22 32
	20 28
	19 23
	17 18
	16 15
	14 11
	13 6
	11 3
	10 0
	10 3
	13 5
.PEN_UP
.PEN_DOWN
	42 63
	45 64
	48 64
	51 64
	54 63
	57 62
	59 59
	59 56
	60 52
	60 48
	59 45
	59 42
	58 38
	57 34
	57 31
	55 28
	54 25
	52 22
	49 22
	48 19
	45 18
	41 15
	37 13
	34 11
	30 10
	27 9
	24 7
	21 6
	18 5
	15 5
	14 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 60
	15 63
	18 65
	21 66
	25 68
	28 68
	31 68
	33 65
	34 62
	37 59
	40 55
	43 53
	46 53
	51 53
	54 53
	58 55
	61 57
	63 60
	63 61
.PEN_UP
.PEN_DOWN
	41 50
	40 47
	39 42
	39 39
	39 35
	37 31
	37 27
	36 24
	35 18
	34 15
	33 12
	32 9
	31 6
	29 3
	25 0
	22 1
	21 2
.PEN_UP
.PEN_DOWN
	23 24
	26 26
	29 27
	32 27
	35 28
	38 28
	41 28
	44 28
	47 29
	50 31
	52 34
	53 30
	53 27
	53 24
	55 21
	58 23
	63 25
.PEN_UP
.PEN_DOWN
	64 54
	62 57
	59 57
	56 57
	53 55
	49 52
	47 49
	46 46
	43 42
	42 37
	42 33
	40 30
	38 25
	37 20
	37 16
	37 12
	38 8
	38 5
	39 2
	43 0
	46 0
	49 2
	53 4
	59 5
.PEN_UP
.PEN_DOWN
	55 25
	60 26
	64 26
	67 26
	69 23
	67 20
	65 17
	64 14
	62 11
	61 8
	60 5
	61 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 7
	18 9
	21 10
	23 13
	26 14
	28 17
	32 20
	34 24
	37 27
	39 31
	41 35
	42 38
	43 41
	45 44
	46 47
	47 50
	49 53
	50 56
	48 53
	46 50
	44 47
	44 44
	43 40
	43 37
	41 34
	41 31
	41 28
	41 24
	41 20
	41 17
	41 14
	44 13
	47 15
	50 18
	51 21
	54 24
	56 27
	56 30
	58 33
	60 36
	63 40
	65 43
	67 46
	70 47
	71 50
	68 47
	66 43
	65 40
	63 36
	61 33
	60 30
	59 26
	57 23
	57 20
	56 14
	56 10
	56 7
	56 4
	57 1
	60 0
	63 0
	66 2
	69 2
.PEN_UP
.PEN_DOWN
	9 4
	11 7
	15 10
	19 15
	21 18
	24 21
	26 24
	28 27
	30 32
	31 35
	33 39
	35 42
	36 45
	39 48
	40 51
	42 54
	43 50
	42 46
	41 42
	41 38
	40 33
	40 29
	40 26
	39 22
	39 17
	39 14
	39 10
	40 6
	41 2
	44 0
	47 2
	50 4
	53 7
	56 9
	58 13
	61 17
	63 20
	64 25
	67 30
	68 33
	70 37
	71 41
	73 44
	74 48
	75 51
	77 52
.PEN_UP
.PEN_DOWN
	58 65
	55 65
	52 66
	48 65
	45 65
	42 63
	38 60
	35 56
	32 52
	30 48
	27 46
	26 43
	25 40
	24 37
	22 34
	21 31
	21 27
	21 24
	20 21
	19 17
	19 13
	20 10
	21 7
	23 3
	26 1
	29 0
	32 1
	36 2
	39 3
	43 6
	47 8
	50 10
	53 13
	56 15
	58 18
	60 21
	62 25
	64 28
	65 31
	66 35
	67 38
	69 42
	69 45
	69 48
	69 51
	66 54
	64 57
	61 58
	60 58
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 0
	29 1
	27 4
	25 7
	23 10
	23 14
	22 17
	22 20
	22 23
	23 26
	24 29
	24 33
	25 36
	26 40
	28 45
	30 49
	32 53
	35 54
	39 57
	42 57
	45 58
	48 57
	51 53
	54 50
	57 47
	60 44
	61 40
	62 36
	62 32
	61 29
	60 26
	59 23
	57 20
	56 17
	54 14
	53 11
	50 9
	48 6
	45 5
	42 5
	39 7
	37 10
	37 13
	37 17
	37 20
	37 23
	40 25
	41 22
	43 19
	46 17
	48 14
	51 12
	54 9
	57 8
	59 8
.PEN_UP
.PEN_DOWN
	18 56
	21 58
	24 59
	27 62
	30 63
	33 64
	35 61
	36 58
	36 54
	36 51
	36 48
	36 42
	36 39
	36 35
	35 31
	34 27
	33 24
	33 20
	32 16
	31 13
	30 10
	29 7
	27 3
	28 5
.PEN_UP
.PEN_DOWN
	36 52
	39 54
	42 56
	45 57
	48 58
	52 58
	56 58
	59 56
	61 52
	61 49
	60 45
	60 42
	59 39
	58 35
	56 32
	54 29
	51 28
	48 25
	45 23
	42 23
	39 23
	42 20
	44 16
	46 12
	47 9
	48 6
	51 4
	54 2
	57 1
	60 0
	64 0
.PEN_UP
.PEN_DOWN
	17 11
	19 14
	20 17
	21 20
	22 23
	24 28
	25 32
	26 36
	26 39
	29 42
	32 44
	35 45
	38 47
	41 48
	46 50
	49 51
	52 51
	55 51
	58 50
	60 47
	62 44
	63 41
	64 37
	64 33
	63 29
	62 26
	61 23
	58 20
	58 17
	55 16
	54 12
	50 9
	47 7
	44 7
	41 8
	40 11
	43 8
	46 5
	48 1
	52 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 64
	23 64
	26 62
	28 59
	29 56
	29 53
	29 50
	29 46
	28 42
	27 39
	26 36
	26 33
	25 29
	24 26
	23 23
	23 20
	22 17
	21 14
	21 11
	21 8
	23 5
	24 2
	28 0
	31 0
	35 2
	40 6
	42 9
	44 12
	45 15
	47 18
	48 22
	49 25
	50 29
	51 32
	52 35
	52 38
	52 42
	52 45
	52 48
	53 51
	53 54
	53 57
	53 60
	53 63
	56 62
	59 59
	63 58
	65 55
	68 53
	68 50
	67 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 71
	24 72
	27 73
	29 70
	30 67
	30 64
	30 60
	30 57
	29 54
	29 51
	29 47
	30 44
	30 40
	32 37
	34 34
	37 33
	40 32
	44 32
	46 35
	48 38
	51 41
	53 46
	55 50
	57 55
	60 59
	61 63
	62 67
	62 70
	62 73
	61 70
	60 67
	60 63
	59 59
	58 55
	58 50
	56 46
	55 42
	54 39
	53 35
	53 32
	53 28
	51 25
	51 22
	51 18
	50 15
	49 12
	49 7
	48 4
	46 1
	42 0
	39 3
	37 6
	34 6
	32 9
	31 12
	31 15
	31 19
	32 22
	33 25
	36 28
	39 31
	42 32
	44 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 61
	33 57
	33 54
	33 51
	33 48
	31 43
	31 39
	31 36
	29 31
	28 26
	26 22
	24 19
	22 16
	20 13
	18 9
	14 6
	12 3
	9 2
	6 0
	4 3
	4 6
	6 6
.PEN_UP
.PEN_DOWN
	40 54
	41 51
	41 47
	43 43
	43 39
	44 36
	45 32
	45 29
	45 26
	45 23
	45 20
	45 16
	45 13
	44 10
	43 7
	41 3
	37 2
	34 3
	30 6
	29 10
	28 14
	28 18
	27 21
	27 24
	30 26
	34 25
	37 25
	40 24
	43 23
	46 23
	48 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 57
	48 58
	44 58
	41 58
	38 58
	34 56
	31 54
	29 50
	28 47
	27 44
	27 41
	30 40
	34 38
	37 38
	41 38
	44 40
	48 41
	52 42
	49 43
	46 42
	42 39
	38 37
	34 34
	31 30
	27 27
	23 24
	21 21
	19 18
	18 15
	17 9
	17 6
	19 3
	22 0
	25 0
	28 0
	32 0
	35 1
	38 2
	42 3
	45 5
	50 7
	53 9
	56 11
	57 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 51
	57 52
	54 52
	51 52
	48 51
	45 49
	41 46
	39 43
	38 39
	35 34
	33 31
	32 28
	30 25
	28 22
	27 18
	26 13
	26 10
	27 6
	30 3
	34 1
	37 0
	40 0
	43 0
	47 3
	51 5
	53 8
	55 11
	55 14
	54 18
	53 21
	50 22
	53 22
	56 22
	59 23
	63 23
	66 23
	65 19
	63 15
	62 12
	61 9
	60 5
	60 1
	62 1
.PEN_UP
.PEN_DOWN
	23 54
	26 55
	29 55
	33 57
	37 59
	40 61
	42 64
	44 67
	46 71
	46 74
	46 77
	45 74
	43 71
	42 67
	40 64
	40 60
	40 57
	39 54
	38 51
	38 48
	37 44
	35 39
	34 36
	33 32
	31 28
	31 24
	29 20
	28 14
	27 10
	26 7
	25 4
	23 1
	20 0
	19 3
	19 7
	19 10
	19 15
	21 18
	21 22
	22 26
	24 29
	26 32
	27 36
	30 37
	33 39
	36 42
	39 43
	41 40
	41 37
	44 34
	48 34
	52 35
	56 36
	59 37
	63 41
	65 45
	66 48
	69 53
	71 59
	72 63
	72 66
	73 69
	73 72
	71 69
	69 66
	68 62
	66 58
	65 53
	63 48
	61 42
	61 39
	59 36
	58 33
	57 29
	56 25
	55 20
	54 17
	54 13
	55 10
	58 8
	61 12
	63 14
.PEN_UP
.PEN_DOWN
	30 61
	33 61
	37 60
	41 61
	45 62
	48 62
	51 63
	53 66
	50 62
	48 59
	46 56
	46 51
	44 47
	44 44
	44 40
	42 35
	40 30
	40 27
	38 23
	37 20
	35 16
	34 12
	33 9
	31 6
	31 3
	29 0
	32 2
	35 2
	38 2
	41 2
	44 2
	48 3
	49 3
.PEN_UP
.PEN_DOWN
	28 77
	31 76
	35 76
	38 76
	42 76
	45 76
	48 77
	51 78
	51 75
	50 72
	48 68
	46 63
	45 56
	43 52
	43 49
	41 44
	41 41
	40 38
	39 35
	39 31
	38 28
	37 22
	36 18
	34 15
	34 12
	33 8
	31 5
	28 2
	25 0
	22 0
	19 1
	16 2
	13 4
	11 7
	10 10
	8 13
	8 17
	8 19
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 47
	20 48
	23 50
	27 52
	31 53
	34 54
	38 57
	42 60
	43 63
	45 66
	45 69
	45 72
	44 75
	41 75
	38 72
	36 68
	34 65
	33 61
	32 58
	30 55
	28 51
	28 47
	27 43
	25 40
	24 36
	22 32
	21 29
	21 24
	18 20
	18 16
	16 13
	16 10
	13 6
	12 2
	9 0
	10 4
	11 7
	13 10
	15 14
	15 17
	18 17
	21 19
	24 19
	28 17
	31 14
	34 12
	38 9
	41 7
	45 5
	48 3
	51 2
	54 2
	57 2
	60 4
	62 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 3
	18 4
	21 7
	23 11
	26 13
	28 16
	29 19
	31 22
	34 26
	36 30
	37 34
	39 37
	40 40
	43 44
	44 47
	45 50
	46 47
	46 43
	45 40
	45 37
	45 32
	44 28
	44 23
	44 19
	44 15
	44 11
	44 8
	44 5
	44 1
	47 0
	48 3
	49 6
	51 12
	52 15
	54 19
	56 23
	57 27
	58 30
	60 34
	61 38
	64 40
	65 43
	67 47
	69 51
	72 53
	75 56
	75 59
	76 62
	77 65
	77 68
	75 66
.PEN_UP
.PEN_DOWN
	67 55
	67 58
	64 58
	61 59
	58 59
	55 58
	52 58
	49 56
	46 54
	43 52
	42 49
	39 47
	39 44
	38 41
	38 38
	37 35
	37 32
	37 29
	37 26
	37 23
	37 20
	37 16
	37 13
	38 10
	40 7
	41 4
	44 2
	47 0
	50 0
	53 0
	56 0
	59 0
	62 2
	65 4
	67 7
	70 10
	73 13
	76 16
	77 19
	77 22
	78 25
	79 28
	80 31
	80 34
	81 38
	81 41
	81 45
	81 48
	81 51
	81 54
	78 57
	77 60
	74 61
	71 63
	67 65
	64 65
	61 65
	58 63
	55 61
	54 58
	56 56
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 62
	22 64
	25 64
	29 64
	34 65
	38 65
	41 65
	45 65
	48 65
	51 64
	55 63
	58 63
	61 63
	66 63
	70 64
	73 65
	77 68
	79 71
	79 74
	76 75
.PEN_UP
.PEN_DOWN
	48 59
	48 55
	47 52
	47 49
	45 46
	45 42
	45 38
	43 34
	43 31
	42 27
	40 24
	40 20
	39 17
	38 13
	38 10
	35 6
	32 3
	31 0
	28 0
	26 3
	24 6
	21 6
	20 7
.PEN_UP
.PEN_DOWN
	31 59
	29 55
	29 51
	28 48
	27 44
	27 40
	26 37
	26 33
	25 29
	24 26
	23 20
	23 17
	23 14
	22 11
	22 8
	22 4
	23 1
	26 0
	29 0
	32 0
	35 0
	38 3
	41 5
	44 7
	45 11
	48 15
	48 18
	51 22
	53 25
	56 28
	56 31
	58 34
	59 38
	61 41
	62 44
	64 48
	65 51
	65 54
	66 57
	67 60
	64 59
	63 56
	62 53
	60 50
	59 47
	57 43
	56 38
	55 35
	54 32
	53 28
	52 25
	51 22
	51 19
	51 16
	50 13
	49 10
	49 7
	50 4
	53 2
	56 1
	60 2
.PEN_UP
.PEN_DOWN
	21 54
	24 53
	25 50
	26 47
	27 44
	28 41
	28 38
	28 35
	28 30
	28 26
	28 23
	28 20
	27 17
	27 13
	27 9
	27 6
	28 3
	28 0
	31 0
	34 1
	37 3
	38 6
	41 8
	43 11
	44 16
	44 19
	45 22
	45 25
	45 28
	46 31
	46 34
	46 37
	47 40
	47 43
	47 46
	49 49
	52 51
	55 51
	58 49
	61 49
	64 48
	67 47
	68 46
.PEN_UP
.PEN_DOWN
	27 54
	27 49
	26 45
	25 41
	24 37
	24 34
	22 30
	22 24
	22 20
	21 17
	21 13
	21 9
	20 5
	20 2
	23 2
	27 3
	30 6
	33 10
	37 13
	38 17
	39 20
	40 23
	41 26
	42 30
	42 33
	43 37
	43 40
	44 43
	45 46
	45 49
	45 52
	47 55
	46 52
	46 49
	45 46
	45 43
	43 38
	43 33
	43 30
	41 26
	41 23
	41 20
	41 16
	41 12
	42 7
	42 4
	45 1
	49 0
	53 2
	55 5
	58 9
	61 12
	64 16
	66 22
	67 25
	69 28
	70 33
	70 36
	71 39
	72 42
	72 46
	73 50
	73 53
	73 56
	76 57
	79 54
	83 51
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
