


.DATE		07 ? 93
.STYLE		PRINTED
.WRITER_ID	ktum
	48 50
	48 46
	48 42
	48 38
	49 35
	49 32
	50 28
	52 24
	52 21
	52 18
	53 15
	54 12
	55 9
	56 6
	58 3
	58 0
	61 1
	62 4
	64 8
	65 12
	68 15
	68 19
	71 22
	71 25
	73 29
	75 35
	77 38
	78 41
	80 44
	81 48
	82 51
	84 54
	84 57
	85 54
	87 53
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 67
	29 64
	31 60
	32 57
	34 54
	37 50
	41 46
	44 44
	47 42
	50 40
	51 37
	54 35
	52 36
.PEN_UP
.PEN_DOWN
	78 74
	75 71
	74 68
	72 65
	72 62
	70 59
	67 56
	67 53
	63 50
	62 46
	59 46
	57 43
	54 42
	51 39
	50 36
	49 33
	49 30
	50 26
	50 22
	50 18
	51 15
	51 12
	52 9
	53 6
	53 3
	54 0
	57 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 76
	33 73
	33 69
	33 66
	34 63
	34 60
	34 57
	34 54
	34 51
	34 48
	34 44
	34 41
	34 38
	33 35
	33 32
	33 29
	33 26
	32 23
	32 20
	32 17
	31 14
	31 11
	31 8
	30 5
	30 2
	30 0
.PEN_UP
.PEN_DOWN
	31 71
	34 72
	37 73
	41 74
	44 75
	47 74
	50 73
	53 72
	56 71
	59 69
	61 66
	62 63
	64 60
	64 57
	65 54
	65 51
	65 48
	64 45
	61 44
	58 43
	55 41
	52 41
	49 41
	46 40
	43 40
	40 40
	37 40
	34 41
	31 41
	34 41
	37 41
	40 41
	43 40
	46 40
	49 40
	52 38
	55 36
	58 36
	60 33
	61 30
	62 27
	63 24
	64 21
	65 18
	65 15
	65 12
	64 9
	62 6
	59 5
	56 4
	52 4
	49 4
	46 4
	43 5
	40 6
	37 6
	34 6
	31 7
	30 8
.PEN_UP
.PEN_DOWN
	56 58
	55 61
	52 63
	49 63
	46 63
	43 62
	40 60
	38 57
	35 55
	33 52
	31 49
	28 47
	27 44
	24 41
	23 38
	22 35
	22 32
	21 29
	21 26
	21 23
	21 20
	22 17
	23 14
	24 11
	28 9
	31 5
	34 4
	37 3
	40 2
	43 2
	46 1
	49 0
	52 0
	56 0
	59 0
	63 0
	66 2
	67 5
	68 8
	69 9
.PEN_UP
.PEN_DOWN
	34 73
	34 70
	33 67
	33 63
	33 59
	33 55
	33 51
	33 47
	33 43
	34 38
	34 33
	34 29
	34 25
	34 22
	34 19
	34 16
	34 12
	34 9
	34 6
	34 3
	34 0
	34 3
	34 4
.PEN_UP
.PEN_DOWN
	38 79
	41 78
	44 78
	47 77
	50 76
	53 74
	55 71
	58 70
	59 67
	61 62
	62 59
	63 56
	64 53
	64 50
	64 47
	64 44
	64 40
	64 37
	63 34
	62 31
	59 28
	59 25
	57 22
	56 19
	52 17
	49 15
	47 12
	44 10
	41 8
	38 8
	39 8
.PEN_UP
.PEN_DOWN
	25 62
	29 62
	32 62
	36 62
	39 62
	43 62
	48 62
	51 62
	54 62
	57 62
	60 62
	59 58
.PEN_UP
.PEN_DOWN
	25 60
	25 57
	25 54
	24 51
	24 48
	24 45
	24 42
	24 39
	23 36
	23 33
	23 30
	23 25
	23 22
	23 19
	23 16
	23 13
	24 10
	24 7
	25 4
	25 1
	28 1
	31 1
	35 1
	39 1
	42 1
	46 1
	49 1
	52 1
	55 1
	58 0
	61 0
	60 3
	58 6
.PEN_UP
.PEN_DOWN
	20 39
	23 38
	27 37
	30 35
	34 35
	37 35
	41 34
	45 33
	48 33
	51 33
	54 33
	57 31
	60 31
	63 30
	66 29
	67 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	62 68
	59 69
	56 70
	53 71
	50 71
	47 71
	44 71
	41 70
	39 67
	37 64
	35 61
	33 58
	31 55
	31 52
	30 49
	28 46
	28 43
	28 40
	26 37
	26 34
	26 31
	26 28
	26 25
	27 22
	28 19
	29 16
	32 14
	35 12
	38 11
	41 10
	44 9
	47 9
	50 9
	53 11
	56 13
	58 16
	59 19
	61 22
	61 25
	62 29
	62 32
	61 35
	61 38
.PEN_UP
.PEN_DOWN
	48 39
	52 39
	55 39
	58 39
	62 39
	65 39
	68 39
	71 39
	74 40
.PEN_UP
.PEN_DOWN
	62 36
	64 33
	64 30
	65 27
	65 24
	66 21
	66 18
	66 15
	68 12
	68 9
	68 6
	68 3
	69 0
	69 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 76
	34 73
	34 70
	34 66
	34 63
	34 60
	34 56
	35 52
	35 48
	36 45
	36 40
	36 36
	37 33
	37 30
	37 26
	36 22
	36 18
	36 15
	36 12
	38 9
	38 6
	38 3
	38 0
	38 3
	40 6
	42 10
	43 14
	45 17
	47 21
	48 24
	49 28
	50 31
	51 34
	52 37
	52 40
	54 43
	54 47
	56 50
	56 53
	57 56
	59 59
	59 57
.PEN_UP
.PEN_DOWN
	53 34
	54 31
	56 28
	58 24
	59 21
	62 18
	62 15
	63 12
	65 9
	65 6
	66 3
	67 0
	67 3
.PEN_UP
.PEN_DOWN
	31 65
	31 62
	31 59
	31 55
	31 52
	31 49
	31 46
	31 43
	32 39
	32 35
	33 32
	33 29
	33 26
	33 23
	33 20
	33 17
	33 14
	33 9
	34 6
	34 3
	35 0
	38 1
	41 2
	44 3
	47 3
	50 4
	53 4
	56 4
	59 4
	62 4
	65 4
	68 4
	69 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 70
	29 66
	29 63
	29 60
	29 56
	29 53
	29 50
	29 47
	29 44
	30 40
	30 37
	30 34
	30 30
	30 27
	30 24
	30 21
	29 18
	29 15
	29 12
	29 9
	28 6
	28 3
	28 0
	27 4
	28 5
.PEN_UP
.PEN_DOWN
	30 69
	33 69
	36 69
	39 69
	42 69
	46 69
	49 68
	52 68
	55 67
	59 65
	61 62
	63 58
	65 55
	67 52
	65 49
	62 47
	59 44
	56 44
	52 43
	48 42
	45 42
	42 41
	39 40
	36 40
	33 40
	30 41
	27 41
	30 41
	33 41
	36 41
	39 41
	43 40
	47 39
	50 38
	53 37
	56 36
	59 36
	62 35
	65 33
	68 31
	71 28
	74 25
	76 22
	78 19
	81 17
	83 14
	85 13
.PEN_UP
.PEN_DOWN
	71 64
	68 66
	64 67
	61 67
	58 68
	54 68
	51 67
	48 66
	44 65
	42 62
	39 59
	37 56
	35 53
	33 50
	32 47
	35 45
	38 42
	42 41
	44 38
	47 38
	50 36
	52 33
	55 32
	56 29
	59 27
	60 24
	61 21
	61 18
	61 15
	61 12
	61 9
	58 8
	55 6
	55 3
	52 2
	49 1
	46 0
	42 0
	39 1
	35 2
	32 4
	31 7
	32 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 59
	20 55
	19 51
	19 47
	18 44
	18 41
	18 37
	18 34
	18 31
	18 28
	18 25
	18 22
	18 19
	18 16
	18 13
	19 10
	19 7
	22 5
	23 2
	26 0
	30 0
	33 2
	36 3
	37 6
	40 9
	41 12
	43 15
	45 19
	47 22
	47 25
	48 28
	48 31
	49 34
	49 37
	49 40
	50 43
	50 46
	50 49
	49 52
	50 55
	50 58
	50 61
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 65
	15 62
	17 58
	18 53
	19 50
	20 46
	21 41
	23 38
	25 35
	26 31
	28 28
	29 23
	31 20
	31 17
	33 14
	34 11
	34 8
	35 5
	36 1
	37 4
	38 7
	39 10
	40 14
	42 18
	43 24
	45 28
	45 31
	46 35
	47 38
	48 43
	49 46
	49 49
	50 53
	50 56
	52 59
	52 62
	52 65
	52 68
	52 65
	52 62
	53 58
	53 55
	53 52
	55 49
	55 46
	56 42
	57 39
	57 36
	58 33
	58 30
	59 27
	59 24
	60 21
	61 18
	62 15
	63 12
	64 9
	66 6
	67 3
	69 0
	72 2
	73 7
	74 10
	75 13
	75 17
	76 21
	76 24
	77 29
	78 32
	78 36
	79 39
	79 43
	79 46
	80 49
	81 52
	82 55
	82 58
	86 60
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 80
	17 77
	16 74
	16 71
	16 68
	16 64
	16 61
	16 58
	16 55
	16 51
	16 47
	16 43
	16 39
	15 36
	15 32
	15 28
	14 25
	13 22
	13 19
	13 16
	12 13
	12 10
	11 7
	9 4
	9 1
	6 0
.PEN_UP
.PEN_DOWN
	19 80
	22 81
	25 81
	28 81
	31 81
	34 81
	37 81
	40 81
	43 79
	46 77
	48 74
	49 71
	51 68
	52 65
	52 62
	52 59
	51 56
	48 55
	45 53
	42 51
	39 51
	36 51
	33 49
	30 49
	27 48
	24 48
	21 48
	18 48
	21 50
	24 51
	27 51
	30 51
	33 51
	36 51
	39 50
	42 49
	45 48
	49 47
	52 45
	55 44
	56 41
	58 38
	59 35
	60 32
	60 29
	61 26
	59 23
	56 20
	53 18
	50 17
	47 16
	44 16
	41 16
	38 16
	35 16
	32 16
	29 17
	25 18
	22 19
	19 20
	17 23
	15 26
	17 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 65
	28 61
	28 56
	27 52
	27 49
	27 45
	27 41
	27 37
	27 33
	27 30
	27 27
	27 24
	27 21
	26 18
	26 14
	26 11
	25 7
	25 4
	24 1
	24 0
.PEN_UP
.PEN_DOWN
	29 64
	32 63
	35 63
	38 61
	41 59
	44 56
	46 53
	47 50
	48 47
	49 44
	49 41
	49 38
	49 35
	49 32
	49 29
	49 26
	49 23
	48 20
	46 17
	45 14
	43 11
	40 9
	39 6
	36 6
	33 3
	30 3
	27 2
	24 2
	21 1
	18 1
	18 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 65
	30 62
	30 58
	30 55
	30 52
	30 48
	29 45
	29 40
	29 37
	29 33
	28 29
	28 25
	28 21
	27 18
	27 15
	27 12
	27 9
	27 6
	26 3
	26 0
	28 0
.PEN_UP
.PEN_DOWN
	29 32
	33 32
	36 31
	39 31
	43 31
	47 31
	51 31
	54 30
.PEN_UP
.PEN_DOWN
	55 63
	55 60
	55 56
	55 53
	55 49
	55 45
	55 42
	55 39
	55 35
	55 31
	55 28
	55 24
	55 21
	55 17
	55 14
	55 11
	55 8
	55 5
	58 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 64
	34 63
	39 62
	43 62
	48 62
	52 62
	55 61
	58 61
	61 61
	64 61
	61 61
	58 59
.PEN_UP
.PEN_DOWN
	44 58
	44 54
	44 51
	44 47
	44 43
	44 40
	44 34
	43 30
	43 27
	42 23
	42 20
	41 17
	41 14
	41 10
	39 7
	37 4
	36 1
	33 0
	30 0
	27 2
	25 6
	23 9
	22 12
	23 13
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 64
	24 61
	24 58
	24 54
	24 50
	24 46
	24 42
	25 38
	26 35
	26 31
	27 26
	28 23
	29 20
	30 17
	30 14
	30 11
	31 8
	31 5
	32 2
	35 0
	39 0
	43 1
	46 1
	49 1
	52 3
	55 3
	58 3
	61 3
	61 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	65 65
	62 67
	59 67
	56 68
	52 66
	50 63
	48 60
	46 57
	44 53
	42 50
	41 46
	40 43
	38 38
	37 35
	36 32
	36 29
	34 24
	34 21
	34 18
	35 15
	37 12
	39 9
	42 7
	44 4
	47 2
	51 1
	54 0
	58 0
	61 0
	64 1
	67 4
	70 6
	73 9
	74 12
	76 15
	78 18
	79 21
	81 25
	82 28
	82 31
	83 34
	83 37
	83 40
	83 44
	83 47
	81 50
	79 53
	76 55
	73 56
	69 58
	66 59
	63 61
	60 61
	62 61
.PEN_UP
.PEN_DOWN
	42 70
	42 67
	42 64
	42 61
	42 58
	43 55
	43 50
	44 46
	44 43
	44 40
	44 36
	44 33
	44 29
	43 25
	42 21
	42 18
	42 15
	41 12
	41 9
	40 6
	41 3
	41 0
	42 0
.PEN_UP
.PEN_DOWN
	45 72
	49 73
	52 73
	55 72
	58 72
	61 72
	64 71
	68 69
	71 68
	75 65
	78 62
	80 59
	81 56
	82 53
	82 50
	82 47
	82 44
	81 41
	78 39
	76 36
	73 35
	70 33
	67 32
	64 31
	61 31
	58 31
	55 32
	52 32
	49 33
	46 33
	46 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 60
	30 59
	33 59
	37 59
	41 59
	46 58
	49 58
	52 58
	58 58
	61 59
	64 59
	68 59
	71 59
	74 59
	77 57
.PEN_UP
.PEN_DOWN
	48 57
	48 54
	49 51
	49 48
	49 44
	49 41
	49 38
	49 34
	49 28
	49 25
	48 22
	48 19
	48 16
	48 13
	48 10
	48 7
	48 3
	47 0
	48 0
.PEN_UP
.PEN_DOWN
	22 63
	21 60
	21 57
	21 54
	20 51
	20 48
	19 44
	18 41
	18 36
	17 33
	17 30
	17 26
	17 23
	17 20
	17 17
	17 13
	17 10
	19 7
	20 4
	23 2
	26 0
	29 3
	31 6
	34 8
	35 11
	37 14
	39 17
	40 20
	40 23
	43 25
	43 28
	44 31
	45 34
	45 37
	45 40
	46 44
	47 47
	48 50
	48 54
	48 57
	48 60
	48 63
	49 63
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 63
	18 60
	18 57
	18 54
	18 49
	18 44
	19 40
	20 36
	20 31
	21 27
	22 21
	24 17
	25 13
	25 10
	26 7
	27 4
	30 7
	31 10
	33 13
	35 17
	36 20
	39 25
	41 29
	42 32
	44 38
	46 42
	46 45
	47 48
	47 51
	48 54
	48 57
	50 54
	50 51
	50 48
	50 44
	51 41
	51 38
	51 34
	52 31
	52 27
	53 24
	54 21
	54 18
	55 15
	55 12
	56 9
	57 6
	59 3
	61 0
	64 3
	65 7
	67 10
	68 14
	71 18
	71 21
	72 24
	73 28
	75 33
	76 37
	76 41
	77 44
	77 47
	79 51
	80 56
	80 59
	81 62
	82 65
	83 64
.PEN_UP
.PEN_DOWN
	68 57
	65 53
	63 50
	61 47
	59 44
	57 41
	54 36
	52 33
	49 28
	46 26
	46 23
	43 20
	40 16
	38 13
	35 9
	32 6
	29 4
	27 1
	29 0
.PEN_UP
.PEN_DOWN
	29 73
	29 70
	31 67
	31 64
	33 61
	35 58
	35 55
	38 53
	38 50
	40 47
	43 44
	45 40
	47 37
	50 34
	51 31
	52 28
	54 24
	56 21
	58 18
	58 15
	59 12
	61 9
	62 6
	66 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 86
	59 83
	58 80
	56 76
	55 73
	55 70
	54 67
	53 64
	53 61
	52 55
	50 51
	50 48
	49 45
	48 42
	48 37
	48 34
	47 31
	46 24
	46 20
	44 17
	43 13
	42 9
	42 6
	41 3
	40 0
	41 0
.PEN_UP
.PEN_DOWN
	59 84
	59 81
	59 78
	59 74
	60 71
	61 67
	62 63
	64 59
	65 56
	67 53
	69 50
	71 47
	74 44
	75 41
	76 38
	77 35
	78 32
	79 29
	81 26
.PEN_UP
.PEN_DOWN
	56 50
	59 50
	62 51
	65 51
	68 51
	72 52
	75 51
	78 51
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 67
	36 67
	40 67
	43 66
	49 66
	52 66
	56 65
	59 65
	62 65
	65 65
	68 65
	67 64
.PEN_UP
.PEN_DOWN
	33 66
	33 63
	33 59
	33 55
	33 52
	32 49
	32 45
	32 41
	32 37
	32 34
	32 31
	32 28
	32 25
	31 22
	31 19
	31 15
	31 12
	31 9
	31 6
	30 3
	30 0
	30 2
.PEN_UP
.PEN_DOWN
	29 38
	32 37
	36 37
	40 37
	44 37
	49 37
	53 36
	57 36
	60 35
	63 35
	66 35
	69 35
	70 35
.PEN_UP
.PEN_DOWN
	55 57
	53 60
	49 62
	46 62
	43 62
	42 59
	39 57
	37 54
	34 52
	33 49
	31 46
	28 43
	27 39
	25 34
	25 31
	25 28
	25 25
	27 22
	28 19
	29 16
	30 13
	32 10
	35 8
	38 9
	41 9
	44 10
	47 11
	50 13
	52 16
	53 19
	55 22
	55 23
.PEN_UP
.PEN_DOWN
	45 37
	50 37
	53 36
	56 36
	59 35
	63 35
	64 36
.PEN_UP
.PEN_DOWN
	52 37
	53 34
	53 31
	54 28
	54 24
	54 21
	54 18
	54 15
	54 12
	54 9
	54 6
	54 3
	55 0
	56 0
.PEN_UP
.PEN_DOWN
	24 70
	24 66
	24 63
	24 60
	24 57
	24 54
	24 50
	25 46
	25 43
	25 39
	26 35
	26 32
	26 29
	26 26
	26 23
	26 20
	27 16
	27 12
	28 9
	28 6
	28 3
	29 0
	29 2
.PEN_UP
.PEN_DOWN
	28 39
	32 39
	35 38
	39 38
	42 39
	45 39
	50 39
	53 40
	56 40
	59 41
	60 41
.PEN_UP
.PEN_DOWN
	57 70
	57 67
	57 64
	58 61
	59 58
	59 53
	60 50
	60 47
	60 43
	60 40
	61 37
	61 34
	62 31
	62 28
	62 25
	63 22
	63 19
	64 16
	64 13
	65 10
	65 7
	65 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 70
	34 67
	33 64
	32 61
	32 57
	31 53
	30 50
	30 46
	29 43
	29 39
	29 36
	28 33
	28 30
	28 27
	28 24
	27 21
	27 18
	27 15
	26 12
	26 9
	26 6
	26 3
	26 0
	29 2
	31 5
	33 9
	36 12
	37 15
	40 19
	42 22
	43 25
	45 29
	45 32
	47 36
	47 40
	49 43
	50 46
	52 49
	53 52
	55 55
	57 58
	59 55
	59 54
.PEN_UP
.PEN_DOWN
	44 36
	46 33
	46 30
	49 29
	49 26
	51 23
	53 20
	53 17
	55 14
	57 11
	59 8
	61 4
	63 4
.PEN_UP
.PEN_DOWN
	36 55
	34 52
	33 48
	32 44
	32 40
	32 37
	31 34
	31 31
	31 28
	31 25
	32 22
	32 19
	33 15
	33 12
	33 9
	34 5
	34 2
	37 1
	42 1
	45 1
	48 1
	51 2
	57 2
	61 2
	64 2
	67 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 57
	33 53
	32 49
	32 45
	32 42
	32 38
	32 32
	32 29
	33 26
	33 23
	34 20
	34 17
	34 14
	34 11
	34 8
	34 5
	34 3
.PEN_UP
.PEN_DOWN
	32 58
	34 55
	36 52
	39 48
	41 44
	43 40
	46 38
	47 35
	49 31
	50 28
	51 25
	53 21
	54 18
	57 16
	59 13
	61 10
	63 7
	65 4
	68 2
	71 0
	71 3
	71 6
	71 9
	71 13
	71 16
	71 19
	71 22
	71 26
	71 30
	70 33
	69 38
	69 42
	68 46
	68 49
	68 52
	68 55
	68 58
	68 61
	68 64
	69 67
	70 66
.PEN_UP
.PEN_DOWN
	47 60
	47 63
	45 66
	42 68
	38 70
	35 70
	32 69
	29 66
	26 63
	22 60
	19 55
	18 52
	17 49
	16 46
	16 42
	15 39
	15 36
	15 33
	15 30
	16 26
	16 23
	16 20
	17 17
	19 14
	20 11
	23 8
	25 5
	28 3
	31 2
	34 1
	37 0
	40 0
	43 1
	46 2
	49 3
	51 6
	53 9
	56 12
	57 16
	59 19
	61 22
	62 25
	63 28
	64 32
	64 35
	64 38
	64 41
	64 45
	63 48
	62 51
	61 54
	60 57
	59 60
	56 63
	53 65
	50 67
	46 67
	43 67
	40 67
	37 67
	34 66
	34 65
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 67
	48 68
	45 69
	42 68
	39 67
	36 67
	33 64
	30 62
	27 60
	26 57
	25 54
	24 51
	23 48
	23 45
	23 42
	22 39
	22 36
	21 33
	21 30
	22 27
	23 24
	24 21
	25 18
	26 15
	29 13
	32 10
	35 9
	38 7
	41 6
	44 6
	47 7
	50 8
	52 11
	55 14
	56 17
	58 20
	61 23
	61 26
	63 30
	64 33
	65 36
	66 39
	66 42
	66 45
	67 48
	67 51
	67 54
	65 57
	63 60
	60 62
	57 64
	54 65
	51 66
	48 66
	50 66
.PEN_UP
.PEN_DOWN
	44 24
	46 21
	50 20
	52 17
	55 14
	58 12
	61 10
	64 7
	67 4
	70 2
	73 0
	74 0
.PEN_UP
.PEN_DOWN
	32 66
	32 63
	31 60
	31 57
	30 54
	30 50
	30 44
	29 40
	29 36
	28 32
	28 28
	28 25
	28 22
	28 18
	27 15
	27 12
	26 9
	26 6
	26 3
	26 0
	26 4
	26 7
	26 10
	26 14
	26 17
	26 20
	26 23
	26 26
	26 29
	27 32
	27 35
	28 39
	29 42
	29 45
	29 48
	30 51
	31 54
	32 57
	32 60
	33 63
	35 66
	38 69
	41 70
	44 70
	47 70
	50 68
	53 66
	55 63
	58 61
	58 58
	58 55
	58 52
	57 48
	57 45
	55 42
	52 40
	49 37
	46 36
	43 36
	40 35
	37 34
	34 34
	31 34
	35 33
	37 30
	41 29
	44 27
	47 24
	49 21
	52 18
	55 16
	57 13
	60 11
	62 8
	65 6
	67 3
	68 4
.PEN_UP
.PEN_DOWN
	59 70
	56 73
	53 73
	49 73
	46 74
	43 73
	40 72
	37 70
	34 69
	31 66
	30 63
	27 60
	27 57
	29 54
	32 53
	35 52
	38 52
	42 50
	45 48
	49 46
	52 44
	55 41
	57 38
	58 35
	60 32
	61 29
	62 26
	62 23
	63 20
	63 17
	63 14
	63 11
	62 8
	61 5
	59 2
	56 1
	53 0
	50 0
	47 0
	43 0
	40 2
	37 4
	34 5
	31 7
	29 10
	27 13
	25 16
	27 16
.PEN_UP
.PEN_DOWN
	19 57
	22 58
	26 58
	29 59
	37 60
	42 60
	46 62
	50 62
	53 62
	56 62
	60 63
	63 63
	64 63
.PEN_UP
.PEN_DOWN
	40 56
	40 52
	41 49
	41 45
	41 42
	41 39
	41 35
	43 31
	44 28
	44 24
	44 20
	45 16
	45 12
	45 9
	45 6
	45 3
	46 0
	45 0
.PEN_UP
.PEN_DOWN
	33 57
	34 54
	34 51
	34 47
	34 44
	34 41
	35 37
	35 34
	35 31
	35 27
	36 23
	36 20
	37 17
	37 14
	38 11
	38 8
	40 5
	42 2
	45 0
	48 0
	50 4
	53 5
	55 8
	57 11
	59 15
	60 18
	61 21
	62 25
	64 28
	65 31
	65 34
	65 38
	65 41
	66 44
	66 47
	66 50
	66 53
	66 54
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 62
	47 59
	44 54
	41 50
	37 45
	34 42
	32 38
	29 34
	26 30
	24 26
	23 23
	20 19
	18 15
	15 12
	14 9
	13 6
	12 6
.PEN_UP
.PEN_DOWN
	11 57
	14 56
	16 53
	18 50
	21 48
	21 45
	24 45
	27 42
	28 38
	31 35
	34 32
	39 27
	41 24
	42 21
	44 18
	46 15
	48 12
	49 9
	51 6
	53 3
	54 0
	56 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 57
	20 57
	23 56
	27 56
	30 56
	34 56
	37 56
	40 56
	43 56
	46 56
	50 56
	53 56
	57 56
	60 56
	63 56
	66 56
	64 53
	61 51
	58 48
	53 44
	50 39
	46 35
	44 32
	41 30
	38 27
	35 25
	31 21
	29 18
	27 15
	24 11
	21 9
	19 6
	18 3
	21 1
	26 1
	30 1
	34 1
	37 1
	40 1
	43 2
	46 2
	49 2
	52 2
	56 1
	59 1
	62 1
	65 0
	64 1
.PEN_UP
