


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	jjlee
	49 23
	44 20
	39 17
	35 14
	32 12
	29 8
	29 5
	32 2
	36 2
	40 2
	43 1
	47 1
	50 0
	53 0
	54 1
.PEN_UP
.PEN_DOWN
	33 31
	36 29
	39 28
	42 27
	46 25
	49 23
	53 21
	56 19
	60 16
	62 16
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 30
	52 33
	52 36
	50 39
	47 42
	42 43
	39 43
	36 41
	32 40
	29 37
	27 33
	25 29
	25 26
	24 22
	24 19
	25 14
	26 10
	28 6
	32 2
	36 1
	41 0
	45 0
	49 1
	52 2
	55 3
	58 4
	59 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 78
	56 81
	53 84
	49 84
	46 84
	42 83
	39 79
	37 75
	36 72
	35 69
	35 66
	35 63
	35 60
	35 55
	35 52
	36 49
	37 46
	39 39
	39 36
	40 32
	41 28
	42 25
	42 21
	43 18
	43 15
	43 11
	43 8
	43 3
	42 0
	39 0
	36 1
	35 4
.PEN_UP
.PEN_DOWN
	33 51
	37 50
	40 49
	44 48
	47 47
	50 46
	53 46
	53 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 71
	40 74
	40 70
	39 66
	38 58
	37 53
	36 49
	35 44
	34 40
	34 35
	32 30
	31 25
	30 20
	29 16
	29 13
	28 7
	27 3
	27 0
	29 4
	31 7
	31 10
	33 14
	35 18
	37 22
	41 28
	43 31
	46 34
	49 35
	51 31
	52 27
	52 24
	53 19
	53 16
	53 12
	54 8
	55 5
	58 4
	62 6
	65 8
	69 11
	69 13
.PEN_UP
.PEN_DOWN
	31 0
	35 5
	39 9
	41 12
	43 15
	44 18
	46 21
	48 24
	50 28
	51 31
	52 34
	52 37
	52 41
	52 44
	50 41
	49 35
	48 32
	48 29
	48 25
	48 22
	48 19
	49 14
	49 11
	50 8
	52 5
	55 3
	58 4
	61 5
	63 8
	64 11
.PEN_UP
.PEN_DOWN
	47 63
	51 62
	54 61
	57 60
	59 59
.PEN_UP
.PEN_DOWN
	45 83
	48 82
	51 81
	54 80
	53 79
.PEN_UP
.PEN_DOWN
	43 59
	44 55
	44 52
	44 49
	44 46
	45 43
	45 40
	45 36
	44 29
	44 25
	43 22
	43 19
	42 16
	41 13
	40 9
	38 5
	34 1
	31 0
	27 0
	24 1
	21 2
	18 3
	16 6
	16 9
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	45 46
	42 47
	37 41
	33 37
	32 34
	30 31
	29 27
	28 24
	26 19
	26 15
	26 9
	27 6
	29 3
	32 1
	35 0
	40 1
	43 1
	46 2
	50 5
	52 8
	54 12
	56 17
	57 20
	57 25
	58 28
	58 32
	57 36
	56 39
	53 43
	51 46
	48 47
	44 47
	40 46
	36 42
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 60
	49 63
	49 66
	46 68
	42 68
	38 66
	34 64
	30 60
	28 57
	27 53
	27 50
	27 47
	30 44
	33 44
	37 45
	41 46
	44 48
	48 50
	51 52
	54 54
	51 50
	47 43
	46 40
	44 37
	43 33
	41 30
	40 26
	39 23
	38 20
	37 17
	37 14
	36 11
	36 6
	36 3
	38 0
	41 0
	44 1
	49 5
	53 9
	57 13
	58 16
	60 19
	61 24
	61 27
	61 30
	60 36
	57 38
	53 40
	48 40
	45 40
	45 38
.PEN_UP
.PEN_DOWN
	36 31
	35 27
	35 24
	34 19
	33 14
	32 10
	31 6
	31 3
	31 0
	31 3
	32 6
	33 10
	34 14
	34 17
	37 21
	39 25
	42 28
	45 29
	49 31
	53 31
	56 31
	60 31
	63 30
	66 28
	67 27
.PEN_UP
.PEN_DOWN
	54 38
	51 39
	47 38
	43 38
	40 36
	37 34
	35 31
	35 28
	37 25
	41 22
	46 18
	49 15
	52 12
	54 9
	55 5
	55 2
	52 1
	49 0
	46 0
	43 0
	39 1
	36 2
	33 5
	30 6
	28 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 43
	20 39
	20 36
	20 30
	20 27
	20 24
	20 19
	20 14
	21 11
	22 8
	23 5
	26 5
	29 9
	31 14
	33 17
	34 21
	35 24
	37 27
	38 31
	38 28
	38 24
	38 20
	39 16
	39 13
	40 9
	41 6
	42 3
	44 0
	47 1
	51 5
	53 9
	54 14
	56 19
	57 22
	57 25
	58 28
	58 31
	58 34
	58 38
	58 41
	55 43
	54 40
.PEN_UP
.PEN_DOWN
	31 44
	33 40
	36 36
	39 33
	42 28
	45 24
	49 19
	51 15
	53 11
	56 7
	57 9
.PEN_UP
.PEN_DOWN
	52 38
	48 34
	44 30
	42 27
	37 22
	35 19
	32 17
	30 14
	27 9
	24 6
	23 3
	21 0
	23 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 37
	35 37
	38 37
	43 37
	48 37
	52 36
	55 35
	58 34
	56 31
	54 28
	51 25
	47 22
	43 19
	38 16
	34 14
	30 11
	27 9
	24 7
	22 4
	26 2
	30 2
	33 2
	36 2
	40 1
	44 1
	48 0
	51 0
.PEN_UP
.PEN_DOWN
	35 28
	38 26
	41 25
	44 23
	47 21
	51 18
	54 16
	55 16
.PEN_UP
