


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	scoh
	54 68
	57 65
	58 61
	58 56
	58 52
	56 49
	53 45
	49 43
	45 40
	42 39
	39 39
	35 39
	32 40
	28 42
	30 44
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	38 56
	38 52
	38 46
	38 43
	38 40
	37 33
	36 29
	36 25
	36 22
	36 19
	35 15
	34 11
	34 7
	33 3
	32 0
	32 4
	34 9
	34 12
.PEN_UP
.PEN_DOWN
	38 63
	43 64
	47 65
	50 65
	54 65
	57 65
	61 62
	63 59
	63 56
	62 52
	61 48
	59 45
	55 42
	52 40
	48 37
	44 36
	40 36
	37 37
	36 41
	35 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 66
	26 63
	26 59
	26 56
	25 53
	25 49
	25 46
	24 42
	24 37
	23 30
	23 27
	23 23
	23 20
	22 16
	22 13
	22 10
	21 6
	20 0
	20 3
	22 6
.PEN_UP
.PEN_DOWN
	27 68
	30 68
	34 70
	37 70
	40 70
	44 70
	47 69
	50 66
	51 60
	50 57
	49 53
	46 50
	43 48
	39 46
	34 45
	31 44
	27 44
	29 46
.PEN_UP
.PEN_DOWN
	32 61
	32 57
	32 54
	31 49
	31 45
	31 41
	31 38
	30 34
	29 30
	28 27
	28 24
	27 17
	26 14
	25 10
	24 6
	23 3
	23 0
	23 3
	23 6
	26 10
	28 15
	28 23
.PEN_UP
.PEN_DOWN
	29 59
	32 62
	36 63
	42 65
	45 66
	48 67
	52 67
	56 67
	60 65
	62 62
	62 58
	62 53
	61 49
	58 47
	55 43
	51 38
	47 35
	44 32
	41 30
	37 29
	34 29
	31 29
	28 30
	27 33
	27 38
	30 38
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	59 61
	56 61
	53 60
	50 59
	47 58
	45 55
	40 53
	38 50
	36 47
	33 44
	31 40
	29 36
	30 33
	33 31
	38 33
	43 35
	46 38
	49 42
	53 46
	56 47
	58 50
	57 47
	54 41
	52 38
	49 33
	48 29
	46 26
	44 23
	44 19
	42 14
	41 10
	40 6
	40 3
	40 0
	43 0
	45 3
	46 6
	48 11
	48 15
	48 18
	48 21
	48 26
	47 29
	49 26
	53 26
	57 27
	66 29
	75 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 66
	45 66
	42 63
	40 60
	38 56
	35 52
	32 50
	30 47
	30 44
	29 41
	33 40
	38 43
	40 47
	44 50
	46 53
	49 55
	51 58
	53 61
	56 65
	59 68
	56 67
	55 64
	54 61
	52 58
	49 50
	46 47
	46 42
	45 39
	44 36
	42 33
	41 29
	41 25
	39 19
	38 16
	37 11
	37 7
	36 3
	36 0
	39 1
	40 4
	42 8
	43 11
	45 14
	46 18
	47 23
	47 27
	47 31
	47 35
	44 39
	41 40
	45 37
	48 36
	53 34
	56 34
	59 34
	62 35
	66 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 46
	42 47
	43 44
	43 40
	43 35
	43 31
	42 28
	41 25
	40 22
	40 19
	40 16
	39 11
	39 7
	38 3
	37 0
	37 3
	39 8
	40 13
	42 17
	44 21
	47 23
	51 25
	54 28
	57 29
	60 30
	63 31
	66 32
	69 32
	71 30
.PEN_UP
.PEN_DOWN
	35 37
	36 32
	36 29
	36 22
	36 18
	36 13
	36 9
	36 6
	36 3
	35 0
	34 3
	34 6
	34 10
	35 13
	37 18
	37 21
	39 24
	40 27
	42 30
	45 34
	50 37
	53 40
	56 42
	60 43
	63 43
	66 41
	66 38
	66 35
.PEN_UP
.PEN_DOWN
	26 41
	29 43
	29 39
	29 36
	29 33
	29 29
	28 26
	28 23
	28 20
	27 16
	26 11
	25 7
	25 3
	24 0
	24 4
	25 7
	25 10
	26 13
	27 18
	30 22
	32 26
	34 29
	37 31
	39 34
	43 36
	46 38
	49 38
	52 38
	55 37
	55 34
.PEN_UP
.PEN_DOWN
	28 34
	28 30
	28 25
	28 22
	27 18
	27 14
	27 10
	27 7
	27 3
	26 0
	25 3
	25 6
	27 10
	29 14
	31 17
	34 20
	37 22
	41 25
	45 28
	49 30
	52 32
	55 32
	55 29
	58 28
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 36
	40 32
	40 29
	40 26
	40 23
	40 19
	40 16
	40 13
	40 9
	40 6
	38 3
	37 0
	36 3
	36 9
	36 13
	38 18
	40 21
	41 24
	43 27
	46 31
	49 34
	54 37
	58 39
	61 40
	64 40
	67 39
	67 36
	67 33
	66 30
	66 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 38
	28 34
	28 31
	28 28
	28 24
	27 20
	27 17
	26 14
	26 10
	26 6
	26 3
	26 0
	26 3
	27 7
	29 10
	30 15
	31 18
	33 21
	35 25
	38 28
	42 31
	44 35
	47 37
	50 38
	53 39
	56 39
	59 36
	62 36
.PEN_UP
.PEN_DOWN
	35 41
	35 37
	34 33
	33 27
	32 24
	32 21
	32 18
	32 15
	32 11
	32 7
	32 3
	32 0
	33 3
	34 6
	35 9
	37 13
	38 17
	39 20
	42 23
	43 27
	47 29
	50 31
	54 32
	57 34
	61 34
	64 34
	67 33
	70 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 36
	35 33
	35 29
	36 26
	36 23
	36 20
	36 16
	36 12
	35 9
	34 6
	33 3
	32 0
	32 3
	33 6
	36 10
	37 13
	38 18
	40 23
	44 27
	47 30
	50 31
	51 34
	54 34
	57 35
	60 36
	63 34
	64 31
	64 28
.PEN_UP
.PEN_DOWN
	54 29
	51 31
	47 31
	44 31
	41 30
	38 30
	35 28
	33 25
	33 22
	35 19
	37 16
	40 15
	43 14
	46 13
	47 10
	47 6
	43 4
	40 2
	37 0
	34 0
	32 2
.PEN_UP
.PEN_DOWN
	64 40
	61 40
	58 40
	54 39
	50 39
	47 39
	44 36
	43 33
	44 30
	49 26
	52 24
	57 21
	58 18
	58 15
	57 12
	54 9
	51 7
	45 4
	40 1
	37 1
	34 0
	30 0
	29 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 42
	51 43
	48 43
	45 43
	42 41
	38 39
	37 36
	34 33
	34 30
	35 27
	38 26
	41 25
	44 23
	48 22
	52 19
	52 16
	50 10
	47 7
	44 5
	40 2
	37 0
	32 0
	30 3
	30 4
.PEN_UP
.PEN_DOWN
	49 40
	46 41
	43 41
	40 41
	37 39
	34 39
	31 36
	30 33
	30 30
	31 27
	35 23
	38 22
	42 19
	45 17
	49 14
	51 11
	50 8
	49 5
	44 3
	41 1
	35 0
	30 0
	26 0
	22 2
	22 5
	24 7
.PEN_UP
.PEN_DOWN
	51 42
	48 43
	45 43
	42 43
	38 42
	35 40
	32 38
	31 35
	30 32
	31 29
	34 27
	38 25
	43 23
	47 19
	50 16
	51 13
	51 9
	48 5
	43 2
	39 1
	35 0
	30 0
	26 0
	23 2
	21 3
.PEN_UP
.PEN_DOWN
	56 35
	53 37
	49 37
	45 37
	42 37
	39 36
	36 35
	33 33
	33 30
	37 27
	40 25
	43 23
	45 20
	48 16
	48 11
	47 8
	43 5
	40 2
	37 0
	34 0
	30 0
	28 3
	28 6
	29 7
.PEN_UP
.PEN_DOWN
	53 42
	50 44
	47 44
	44 43
	41 42
	38 41
	35 39
	32 37
	30 34
	31 31
	34 27
	37 25
	39 22
	42 21
	46 18
	48 15
	48 11
	47 8
	45 5
	42 3
	39 1
	36 0
	32 0
	28 0
	24 2
	24 5
	26 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 46
	50 48
	47 49
	43 49
	39 48
	35 48
	32 47
	29 46
	25 45
	24 42
	24 39
	26 36
	28 33
	32 31
	35 29
	41 26
	45 23
	47 20
	48 17
	48 13
	45 11
	42 7
	39 4
	34 2
	31 1
	28 0
	25 0
	22 1
	19 4
	18 7
	19 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 36
	53 39
	50 40
	47 42
	44 42
	40 42
	37 42
	34 42
	31 41
	28 37
	27 34
	27 31
	28 28
	30 25
	31 22
	34 18
	37 16
	38 13
	38 10
	36 6
	33 5
	30 3
	26 2
	23 0
	19 0
	15 0
	13 3
	13 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	55 70
	52 65
	48 60
	48 56
	46 53
	44 47
	42 43
	41 40
	39 33
	38 30
	38 26
	36 22
	36 19
	36 15
	36 12
	36 9
	36 6
	38 2
	41 0
	45 0
	48 3
	52 7
	55 9
.PEN_UP
.PEN_DOWN
	20 34
	26 34
	30 35
	33 35
	39 36
	43 37
	48 37
	51 38
	54 38
	57 38
.PEN_UP
.PEN_DOWN
	64 73
	62 69
	60 64
	59 61
	56 55
	52 49
	51 46
	50 41
	48 37
	46 33
	44 29
	43 26
	43 23
	41 19
	41 16
	41 10
	41 6
	41 3
	44 0
	48 0
	54 1
	57 3
	61 6
	65 8
.PEN_UP
.PEN_DOWN
	25 42
	29 42
	32 42
	38 42
	42 42
	46 42
	49 42
	55 42
	59 42
	63 42
	66 42
	69 42
.PEN_UP
.PEN_DOWN
	48 66
	48 62
	45 60
	45 57
	43 53
	41 48
	40 44
	40 40
	37 37
	35 30
	34 27
	34 24
	33 21
	33 17
	33 14
	34 10
	34 7
	36 3
	37 0
	40 0
	44 0
	48 1
	51 4
	53 7
	55 10
.PEN_UP
.PEN_DOWN
	15 41
	21 41
	27 42
	30 42
	33 43
	37 44
	43 45
	46 45
	51 47
	54 47
	58 48
	61 48
	62 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	78 66
	77 63
	74 59
	74 56
	71 51
	70 47
	68 43
	66 39
	64 36
	62 33
	60 29
	59 25
	58 22
	54 17
	52 11
	52 8
	52 5
	52 2
	56 0
	59 2
	62 3
	66 6
	68 6
.PEN_UP
.PEN_DOWN
	34 43
	37 43
	40 43
	43 43
	47 43
	51 43
	55 43
	60 43
	64 43
	68 44
	71 44
	75 45
	79 45
	82 46
	85 46
.PEN_UP
.PEN_DOWN
	50 61
	48 56
	43 47
	41 44
	39 41
	36 37
	35 32
	33 29
	31 26
	30 23
	28 20
	27 17
	26 10
	26 6
	26 2
	29 0
	32 0
	40 2
	43 5
	47 7
	51 9
.PEN_UP
.PEN_DOWN
	18 38
	22 38
	29 39
	34 39
	37 40
	40 40
	44 41
	47 41
	50 41
	53 41
	56 41
	60 41
	67 42
	70 43
	75 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 56
	56 52
	54 49
	52 44
	50 38
	48 34
	48 31
	48 28
	46 24
	46 20
	46 17
	45 14
	45 11
	45 8
	47 5
	47 2
	50 0
	53 1
	57 3
	59 5
.PEN_UP
.PEN_DOWN
	24 26
	28 26
	33 28
	37 29
	42 30
	45 31
	49 32
	54 34
	58 34
	60 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 63
	52 58
	49 54
	48 51
	45 48
	43 44
	42 41
	40 38
	39 34
	36 31
	35 27
	33 24
	32 21
	29 16
	29 11
	30 8
	30 4
	32 1
	36 0
	42 0
	47 2
	51 4
.PEN_UP
.PEN_DOWN
	20 37
	23 37
	29 37
	32 37
	36 38
	41 38
	49 39
	53 39
	62 39
	65 39
	69 40
	73 40
	76 40
	78 40
.PEN_UP
.PEN_DOWN
	51 66
	50 62
	47 60
	47 57
	47 54
	44 51
	42 48
	40 45
	40 41
	38 38
	35 32
	35 29
	33 26
	30 21
	29 18
	28 13
	27 9
	27 6
	28 3
	30 0
	33 0
	37 1
	41 2
	45 4
	49 5
.PEN_UP
.PEN_DOWN
	21 39
	25 40
	29 41
	34 41
	38 41
	48 42
	51 42
	55 42
	58 42
	63 43
	66 43
	69 43
	72 43
	73 43
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 40
	36 37
	35 30
	35 27
	34 24
	34 21
	34 18
	34 14
	34 11
	35 8
	39 8
	44 11
	48 14
	54 18
	57 22
	61 25
	66 30
	68 33
	71 36
	72 39
	75 42
	75 45
	71 43
	68 39
	67 36
	65 29
	65 26
	64 21
	64 18
	64 14
	64 10
	65 7
	66 3
	71 0
	74 0
	79 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 30
	36 26
	34 19
	33 15
	33 12
	33 8
	33 5
	34 2
	38 3
	41 5
	45 8
	49 12
	51 16
	55 19
	58 22
	60 25
	62 29
	64 32
	62 29
	62 26
	60 23
	58 19
	57 16
	57 13
	56 9
	57 6
	58 2
	61 0
	65 0
	69 0
	72 1
	75 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	39 40
	39 37
	39 33
	38 30
	38 26
	36 23
	35 20
	33 16
	32 11
	32 7
	32 4
	35 2
	39 2
	46 6
	50 8
	52 11
	56 14
	59 16
	62 20
	65 24
	67 27
	70 30
	73 35
	73 38
	71 34
	70 31
	68 27
	65 21
	64 17
	64 14
	63 11
	63 7
	64 4
	64 1
	68 0
	71 2
	74 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 37
	31 33
	31 30
	31 25
	31 22
	31 19
	31 16
	31 13
	31 10
	33 7
	37 6
	40 10
	43 13
	46 18
	49 22
	51 28
	52 31
	52 34
	52 31
	52 27
	52 23
	52 19
	52 14
	52 10
	53 7
	53 3
	54 0
	54 2
.PEN_UP
.PEN_DOWN
	23 36
	23 33
	23 30
	23 26
	22 23
	22 19
	22 15
	22 12
	23 9
	24 5
	27 5
	30 5
	34 8
	37 10
	38 14
	41 17
	43 20
	45 23
	47 27
	48 33
	49 36
	50 39
	51 44
	53 49
	53 52
	53 49
	51 45
	50 39
	50 34
	50 31
	50 27
	49 22
	49 18
	49 14
	49 11
	49 7
	49 4
	49 0
	51 3
	53 3
.PEN_UP
.PEN_DOWN
	32 37
	31 33
	29 30
	28 26
	27 23
	26 19
	26 16
	26 13
	27 9
	30 8
	33 8
	37 10
	40 13
	44 15
	49 19
	52 22
	57 26
	61 31
	64 35
	65 38
	62 35
	61 32
	59 28
	57 24
	57 21
	57 17
	57 14
	57 11
	57 7
	58 3
	59 0
	62 2
	65 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 49
	29 46
	27 39
	25 35
	25 32
	24 28
	23 24
	23 21
	23 17
	23 14
	23 10
	24 7
	27 6
	30 6
	35 9
	38 12
	41 14
	44 16
	48 21
	51 24
	55 29
	57 35
	60 37
	62 42
	63 45
	60 41
	58 36
	57 32
	57 29
	56 26
	56 22
	55 17
	55 14
	55 10
	56 6
	56 3
	58 0
	61 2
	64 6
	64 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 35
	29 31
	28 26
	26 22
	25 18
	25 15
	24 11
	24 8
	24 5
	27 5
	31 6
	35 9
	38 11
	40 14
	44 18
	47 21
	51 24
	55 29
	59 34
	61 38
	63 41
	61 38
	58 33
	58 30
	55 26
	54 22
	53 18
	53 15
	51 10
	51 6
	51 3
	51 0
	54 1
	55 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 29
	36 22
	37 19
	37 16
	38 12
	39 9
	39 5
	40 1
	43 0
	46 3
	49 7
	52 10
	55 13
	58 16
	59 19
	60 22
	60 25
.PEN_UP
.PEN_DOWN
	39 29
	39 25
	39 20
	39 16
	41 13
	41 10
	42 7
	43 3
	44 0
	47 0
	50 3
	54 7
	55 11
	57 14
	59 18
	60 21
	60 24
	61 24
.PEN_UP
.PEN_DOWN
	22 32
	22 29
	22 24
	22 21
	22 18
	22 13
	22 10
	23 6
	23 2
	26 0
	29 1
	32 4
	36 8
	39 11
	41 14
	43 17
	44 20
	45 23
	46 26
	48 29
	49 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 31
	35 27
	35 23
	35 19
	34 15
	34 12
	34 9
	34 6
	34 3
	36 0
	40 0
	43 2
	47 5
	49 9
	50 12
	53 17
	56 20
	57 23
	59 26
	59 29
	60 31
.PEN_UP
.PEN_DOWN
	32 34
	31 31
	31 27
	31 23
	30 19
	30 15
	30 12
	30 8
	31 4
	31 1
	34 0
	37 0
	39 3
	45 8
	48 11
	51 16
	54 20
	57 24
	59 27
	59 30
	63 31
	63 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 45
	35 41
	35 36
	36 33
	36 30
	37 26
	37 23
	38 20
	38 17
	39 12
	41 8
	43 5
	44 2
	48 0
	52 2
	54 5
	54 8
	56 13
	57 16
	58 19
	61 24
	63 29
	65 32
	67 35
	69 39
	73 39
.PEN_UP
.PEN_DOWN
	28 35
	28 31
	28 26
	28 21
	28 18
	28 13
	28 10
	28 7
	29 4
	30 1
	33 0
	36 1
	40 3
	44 7
	46 10
	49 12
	50 15
	54 21
	58 24
	59 28
	61 31
	63 34
	64 37
	64 40
	65 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 30
	29 26
	29 22
	28 18
	26 13
	26 10
	25 7
	25 4
	25 1
	28 0
	31 1
	34 3
	37 6
	37 9
	40 11
	43 15
	44 18
	46 22
	48 26
	45 22
	45 18
	44 15
	43 12
	44 8
	46 5
	49 3
	52 3
	56 2
	60 5
	62 8
	64 12
	65 16
	67 22
	69 25
	71 31
	73 34
.PEN_UP
.PEN_DOWN
	29 33
	29 30
	29 27
	29 24
	29 21
	29 17
	29 12
	29 9
	29 5
	30 2
	33 0
	36 1
	39 5
	42 9
	44 14
	45 18
	45 22
	46 25
	47 29
	47 32
	48 28
	48 25
	49 21
	49 18
	50 15
	51 12
	54 10
	57 9
	60 11
	63 14
	64 18
	65 22
	65 27
	65 32
	65 35
	64 38
	64 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 34
	31 30
	29 26
	29 23
	28 19
	27 15
	27 12
	26 8
	26 4
	28 1
	31 0
	34 0
	38 3
	40 6
	44 10
	45 13
	47 17
	48 20
	50 24
	51 28
	49 24
	49 21
	48 18
	48 15
	49 11
	50 8
	53 6
	57 5
	60 4
	66 5
	69 6
	70 9
	73 13
	75 16
	76 20
	76 23
	76 27
	74 31
	73 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 37
	32 37
	36 37
	41 37
	44 35
	45 32
	45 27
	44 23
	41 19
	37 15
	35 10
	31 8
	27 3
	22 0
	26 2
.PEN_UP
.PEN_DOWN
	55 39
	51 35
	48 32
	46 29
	43 25
	40 20
	40 17
	40 14
	40 11
	41 8
	44 7
	48 7
	51 8
	54 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 28
	36 28
	41 28
	44 28
	46 25
	47 22
	47 17
	45 13
	42 9
	40 6
	38 3
	37 0
	34 0
	35 0
.PEN_UP
.PEN_DOWN
	60 32
	59 29
	56 26
	54 23
	52 17
	49 15
	49 12
	49 9
	49 6
	52 4
	55 4
	59 4
	66 4
.PEN_UP
.PEN_DOWN
	24 32
	28 33
	31 34
	34 34
	37 33
	40 33
	42 29
	42 25
	42 22
	39 18
	37 15
	34 13
	29 9
	26 5
	23 2
	20 0
	22 2
.PEN_UP
.PEN_DOWN
	58 34
	55 32
	51 30
	49 26
	46 25
	44 22
	42 18
	40 15
	40 12
	40 9
	41 6
	44 3
	48 3
	52 3
	55 3
.PEN_UP
.PEN_DOWN
	18 34
	21 34
	27 33
	30 32
	32 28
	32 24
	32 20
	31 16
	27 12
	25 9
	23 5
	20 3
	17 0
	20 1
.PEN_UP
.PEN_DOWN
	48 31
	45 28
	42 26
	38 24
	37 21
	34 19
	32 15
	32 12
	34 9
	39 6
	42 5
	45 5
	47 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 30
	35 31
	38 31
	41 31
	44 30
	45 27
	45 22
	43 18
	42 14
	38 9
	36 6
	34 3
	32 0
	36 1
	37 1
.PEN_UP
.PEN_DOWN
	62 35
	58 32
	54 29
	49 26
	46 22
	44 19
	42 16
	41 12
	40 8
	40 5
	42 2
	46 1
	49 1
	52 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	24 34
	27 34
	31 34
	37 34
	42 32
	45 28
	46 24
	44 19
	44 16
	41 12
	38 8
	35 3
	31 0
	30 0
.PEN_UP
.PEN_DOWN
	57 35
	54 32
	50 30
	47 28
	44 25
	42 22
	41 19
	41 15
	41 12
	43 9
	47 8
	50 8
	53 8
	56 8
	59 8
.PEN_UP
.PEN_DOWN
	28 38
	34 39
	37 39
	40 39
	43 37
	46 33
	46 30
	46 26
	44 22
	41 19
	40 16
	35 11
	30 7
	27 3
	25 0
	32 5
.PEN_UP
.PEN_DOWN
	59 37
	56 34
	54 31
	51 30
	49 27
	45 23
	42 17
	41 14
	40 11
	40 8
	42 5
	45 2
	49 2
	52 2
	57 2
.PEN_UP
.PEN_DOWN
	22 30
	25 29
	28 29
	32 29
	36 29
	39 28
	40 25
	40 21
	37 16
	34 12
	30 8
	28 5
	25 2
	22 0
	22 1
.PEN_UP
.PEN_DOWN
	50 33
	47 32
	44 28
	42 24
	39 21
	37 17
	34 14
	33 11
	33 8
	34 4
	37 3
	40 2
	43 2
	46 2
	49 2
	53 2
	58 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 53
	34 50
	35 47
	35 44
	37 41
	38 37
	40 34
	42 31
	45 32
	47 32
.PEN_UP
.PEN_DOWN
	55 50
	53 47
	52 43
	51 39
	49 35
	46 28
	44 25
	42 21
	40 18
	36 14
	32 9
	28 7
	25 5
	22 2
	19 1
	16 0
	15 3
.PEN_UP
.PEN_DOWN
	37 62
	38 58
	39 54
	41 50
	44 47
	47 44
	48 41
	51 43
	53 43
.PEN_UP
.PEN_DOWN
	62 62
	61 58
	60 54
	59 50
	57 47
	55 41
	53 37
	51 30
	47 26
	45 21
	43 18
	41 15
	39 12
	36 7
	33 4
	30 1
	27 0
	24 0
	24 4
	25 5
.PEN_UP
.PEN_DOWN
	29 56
	29 53
	29 50
	31 46
	33 42
	36 38
	39 35
	41 35
.PEN_UP
.PEN_DOWN
	57 54
	57 51
	54 47
	52 44
	48 37
	45 34
	44 30
	43 27
	39 22
	38 19
	34 14
	32 11
	26 6
	23 3
	20 0
	19 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 62
	36 59
	36 56
	38 53
	39 50
	39 45
	42 42
	45 38
	46 35
	48 32
	50 34
.PEN_UP
.PEN_DOWN
	63 54
	62 50
	60 45
	57 39
	53 35
	50 30
	49 27
	44 22
	39 18
	37 15
	30 8
	26 7
	21 3
	18 2
	14 0
	10 0
	11 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 45
	25 42
	26 39
	27 36
	30 32
	32 29
	35 27
	37 23
	39 20
	41 17
	42 19
.PEN_UP
.PEN_DOWN
	55 48
	53 43
	52 39
	49 35
	49 32
	45 27
	44 24
	41 19
	39 16
	36 13
	32 9
	29 7
	26 4
	23 2
	20 1
	17 1
	14 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 59
	34 55
	34 52
	34 49
	36 46
	38 43
	38 40
	40 37
	41 37
.PEN_UP
.PEN_DOWN
	57 61
	54 57
	54 53
	53 50
	53 47
	51 44
	48 40
	47 37
	42 32
	40 27
	38 24
	36 21
	32 16
	29 14
	26 11
	23 10
	20 7
	16 4
	12 1
	9 0
	7 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 36
	36 36
	39 36
	42 36
	45 35
	48 34
	49 31
	48 27
	44 23
	41 21
	38 17
	35 14
	31 12
	27 9
	24 6
	21 4
	19 1
	22 0
	26 1
	29 2
	32 2
	35 2
	38 3
	42 3
	45 3
	49 3
	53 3
	56 3
	58 3
.PEN_UP
.PEN_DOWN
	39 45
	44 45
	47 45
	50 45
	53 45
	57 45
	60 45
	62 42
	60 38
	57 35
	53 31
	49 27
	45 23
	42 21
	39 17
	36 15
	32 12
	27 7
	24 5
	22 2
	19 0
	22 2
	25 3
	29 5
	32 5
	35 6
	38 7
	42 8
	48 8
	51 9
	55 9
	58 9
	61 9
	61 10
.PEN_UP
.PEN_DOWN
	31 41
	36 42
	39 43
	44 43
	48 43
	51 43
	54 41
	55 38
	52 34
	51 31
	47 28
	44 24
	41 20
	38 16
	35 14
