


.DATE		Aug. 92
.STYLE		CURSIVE
.WRITER_ID	scoh
.PEN_DOWN
	25 28
	29 30
	32 31
	36 33
	38 29
	38 25
	37 21
	35 18
	33 13
	33 10
	33 6
	33 3
	34 0
	39 0
	42 2
	44 5
	46 8
	49 12
	51 16
	52 20
	52 23
	52 26
	52 29
	52 32
	56 33
	60 33
	63 33
	67 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 36
	39 37
	43 38
	47 38
	50 38
	53 37
	54 34
	54 28
	52 24
	50 20
	46 17
	44 13
	44 10
	44 7
	44 4
	43 1
	46 0
	50 0
	53 0
	57 3
	60 4
	63 8
	65 11
	67 16
	68 19
	68 22
	69 28
	69 31
	68 34
	71 34
	74 34
	77 32
	84 31
.PEN_UP
.PEN_DOWN
	35 24
	40 26
	43 28
	47 29
	51 31
	55 31
	57 28
	57 25
	54 21
	52 15
	50 12
	49 8
	49 4
	49 1
	52 0
	55 1
	59 2
	62 5
	65 11
	68 13
	71 18
	74 23
	75 26
	77 29
	77 32
	78 35
	78 39
	81 36
	84 35
	87 34
	94 33
	101 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	23 30
	26 32
	30 33
	33 33
	36 32
	36 28
	36 25
	36 21
	36 16
	35 13
	35 10
	33 7
	32 3
	32 0
	36 0
	40 3
	42 7
	45 10
	48 12
	49 15
	50 18
	53 21
	54 24
	55 27
	55 30
	55 34
	54 37
	57 38
	60 38
	63 37
	65 35
.PEN_UP
.PEN_DOWN
	23 31
	26 31
	30 31
	34 29
	34 25
	32 21
	31 17
	29 13
	26 10
	25 6
	25 3
	25 0
	29 0
	32 3
	35 7
	38 9
	39 12
	42 15
	43 18
	44 21
	46 24
	47 28
	48 31
	45 27
	43 23
	42 20
	41 16
	41 13
	41 9
	41 6
	42 2
	45 4
	48 6
	50 11
	51 14
	54 18
	57 22
	57 25
	58 29
	59 33
	62 31
	66 31
	71 31
.PEN_UP
.PEN_DOWN
	17 31
	20 31
	23 30
	25 27
	25 24
	25 20
	22 16
	21 12
	20 9
	18 6
	16 3
	16 0
	20 1
	24 2
	27 5
	31 7
	32 11
	36 13
	38 16
	40 19
	42 22
	43 26
	40 26
	39 23
	37 20
	37 16
	36 13
	36 10
	36 6
	36 3
	39 1
	42 5
	43 8
	44 12
	46 16
	47 19
	49 22
	51 26
	52 23
	55 21
	58 20
	61 20
	64 22
	66 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 34
	23 34
	28 34
	31 34
	33 31
	33 27
	32 22
	30 19
	28 16
	24 12
	21 8
	19 4
	19 1
	23 0
	26 1
	30 4
	32 7
	35 10
	37 14
	40 19
	43 23
	44 27
	42 24
	40 19
	38 15
	37 11
	37 8
	37 5
	37 2
	40 1
	43 1
	46 3
	50 6
	52 10
	54 14
	54 18
	55 22
	55 25
	59 27
	62 28
	66 29
	70 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 25
	32 26
	35 26
	38 25
	41 22
	41 19
	41 14
	40 11
	38 6
	36 3
	34 0
	37 1
	40 4
	42 7
	45 10
	46 13
	48 16
	49 19
	48 15
	47 11
	46 7
	46 3
	49 1
	52 4
	55 9
	57 12
	58 17
	60 21
	60 25
	63 28
	64 24
	66 23
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	11 30
	14 32
	17 33
	20 34
	23 35
	26 35
	29 35
	30 32
	30 25
	29 21
	27 18
	25 15
	23 10
	21 7
	20 3
	20 0
	23 1
	25 4
	29 9
	32 14
	33 17
	36 21
	37 24
	39 28
	37 25
	36 22
	35 19
	35 16
	33 13
	33 9
	34 6
	37 4
	40 8
	41 11
	43 15
	46 20
	47 23
	47 26
	48 31
	49 34
	48 31
	48 27
	48 24
	48 21
	51 18
	54 17
	58 17
	62 17
	66 19
	67 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 27
	25 29
	30 31
	34 32
	37 32
	40 32
	44 31
	46 27
	46 22
	46 17
	46 14
	45 10
	44 7
	43 4
	44 1
	47 0
	51 2
	55 3
	58 5
	61 7
	63 11
	67 13
.PEN_UP
.PEN_DOWN
	56 34
	53 30
	50 26
	47 22
	45 19
	42 15
	38 12
	33 7
	30 5
	26 2
	23 1
	26 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 28
	28 31
	31 32
	34 33
	37 34
	40 34
	44 34
	47 33
	50 31
	51 27
	51 22
	48 17
	47 14
	47 11
	46 7
	46 2
	49 1
	53 1
	56 3
	59 4
	62 7
	65 10
	69 13
.PEN_UP
.PEN_DOWN
	55 30
	51 27
	48 25
	41 17
	37 13
	33 11
	29 8
	26 5
	23 3
	20 1
	21 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 26
	26 29
	29 31
	33 33
	36 35
	39 35
	44 35
	46 32
	46 27
	46 23
	46 19
	46 15
	46 12
	46 9
	47 6
	50 2
	53 2
	56 2
	59 4
	64 5
.PEN_UP
.PEN_DOWN
	56 35
	54 31
	51 27
	45 21
	44 18
	40 15
	39 12
	36 11
	33 9
	31 6
	27 4
	23 2
	21 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 32
	31 34
	35 35
	39 36
	42 36
	46 35
	49 30
	49 25
	49 22
	48 18
	48 15
	48 12
	48 9
	51 5
	54 3
	56 0
	59 0
	62 0
	66 0
	69 0
.PEN_UP
.PEN_DOWN
	60 38
	57 33
	54 28
	51 26
	48 22
	43 18
	40 15
	34 12
	31 11
	27 9
	23 7
	20 5
	17 3
	18 2
.PEN_UP
.PEN_DOWN
	24 31
	27 34
	30 35
	35 37
	39 37
	42 37
	45 37
	47 32
	47 29
	47 26
	47 22
	47 19
	46 16
	46 12
	47 9
	50 6
	53 5
	57 6
	60 7
	63 10
.PEN_UP
.PEN_DOWN
	55 44
	51 39
	47 35
	44 32
	39 26
	35 23
	32 21
	29 18
	26 15
	22 14
	18 11
	15 9
	12 7
	7 4
	1 0
.PEN_UP
.PEN_DOWN
	28 28
	32 31
	37 33
	41 34
	47 36
	50 36
	52 31
	51 27
	50 24
	49 17
	46 13
	45 9
	45 6
	46 3
	49 2
	53 0
	56 0
	60 0
	64 1
	68 3
	74 6
.PEN_UP
.PEN_DOWN
	61 36
	59 33
	56 30
	53 26
	50 23
	46 19
	42 15
	40 11
	37 10
	34 8
	32 5
	30 2
	27 0
	29 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 53
	37 56
	41 59
	44 62
	47 63
	48 60
	49 57
	49 54
	49 51
	49 48
	49 45
	53 43
	56 42
	59 42
	62 43
	65 44
	67 47
	69 50
	70 54
	72 58
	73 61
	74 64
	72 60
	70 54
	69 51
	66 48
	65 43
	63 39
	61 35
	60 31
	57 27
	55 24
	53 20
	49 13
	47 10
	45 7
	41 4
	39 0
	35 0
	33 3
	34 6
	35 11
	36 14
	39 18
	42 22
	45 24
	49 26
	54 28
	58 29
	61 30
	64 30
	67 31
	72 33
	76 34
	80 36
	82 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 56
	29 59
	32 61
	35 63
	38 65
	41 65
	44 65
	44 62
	45 59
	46 55
	49 50
	52 49
	56 49
	59 49
	62 50
	66 54
	69 58
	69 61
	71 65
	72 68
	69 69
	67 66
	64 61
	63 58
	61 55
	59 52
	56 47
	55 41
	52 38
	50 34
	48 31
	47 28
	45 25
	43 21
	41 18
	37 13
	34 9
	29 4
	25 2
	21 0
	19 3
	19 7
	21 10
	22 13
	24 16
	27 19
	28 22
	31 25
	36 28
	40 30
	46 31
	50 32
	53 33
	56 33
	61 34
	65 34
	68 35
	72 36
	77 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 51
	21 55
	25 57
	28 60
	34 62
	37 63
	40 63
	40 59
	40 56
	39 48
	38 44
	38 40
	39 37
	42 38
	46 40
	50 44
	53 45
	58 49
	62 51
	65 55
	70 61
	73 63
	75 66
	72 64
	71 61
	66 56
	64 52
	61 48
	59 44
	56 40
	54 36
	51 32
	49 27
	46 23
	45 19
	43 16
	42 12
	39 7
	38 3
	36 0
	33 0
	30 4
	28 8
	27 12
	27 15
	27 18
	31 20
	35 23
	38 24
	42 26
	45 27
	49 29
	54 30
	60 32
	66 34
	72 34
	75 38
	85 38
	91 39
	94 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 57
	18 59
	21 61
	26 61
	29 61
	33 61
	38 60
	39 57
	39 53
	39 49
	36 47
	34 44
	30 44
	27 42
	29 45
	32 48
	37 49
	40 49
	44 49
	47 47
	47 42
	47 38
	46 34
	43 30
	41 27
	39 23
	36 20
	32 14
	29 12
	26 9
	23 8
	19 4
	16 1
	13 0
	10 0
	9 3
	10 6
	14 10
	14 13
	17 17
	23 24
	26 28
	29 31
	33 34
	37 35
	42 38
	46 40
	49 40
	52 41
	55 42
	59 43
	64 44
	66 44
.PEN_UP
.PEN_DOWN
	19 60
	24 63
	29 65
	33 66
	36 66
	39 65
	41 62
	41 59
	41 56
	37 52
	35 49
	32 47
	29 45
	32 47
	37 51
	40 52
	44 52
	47 52
	50 51
	52 48
	52 45
	52 41
	50 38
	50 35
	46 31
	43 27
	41 23
	38 18
	37 15
	36 12
	32 9
	29 5
	25 2
	20 0
	17 0
	13 2
	13 5
	13 9
	13 14
	15 17
	16 21
	20 24
	23 27
	27 29
	31 31
	35 32
	39 34
	43 35
	47 36
	52 36
	56 36
	66 36
	69 36
	72 36
	76 36
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 50
	37 53
	40 55
	46 57
	49 57
	53 55
	54 52
	54 49
	54 45
	51 41
	48 39
	46 36
	43 35
	45 39
	48 41
	51 44
	55 44
	58 44
	61 44
	63 41
	64 38
	64 34
	64 31
	64 28
	63 24
	62 20
	61 16
	58 13
	57 10
	54 9
	50 5
	47 3
	44 1
	40 0
	36 0
	33 1
	33 4
	33 7
	33 10
	36 14
	36 17
	40 21
	47 23
	50 25
	54 27
	58 28
	63 28
	68 29
	72 30
	75 30
	80 30
	83 30
	92 32
.PEN_UP
.PEN_DOWN
	27 66
	31 69
	34 70
	37 71
	41 72
	47 72
	49 69
	48 66
	47 63
	44 60
	40 57
	37 55
	34 54
	38 55
	42 57
	47 59
	52 59
	55 58
	58 52
	58 49
	57 46
	55 42
	54 37
	53 34
	52 30
	50 26
	48 23
	47 20
	45 17
	42 14
	39 9
	34 5
	28 1
	25 0
	22 0
	20 3
	19 7
	19 11
	20 16
	21 19
	22 22
	24 25
	26 28
	29 30
	33 32
	36 33
	39 33
	45 33
	52 34
	58 34
	62 34
	66 34
	69 34
	72 34
	76 34
	79 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
