


.DATE		08 ? 92
.STYLE		MIXED
.WRITER_ID	jhkim
	258 49
	258 44
	257 38
	257 31
	256 26
	255 22
	255 19
	255 15
	255 11
	255 7
	255 4
	255 1
	252 0
	249 0
	245 3
	244 8
	244 11
	245 14
	248 16
	252 18
	256 19
	262 20
	266 21
	269 21
	277 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	101 20
	101 16
	101 13
	103 10
	103 7
	104 4
	107 2
	110 3
	114 5
	120 8
	122 12
	124 15
	126 19
	128 22
	129 19
	129 16
	130 12
	131 9
	131 6
	131 3
	130 0
	132 4
	134 7
	137 11
	141 14
	144 17
	147 18
	148 14
	147 10
	147 7
	147 4
	149 1
	152 0
	156 0
	158 1
.PEN_UP
.PEN_DOWN
	96 42
	100 43
	105 42
	111 41
.PEN_UP
.PEN_DOWN
	68 57
	71 56
	75 56
	78 56
	82 56
	87 58
	90 59
	93 60
	96 60
.PEN_UP
.PEN_DOWN
	88 72
	85 72
	83 69
	83 65
	82 60
	82 56
	82 52
	84 47
	84 41
	85 37
	87 33
	90 33
.PEN_UP
.PEN_DOWN
	103 65
	102 61
	102 58
	102 53
	102 49
	102 46
	102 43
	102 40
	101 36
	101 33
	104 35
	106 39
	109 41
	111 44
	114 46
	117 49
	119 45
	119 41
	119 37
	119 33
	119 29
	120 26
	122 23
.PEN_UP
.PEN_DOWN
	129 39
	129 35
	129 31
	132 30
	135 30
	139 32
	142 35
	142 38
	141 41
	139 44
	136 46
	133 47
	130 48
	128 45
	129 43
.PEN_UP
.PEN_DOWN
	148 47
	148 44
	148 41
	148 38
	148 33
	148 30
	151 29
	154 30
	157 32
	159 36
	161 40
	163 44
	160 41
	160 37
	161 34
	161 31
	165 27
.PEN_UP
.PEN_DOWN
	174 44
	175 48
	174 51
	170 51
	168 48
	167 45
	166 41
	166 38
	171 37
	175 39
	178 42
	180 46
	180 43
	181 36
	181 33
	181 30
	180 27
	179 24
	178 20
	178 17
	176 14
	176 11
	176 8
	174 5
	173 2
	170 0
	170 4
	171 7
	173 11
	174 14
	178 16
	180 19
	183 21
	188 25
	192 29
	195 31
	197 36
	200 40
	201 43
	203 48
	203 52
	203 55
	203 59
	203 63
	201 66
	198 65
	198 62
	196 59
	195 55
	195 48
	194 45
	194 40
	194 37
	194 34
	194 31
	194 27
	194 23
	194 19
	194 16
	194 19
	196 22
	198 25
	201 29
	202 33
	206 36
	209 37
	210 34
	210 31
	210 28
	210 25
	211 22
	214 21
	217 23
	220 26
	223 29
	225 33
	228 35
	229 40
	233 44
	233 47
	233 50
	234 53
	235 57
	235 60
	232 62
	230 59
	230 56
	229 50
	229 45
	228 41
	228 36
	228 33
	228 30
	228 27
	229 23
	231 21
.PEN_UP
.PEN_DOWN
	212 39
	216 42
	220 43
	223 43
	229 42
	233 42
	239 41
.PEN_UP
.PEN_DOWN
	90 73
	90 70
	90 67
	90 59
	90 55
	89 52
	89 49
	89 46
	90 41
	90 37
	90 34
	90 31
	90 35
	92 39
	95 42
	98 46
	102 47
	105 47
	109 41
	110 37
	110 34
	110 30
	106 27
	103 27
	100 27
	97 27
	94 28
	90 29
	90 32
	93 32
	96 34
	99 34
.PEN_UP
.PEN_DOWN
	118 42
	118 38
	118 35
	119 32
	122 30
	126 32
	128 35
	132 38
	132 41
	134 45
	135 48
	135 51
	133 47
	132 43
	132 38
	130 34
	130 31
	130 28
	130 25
	130 18
	130 15
	130 12
	130 9
	130 6
	130 2
	126 0
	125 3
	122 5
	122 8
	122 11
	125 15
	128 17
	132 18
	136 18
	140 18
	148 18
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	79 14
	80 17
	83 20
	86 23
	87 26
	90 28
	94 28
	96 25
	96 22
	95 18
	94 15
	93 11
	93 8
	93 5
	94 2
	98 3
	102 8
	106 12
	108 15
	111 19
	113 23
	113 20
	112 17
	112 13
	112 10
	112 6
	112 3
	114 0
	117 0
	121 2
	123 5
	124 9
	126 12
	127 16
	128 19
	129 22
	129 25
	129 22
	131 19
	133 15
	134 12
	137 11
	140 11
	143 11
	150 12
	153 15
	157 16
	160 19
	160 22
	160 25
	158 29
	154 31
	151 32
	147 32
	145 29
	145 25
	145 22
	146 17
	147 14
	149 10
	151 5
	154 2
	157 0
	160 0
.PEN_UP
.PEN_DOWN
	71 33
	71 29
	71 22
	70 19
	70 16
	73 17
	74 20
	77 25
	80 28
	83 31
	86 32
	87 29
	87 23
	87 20
	87 16
	87 13
	89 16
	91 20
	92 23
	95 27
	96 31
	99 33
	102 34
	106 37
	109 39
	109 36
	109 32
	107 28
	107 25
	107 22
	107 19
	107 15
	107 10
	107 6
	108 2
	110 0
.PEN_UP
.PEN_DOWN
	126 41
	126 38
	126 34
	125 26
	125 23
	125 18
	126 15
	129 13
	130 16
	133 18
	135 22
	135 25
	137 29
	138 32
	138 29
	137 25
	137 20
	137 16
	138 12
	141 11
	145 13
	148 16
	150 19
	153 26
	153 29
	156 32
	159 33
	159 28
	160 25
	160 21
	160 18
	160 14
	159 11
	158 8
	155 8
	152 11
	151 14
	155 12
	158 9
	160 6
	163 5
	166 5
	169 7
	172 9
	174 13
	177 15
	180 20
	183 26
	183 29
	184 33
	186 37
	187 41
	187 44
	188 47
	190 51
	190 54
	189 51
	189 47
	188 44
	186 39
	186 35
	186 32
	184 27
	184 23
	184 19
	183 14
	183 11
	183 8
	185 5
	187 2
	192 3
	194 3
.PEN_UP
.PEN_DOWN
	170 37
	173 37
	176 37
	179 38
	183 39
	186 39
	189 41
	192 41
	197 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	86 25
	86 28
	83 24
	81 21
	80 18
	80 15
	80 11
	80 8
	81 5
	84 3
	89 3
	92 4
	95 8
	95 12
	95 15
	95 18
	93 21
	90 23
	87 25
	90 23
.PEN_UP
.PEN_DOWN
	99 27
	99 23
	99 20
	98 16
	98 13
	98 10
	100 7
	103 6
	107 8
	108 11
	110 14
	111 18
	112 21
	113 24
	113 21
	113 17
	113 14
	113 11
	113 8
	117 7
	120 9
.PEN_UP
.PEN_DOWN
	126 23
	126 20
	126 16
	126 10
	126 7
	126 4
	126 7
	127 10
	128 14
	129 17
	131 20
	135 23
	138 23
	143 22
.PEN_UP
.PEN_DOWN
	161 22
	157 23
	153 21
	150 18
	147 17
	144 14
	144 11
	148 9
	151 8
	156 8
	159 8
	159 5
	156 4
	153 2
	150 1
.PEN_UP
.PEN_DOWN
	168 11
	172 12
	176 12
	179 13
	181 16
	184 19
	185 22
	184 25
	181 25
	178 24
	175 22
	174 19
	172 16
	172 13
	172 9
	173 6
	177 5
	181 4
	184 4
	189 6
	193 8
	198 12
	201 15
	206 20
	209 25
	212 29
	213 32
	214 35
	214 39
	214 42
	214 45
	213 48
	210 50
	209 47
	206 44
	204 41
	204 38
	201 34
	200 31
	200 28
	200 25
	199 22
	198 19
	198 16
	198 12
	198 9
	200 6
	203 4
	206 4
	209 7
	211 10
	214 12
	216 16
	219 19
	223 24
	226 27
	228 24
	227 20
	227 16
	227 12
	225 8
	225 4
	225 1
	229 0
	232 2
	233 5
	235 8
	235 11
	236 16
	239 20
	239 23
	241 27
	242 30
	245 31
	245 27
	247 24
	249 21
	252 19
	255 18
	258 18
	261 18
	263 21
	266 24
	266 27
	266 31
	265 34
	262 34
	259 33
	257 30
	254 25
	254 21
	254 18
	255 15
	256 12
	257 9
	260 8
	263 7
	266 8
	271 12
	273 15
	276 18
	278 22
	280 25
	283 27
	284 23
	284 20
	285 16
	285 12
	285 8
	284 5
	281 3
	277 4
	274 6
	271 9
	272 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	77 55
	80 58
	85 61
	89 65
	91 68
	93 72
	93 75
	90 75
	88 72
	86 68
	85 63
	82 59
	81 54
	80 51
	80 47
	80 44
	80 39
	80 36
	82 33
	85 32
	88 32
	91 35
	93 38
	96 40
	96 43
	99 45
	101 49
	103 52
	102 49
	105 48
	108 48
	111 49
	114 50
	117 52
	120 55
	124 57
	127 54
	127 51
	127 48
	126 45
	124 41
	123 38
	121 34
	124 35
	127 37
	129 40
	132 41
	135 45
	138 49
	141 52
	141 55
	143 58
	139 57
	139 54
	136 51
	134 46
	134 42
	131 37
	130 34
	129 31
	129 27
	129 24
	128 18
	128 14
	128 10
	128 7
	128 4
	126 1
	123 0
	120 0
	119 3
	119 6
	120 10
	123 12
	125 15
	129 16
	133 19
	139 20
	142 22
	145 22
	151 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	117 25
	116 29
	113 31
	110 29
	107 27
	106 24
	103 20
	100 14
	99 10
	99 6
	99 3
	101 0
	104 0
	107 2
	110 6
	112 9
	113 13
	115 17
	116 20
	118 23
	118 27
	118 24
	118 19
	118 16
	118 12
	118 8
	118 4
	122 3
	124 6
	128 10
	130 14
	133 19
	136 23
	138 27
	141 29
	144 31
	144 28
	143 25
	142 20
	141 14
	140 10
	139 7
	139 4
	143 7
	143 10
	147 11
	151 14
	153 17
	156 19
	159 23
	162 25
	162 22
	161 19
	161 16
	161 12
	161 8
	161 5
	161 2
	164 2
	168 2
	170 5
	173 6
.PEN_UP
.PEN_DOWN
	190 18
	187 18
	184 18
	180 16
	176 16
	172 13
	170 10
	169 7
	169 3
	172 3
	176 3
	179 4
	183 6
	185 9
	189 12
	191 15
	192 18
	195 22
	197 25
	199 28
	200 31
	200 34
	201 38
	201 41
	198 38
	196 33
	194 27
	193 22
	192 19
	192 16
	192 13
	192 10
	195 6
	197 3
	201 1
	203 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	80 14
	80 17
	83 21
	86 24
	89 26
	92 28
	95 29
	96 26
	96 23
	96 20
	95 17
	94 14
	93 11
	93 8
	96 10
	99 14
	102 18
	105 21
	105 25
	107 28
	107 24
	108 21
	109 18
	109 15
	112 15
	112 18
	114 22
	115 25
	112 26
	112 29
	112 32
	115 32
	118 31
	122 29
	125 29
	128 29
	131 30
	135 32
	137 35
	140 38
	142 41
	143 44
	143 47
	143 51
	142 54
	139 52
	136 49
	135 46
	132 43
	130 38
	129 33
	128 30
	127 25
	127 21
	127 17
	127 14
	126 11
	126 7
	126 11
	126 14
	127 17
	128 20
	130 23
	133 26
	136 29
	139 31
	142 32
	145 34
	144 30
	142 27
	142 24
	142 21
	141 18
	141 15
	140 12
	141 9
	144 9
	146 12
	149 16
	149 19
	152 22
	155 26
	158 30
	160 34
	163 37
	161 34
	158 30
	157 26
	155 22
	155 18
	154 14
	154 10
	156 7
	159 5
	162 5
	166 7
	168 11
	171 12
	176 14
.PEN_UP
.PEN_DOWN
	166 63
	169 63
	172 61
	175 60
	178 59
.PEN_UP
.PEN_DOWN
	190 29
	186 30
	183 29
	180 27
	178 22
	177 19
	176 15
	176 12
	177 9
	181 8
	185 8
	191 9
	194 10
	198 13
	202 15
	207 18
	211 19
.PEN_UP
.PEN_DOWN
	216 44
	216 47
	217 51
	217 54
	215 50
	213 47
	213 44
	211 38
	210 32
	209 29
	208 26
	207 22
	206 19
	205 15
	204 11
	202 5
	202 1
	206 0
	209 4
	211 9
	214 12
	215 15
	217 18
	219 21
	222 24
	224 28
	227 28
	227 25
	227 22
	226 19
	226 15
	227 12
	230 9
	234 8
	239 7
	242 7
.PEN_UP
.PEN_DOWN
	82 22
	85 25
	88 28
	92 31
	95 33
	98 33
	100 29
	99 26
	99 23
	99 20
	98 17
	98 14
	102 12
	104 15
	107 18
	110 22
	113 25
	115 29
	117 32
	118 35
	120 38
	118 35
	117 32
	116 29
	115 25
	115 22
	115 18
	115 15
	116 10
	119 7
	122 7
	126 10
	128 13
	130 16
	130 20
	132 24
	133 28
	133 33
	135 37
	136 41
	135 37
	137 33
	138 30
	140 26
	142 23
	145 22
	149 22
	153 22
	157 22
	160 23
	161 26
	161 29
	160 32
	158 35
	156 38
	153 38
	152 35
	151 31
	150 26
	150 23
	150 19
	150 14
	150 11
	151 7
	155 3
	158 2
	161 0
	165 0
	168 0
	173 1
	177 2
.PEN_UP
.PEN_DOWN
	95 22
	92 22
	89 20
	87 16
	86 13
	87 8
	90 6
	93 5
	98 5
	102 6
	106 6
	110 8
	113 9
.PEN_UP
.PEN_DOWN
	133 23
	130 26
	129 29
	126 29
	123 29
	120 25
	117 22
	116 17
	116 14
	116 11
	116 8
	119 6
	123 6
	126 8
	127 11
	130 14
	132 17
	132 20
	132 16
	132 13
	131 10
	134 8
	137 8
	141 9
	144 11
	146 14
	149 16
	150 20
	151 23
	154 26
	158 28
	161 29
	161 26
	161 23
	161 19
	161 16
	160 12
	160 8
	159 5
	161 9
	162 12
	163 15
	166 18
	169 20
	172 21
	175 18
	175 15
	175 11
	175 8
	175 4
	178 5
	181 8
	184 11
	184 14
	185 17
	187 20
	190 23
	193 25
	195 22
	196 18
	196 15
	196 11
	195 8
	194 5
	194 2
	197 4
	198 8
	201 11
	203 14
	206 17
	206 21
	209 22
	211 25
	211 22
	210 19
	209 16
	208 12
	208 9
	209 6
	211 3
	214 1
	217 0
	220 1
	224 5
	227 8
	231 11
	231 14
	235 16
	235 19
	237 22
	235 19
	232 16
	230 13
	229 10
	229 7
	231 4
	232 1
	236 1
	238 4
	241 4
	242 7
	245 12
	246 15
	247 19
	247 22
	247 25
	245 28
	242 28
	239 27
	236 24
	236 21
	237 18
	240 16
	243 16
	246 16
	249 19
	253 20
	257 22
	262 25
	266 29
	269 33
	272 36
	273 39
	275 42
	277 46
	278 49
	275 45
	272 42
	270 38
	267 33
	265 29
	265 26
	264 23
	262 19
	262 13
	263 10
	266 8
	269 7
	272 7
	274 7
.PEN_UP
.PEN_DOWN
	253 42
	257 41
	260 41
	263 41
	266 41
	272 41
	277 41
	281 41
	284 41
	288 41
	292 42
	295 42
	298 44
	301 44
	304 45
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	80 0
	85 4
	89 8
	92 10
	92 13
	93 16
	96 18
	97 21
	99 24
	100 27
	102 31
	105 39
	107 44
	107 48
	107 51
	105 48
	103 44
	100 41
	97 35
	97 32
	95 29
	94 26
	93 23
	93 19
	92 15
	92 12
	92 9
	92 5
	95 1
	98 1
	101 0
	106 0
	109 0
	111 3
	113 6
	116 7
	118 10
	120 13
	122 18
	123 21
	121 24
	118 24
	115 23
	112 20
	110 16
	109 12
	109 9
	113 7
	114 4
	117 2
	120 0
	123 0
	126 1
	130 2
	133 4
	137 7
	141 8
	144 10
	146 14
	150 18
	152 21
	154 26
	156 31
	157 36
	159 40
	159 43
	159 46
	156 46
	153 42
	149 39
	147 34
	145 31
	143 28
	142 25
	141 22
	141 17
	142 12
	143 8
	148 6
	151 4
	155 3
	155 2
.PEN_UP
.PEN_DOWN
	130 31
	135 31
	138 31
	141 31
	147 31
	150 31
	153 32
	156 32
	159 32
	164 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	90 21
	93 21
	96 22
	98 25
	100 28
	100 31
	99 34
	95 34
	92 31
	90 27
	89 24
	89 21
	88 18
	88 14
	89 11
	92 11
	96 12
	99 13
	102 17
	107 21
	110 23
	113 27
	118 31
	120 34
	122 31
	122 26
	120 22
	120 19
	119 16
	117 13
	117 10
	120 12
	121 15
	123 18
	125 22
	127 25
	129 29
	132 32
	135 35
	136 32
	135 28
	133 23
	133 19
	135 16
	138 14
	141 14
	144 14
	150 14
.PEN_UP
.PEN_DOWN
	168 24
	167 27
	163 29
	160 28
	157 27
	154 25
	152 21
	152 18
	152 14
	156 14
	159 15
	162 18
	163 22
	166 25
	168 28
	169 31
	172 33
	174 36
	175 39
	176 42
	177 46
	178 49
	176 46
	175 43
	174 38
	174 35
	173 29
	172 26
	172 23
	172 18
	172 15
	171 11
	171 8
	171 4
	174 1
	175 1
.PEN_UP
.PEN_DOWN
	182 17
	186 15
	190 15
	195 16
	197 20
	199 23
	198 26
	193 26
	190 25
	188 22
	185 20
	183 16
	183 13
	183 10
	184 7
	188 6
	192 6
	195 6
	198 7
	202 10
	207 10
.PEN_UP
.PEN_DOWN
	226 22
	223 23
	220 23
	216 23
	212 22
	210 19
	208 15
	207 10
	209 7
	212 7
	215 8
	218 11
	222 14
	223 17
	223 21
	224 24
	227 26
	227 23
	227 20
	229 17
	230 14
	231 11
	234 9
	235 9
.PEN_UP
.PEN_DOWN
	244 27
	245 23
	245 20
	245 16
	245 13
	246 10
	249 12
	251 16
	253 20
	255 23
	256 27
	260 30
	262 28
.PEN_UP
.PEN_DOWN
	269 29
	266 30
	262 28
	260 23
	259 20
	257 16
	257 11
	257 7
	259 4
	262 2
	265 2
	268 7
	272 10
	276 14
	278 18
	279 21
	279 27
	279 30
	279 33
	276 33
	273 32
	272 29
	271 26
	271 23
	272 19
	275 16
	280 16
	284 17
	288 19
	291 21
	295 23
	296 26
	298 29
	299 32
	303 31
	306 29
	308 26
	307 23
	305 19
	305 16
	304 13
	304 10
	304 7
	304 4
	304 1
	307 0
	312 0
.PEN_UP
.PEN_DOWN
	100 0
	101 3
	102 6
	105 10
	108 13
	111 17
	114 21
	115 24
	117 27
	119 30
	120 33
	121 36
	122 39
	122 42
	124 45
	126 48
	128 51
	130 54
	132 57
	131 54
	130 51
	127 49
	126 46
	126 43
	123 40
	122 36
	121 32
	120 29
	119 26
	118 22
	118 19
	118 16
	119 13
	122 12
	125 11
	128 14
	131 17
	132 20
	135 23
	137 27
	139 31
	141 35
	143 38
	146 42
	146 45
	147 48
	149 51
	150 54
	150 57
	147 56
	144 54
	141 50
	139 47
	137 41
	136 37
	136 33
	136 29
	136 24
	136 18
	135 14
	134 11
	133 8
	133 5
	133 2
	133 6
	134 9
	134 13
	137 16
	139 19
	143 24
	148 27
	150 30
	153 32
	154 29
	154 25
	153 22
	153 18
	153 15
	151 12
	151 7
	153 4
	156 3
	159 3
	163 4
	167 7
	170 7
	173 8
	175 12
	177 15
	177 18
	177 22
	174 25
	171 26
	168 24
	167 20
	167 16
	167 13
	168 10
	168 7
	171 5
	174 4
	177 4
	180 4
	183 7
	186 10
	191 14
	193 17
	193 20
	196 23
	199 25
	199 22
	199 18
	199 15
	198 12
	196 8
	196 3
	194 0
	196 4
	200 8
	204 13
	208 16
	211 18
	214 21
	213 18
	210 14
	209 10
	210 7
	213 6
	217 6
	220 6
	223 6
	226 9
.PEN_UP
.PEN_DOWN
	108 40
	108 43
	113 44
	117 44
	120 44
	124 44
	128 45
	134 45
	141 45
.PEN_UP
.PEN_DOWN
	78 6
	78 9
	80 12
	83 13
	86 19
	87 22
	90 24
	92 29
	94 32
	95 35
	97 38
	98 41
	100 45
	100 48
	100 51
	97 47
	96 43
	94 40
	94 37
	93 33
	92 28
	92 25
	92 21
	92 18
	92 15
	92 12
	92 7
	93 4
	96 4
	99 8
	103 12
	107 16
	109 20
	111 24
	111 27
	110 23
	110 20
	108 17
	108 13
	108 9
	109 5
	110 2
	114 0
	117 1
	120 3
	120 6
	122 10
	122 13
	122 18
	122 21
	122 25
	122 29
	119 31
	116 29
	113 27
	113 24
	115 20
	118 19
	121 19
	125 19
	132 22
	136 22
.PEN_UP
.PEN_DOWN
	75 48
	79 49
	83 50
	86 50
	89 50
	92 50
	95 50
	98 50
	101 50
.PEN_UP
.PEN_DOWN
	83 0
	85 3
	88 8
	91 10
	94 15
	95 18
	98 20
	98 23
	100 27
	102 30
	103 33
	106 39
	107 42
	107 47
	108 50
	105 50
	103 47
	102 44
	101 41
	99 38
	99 35
	98 29
	97 26
	97 23
	96 20
	96 16
	96 13
	96 10
	96 7
	99 6
	102 6
	105 7
	108 10
	110 13
	113 16
	115 20
	116 24
	118 29
	120 32
	120 36
	123 40
	123 45
	125 48
	125 52
	127 55
	125 52
	123 49
	122 44
	120 39
	120 35
	120 32
	120 28
	120 24
	120 21
	118 18
	117 15
	117 12
	116 8
	115 5
	113 1
	114 5
	115 8
	116 11
	117 14
	119 18
	121 21
	125 25
	128 29
	131 31
	133 27
	133 23
	133 19
	132 16
	131 13
	131 10
	130 6
	130 3
	133 3
	136 5
	137 8
	141 11
	142 15
	145 20
	146 23
	147 26
	148 29
	149 32
	149 29
	147 26
	146 23
	145 20
	145 17
	144 13
	144 10
	144 6
	145 3
	148 3
	153 5
	154 8
	157 9
	158 12
	160 15
	163 19
	163 22
	166 24
	167 28
	169 31
	170 28
	170 25
	168 22
	167 19
	167 15
	167 11
	165 8
	166 12
	167 16
	170 18
	173 23
	175 26
	178 28
	181 30
	181 27
	180 24
	180 21
	180 18
	179 15
	178 12
	178 9
	179 6
	182 4
	185 5
	186 8
	189 8
	192 11
	193 14
	196 18
	197 22
	199 25
	201 30
	202 34
	203 37
	204 40
	205 44
	205 47
	208 51
	209 54
	206 53
	205 49
	202 47
	202 43
	200 39
	199 35
	198 32
	196 24
	195 19
	194 16
	194 11
	193 7
	192 3
	192 0
	192 3
	194 7
	195 10
	196 13
	197 16
	198 19
	201 20
	203 23
	207 25
	210 27
	213 28
	212 24
	209 20
	208 17
	207 14
	204 12
	201 12
	198 12
	201 9
	204 7
	207 5
	210 3
	213 1
	217 1
.PEN_UP
.PEN_DOWN
	88 35
	91 36
	95 37
	101 40
	104 41
	109 42
	117 42
.PEN_UP
.PEN_DOWN
	144 58
	147 56
	150 54
	152 51
	154 49
.PEN_UP
.PEN_DOWN
	72 14
	74 17
	76 20
	79 22
	82 23
	85 23
	88 21
	87 17
	87 14
	86 11
	86 7
	86 4
	87 1
	90 1
	91 4
	94 7
	95 10
	98 14
	100 17
	100 20
	102 23
	103 26
	102 23
	102 19
	101 16
	101 12
	101 9
	101 6
	101 3
	103 0
	106 0
	109 1
	112 3
	116 7
	118 10
	119 13
	120 16
	121 20
	122 25
	123 29
	123 32
	125 29
	126 26
	128 23
	131 21
	134 19
	137 19
	140 20
	143 22
	145 25
	147 29
	147 32
	145 35
	142 35
	139 35
	135 34
	133 30
	132 27
	131 22
	131 19
	131 15
	131 12
	131 9
	134 7
	137 4
	140 4
	143 3
	146 3
	148 6
	152 7
	155 9
	158 12
	161 15
	163 19
	165 23
	168 26
	170 31
	171 35
	171 38
	174 40
	175 44
	175 47
	175 50
	176 54
	176 57
	173 56
	169 53
	168 50
	165 45
	164 42
	163 38
	161 32
	161 28
	160 23
	159 19
	159 16
	159 13
	161 10
	165 9
	168 9
	172 12
	175 15
	179 20
	182 23
	183 26
	185 30
	186 33
	187 36
	189 41
	189 45
	189 49
	186 46
	184 43
	183 39
	180 35
	178 31
	177 27
	175 23
	175 20
	175 16
	176 8
	179 5
	184 2
	188 2
	191 1
	195 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	80 3
	82 6
	84 10
	85 14
	85 17
	88 21
	89 25
	90 28
	92 31
	93 37
	95 41
	96 44
	97 47
	95 44
	93 41
	92 37
	90 33
	90 28
	87 23
	87 20
	86 17
	85 12
	85 8
	85 5
	86 2
	90 0
	93 2
	95 6
	97 9
	97 12
	99 15
	100 18
	102 21
	104 25
	106 28
	108 31
	109 34
	111 37
	113 42
	115 47
	117 50
	117 54
	117 57
	115 54
	113 51
	112 48
	110 45
	110 42
	109 39
	108 35
	106 31
	105 27
	103 22
	103 18
	102 15
	102 12
	102 8
	101 4
	100 1
	102 4
	103 7
	105 10
	107 13
	109 17
	113 19
	115 22
	119 23
	119 20
	119 17
	118 10
	117 6
	117 3
	117 0
	120 1
	123 3
	126 5
	128 9
	128 13
	129 16
	129 19
	129 23
	130 27
	127 26
	126 22
	126 19
	125 16
	125 13
	124 10
	124 7
	124 3
	126 0
	129 0
	132 0
	137 1
	140 4
.PEN_UP
.PEN_DOWN
	76 37
	80 38
	83 38
	88 38
	93 38
.PEN_UP
.PEN_DOWN
	100 47
	100 44
	100 40
	100 37
	100 34
	100 31
	101 27
	101 24
	101 21
	101 14
	102 11
	103 8
	103 5
	104 4
.PEN_UP
.PEN_DOWN
	100 43
	100 47
	102 50
	105 52
	108 53
	114 51
	115 48
	117 43
	118 40
	117 37
	114 35
	111 33
	106 31
	103 31
	100 31
	98 32
.PEN_UP
.PEN_DOWN
	127 46
	127 41
	128 36
	129 33
	129 29
	129 26
	129 23
	129 20
	128 23
	128 26
	128 31
	128 34
	128 38
	130 41
	133 42
	136 45
	140 47
	143 49
	143 48
.PEN_UP
.PEN_DOWN
	150 40
	150 37
	150 34
	149 30
	149 27
	149 24
	149 21
	149 18
	151 16
.PEN_UP
.PEN_DOWN
	147 58
	150 59
	154 58
	157 57
.PEN_UP
.PEN_DOWN
	167 46
	167 43
	166 38
	166 35
	166 30
	165 27
	165 24
	166 28
	166 32
	168 35
	170 40
	171 43
	173 47
	176 47
	179 50
	182 50
	182 47
	182 43
	181 39
	181 36
	181 32
	180 29
	180 25
	182 23
.PEN_UP
.PEN_DOWN
	202 46
	198 47
	196 40
	195 37
	193 34
	193 31
	193 28
	196 27
	199 28
	202 30
	205 33
	209 34
	212 37
	214 41
	217 44
	219 48
	222 49
	225 49
	222 50
	219 48
	217 45
	215 42
	214 38
	213 35
	214 32
	215 29
	218 29
	221 30
	224 31
	228 36
	230 39
	232 42
	233 45
	234 48
	237 50
	237 47
	236 43
	234 38
	234 34
	232 31
	232 28
	231 23
	230 18
	228 14
	227 10
	227 7
	226 3
	225 0
	224 4
	225 8
	226 11
	227 15
	229 19
	229 22
	229 26
	231 30
	232 34
	233 38
	234 42
	236 45
	236 48
	240 51
	242 54
	245 56
	249 57
	249 54
	248 51
	248 47
	248 44
	248 41
	246 38
	243 37
	241 34
	240 31
	243 29
	246 31
	249 33
	253 36
	256 39
	258 42
	261 44
	263 47
	266 51
	268 55
	270 58
	272 62
	273 66
	274 69
	272 72
	269 71
	266 71
	265 68
	264 65
	262 62
	260 58
	260 54
	259 51
	258 48
	256 44
	256 41
	254 37
	253 34
	254 31
	255 28
	259 27
	262 27
	265 27
	269 29
	272 31
	276 34
	277 37
	278 41
	277 44
	274 45
	271 45
	269 41
	268 38
	266 35
	265 31
	265 27
	268 26
	272 26
	275 26
	278 26
	281 26
	290 25
.PEN_UP
.PEN_DOWN
	227 73
	231 72
	236 70
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	74 45
	75 49
	77 52
	79 55
	82 58
	85 60
	86 57
	87 53
	87 48
	86 44
	85 40
	85 36
	84 31
	84 34
	84 37
	86 40
	88 43
	90 46
	94 50
	96 53
	98 56
	102 58
	102 55
	102 52
	101 48
	100 44
	100 39
	100 36
	99 32
	99 29
	100 32
	103 35
	105 38
	108 41
	111 44
	113 47
	116 49
	118 52
	121 55
	122 58
	121 55
	122 52
	121 49
