.WRITER_ID	ghr
3309 2368
3318 2377
3322 2385
3334 2389
3343 2398
3351 2402
3364 2410
3368 2423
3376 2431
3389 2444
3397 2448
3410 2457
3414 2461
3423 2473
3427 2482
3435 2490
3444 2494
3448 2503
3456 2503
3456 2507
3460 2515
3469 2515
3469 2520
3469 2515
3460 2515
3460 2507
3456 2507
3456 2503
3448 2494
3444 2494
3444 2490
3435 2482
3427 2473
3423 2469
3414 2461
3410 2457
3402 2448
3397 2444
3397 2436
3389 2431
3381 2423
3376 2415
3376 2410
3368 2402
3364 2398
3364 2389
3355 2389
3355 2385
3355 2377
3351 2377
3351 2368
3355 2368
3364 2368
3368 2368
3368 2377
3376 2377
3381 2377
3389 2385
3397 2385
3402 2389
3410 2389
3414 2398
3423 2402
3427 2402
3435 2410
3435 2415
3444 2415
3444 2423
3448 2423
3456 2431
3448 2431
3444 2431
3444 2423
3435 2423
3435 2415
3427 2415
3427 2410
3423 2410
3414 2402
3414 2398
3410 2398
3410 2389
3402 2389
3402 2385
3397 2377
3397 2368
3397 2364
3402 2364
3402 2368
3410 2368
3414 2368
3423 2377
3427 2385
3444 2385
3448 2389
3456 2398
3460 2398
3473 2402
3481 2410
3486 2415
3494 2423
3507 2423
3515 2431
3519 2436
3528 2436
3532 2444
3540 2444
3549 2444
3553 2444
3553 2448
3553 2444
3553 2436
3553 2431
3549 2423
3549 2415
3553 2410
3553 2415
3561 2415
3565 2415
3565 2423
3574 2423
3574 2431
3578 2436
3586 2444
3578 2448
3578 2457
3574 2457
3565 2457
3561 2457
3553 2457
3549 2457
3549 2448
3540 2448
3532 2444
3528 2444
3519 2444
3515 2436
3507 2436
3502 2431
3502 2423
3494 2423
3486 2415
3486 2410
3481 2410
3481 2402
3473 2398
3473 2389
3469 2389
3473 2385
3473 2377
3481 2377
3486 2368
3494 2368
3502 2368
3507 2368
3519 2368
3528 2377
3532 2377
3549 2377
3553 2385
3565 2389
3574 2389
3586 2398
3595 2398
3607 2402
3612 2410
3624 2415
3633 2423
3637 2431
3645 2436
3654 2436
3658 2444
3666 2448
3670 2448
3670 2457
3679 2457
3679 2461
3679 2457
3670 2457
3666 2457
3666 2448
3658 2448
3658 2444
3654 2444
3654 2436
3654 2431
3645 2423
3654 2423
3654 2415
3654 2410
3658 2402
3658 2398
3666 2389
3670 2389
3670 2385
3670 2377
3666 2368
3666 2364
3658 2364
3654 2364
3645 2364
3637 2364
3637 2356
3633 2364
3624 2356
3620 2356
3612 2364
3607 2368
3599 2377
3595 2377
3586 2385
.PEN_UP
.PEN_DOWN
3351 2461
3355 2469
3364 2469
3368 2469
3376 2469
3381 2473
3389 2473
3397 2473
3410 2473
3414 2473
3423 2473
3427 2473
3435 2473
3444 2473
3448 2473
3456 2473
3456 2482
3460 2482
3469 2482
3473 2482
3473 2490
3473 2494
.PEN_UP
.PEN_DOWN
3515 2515
3528 2520
3519 2520
3515 2520
3507 2520
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2238 2062
2238 2066
2247 2066
2251 2074
2259 2074
2263 2083
2272 2074
2280 2074
2284 2074
2293 2066
2297 2066
2297 2062
2297 2053
2293 2049
2293 2041
2284 2037
2284 2028
2280 2028
2272 2024
2272 2016
2263 2007
2259 2007
2251 2003
2251 1995
2247 1995
2247 2003
2251 2007
2259 2007
2259 2016
2263 2024
2272 2024
2280 2028
2284 2037
2293 2041
2305 2049
2310 2049
2318 2053
2331 2062
2339 2062
2343 2062
2356 2066
2364 2066
2368 2066
2377 2066
2385 2066
2389 2066
2389 2062
2385 2062
2377 2053
2368 2053
2364 2049
2356 2041
2352 2037
2352 2028
2343 2028
2343 2024
2339 2024
2339 2016
2331 2016
2331 2007
2339 2007
2343 2016
2352 2024
2352 2028
2356 2028
2364 2037
2368 2041
2377 2041
2385 2049
2389 2053
2402 2062
2410 2062
2415 2062
2423 2066
2436 2066
2444 2066
2444 2074
2448 2074
2457 2074
2461 2074
2461 2066
2461 2062
2461 2053
2457 2053
2457 2049
2457 2041
2448 2037
2448 2028
2444 2024
2444 2016
2444 2007
2444 2003
2444 1995
2448 1990
2457 1990
2461 1990
2469 1990
2473 1990
2482 1990
2490 1995
2494 1995
2503 2003
2507 2007
2520 2007
2520 2016
2528 2024
2541 2028
2541 2037
2549 2041
2553 2049
2562 2053
2562 2062
2566 2062
2566 2066
2566 2074
2566 2083
2562 2083
2553 2087
2549 2087
2549 2083
2541 2083
2536 2074
2528 2074
2528 2066
2520 2066
2520 2062
2515 2062
2515 2053
2507 2049
2503 2049
2503 2041
2494 2037
2494 2028
2490 2024
2490 2016
2482 2007
2482 2003
2490 1995
2490 1990
2494 1990
2503 1990
2507 1990
2515 1990
2520 1990
2528 1995
2536 1995
2541 2003
2549 2003
2562 2007
2566 2016
2574 2016
2583 2024
2595 2028
2599 2037
2608 2041
2612 2049
2620 2049
2625 2053
2633 2062
2641 2062
2646 2062
2646 2066
2654 2066
2658 2066
2658 2074
2658 2066
2667 2066
2667 2062
2658 2062
2658 2053
2658 2049
2658 2041
2654 2037
2654 2028
2646 2024
2646 2016
2641 2007
2641 2003
2633 2003
2633 1995
2625 1995
2625 1990
2620 1990
2625 1990
2625 1995
2633 2003
2633 2007
2641 2007
2646 2016
2654 2024
2667 2028
2671 2037
2679 2041
2688 2041
2692 2049
2704 2049
2713 2049
2717 2053
2725 2053
2734 2053
2738 2053
2746 2053
2746 2049
2746 2041
2746 2037
2746 2028
2738 2028
2738 2024
2738 2016
2734 2016
2734 2007
2725 2003
2717 1995
2717 1990
2713 1990
2713 1982
2713 1978
2713 1982
2713 1990
2717 1990
2725 1995
2734 2003
2738 2007
2746 2007
2751 2016
2759 2024
2763 2028
2772 2037
2776 2037
2784 2041
2793 2049
2797 2049
2805 2049
2805 2053
2809 2053
2818 2053
2822 2062
2830 2053
2830 2049
2830 2041
2822 2037
2822 2028
2822 2024
2822 2016
2818 2016
2818 2007
2818 2003
2818 1995
2809 1990
2809 1982
2809 1978
2809 1969
2818 1969
2818 1961
2822 1961
2830 1961
2839 1969
2843 1969
2843 1978
2851 1978
2856 1982
2864 1990
2868 1995
2885 2003
2889 2007
2898 2016
2902 2024
2910 2028
2914 2037
2923 2041
2927 2049
2935 2049
2944 2053
2948 2062
2956 2062
2961 2066
2969 2066
2961 2066
2961 2062
2956 2053
2948 2053
2948 2049
2948 2041
2944 2041
2935 2037
2935 2028
2935 2024
2927 2024
2927 2016
2923 2007
2923 2003
2914 1995
2914 1990
2914 1982
2914 1978
2914 1969
2923 1969
2927 1969
2935 1969
2935 1978
2944 1978
2948 1982
2956 1990
2961 1995
2969 2003
2969 2007
2973 2016
2982 2024
2990 2028
2994 2037
3003 2041
3003 2049
3007 2053
3007 2062
3015 2066
3015 2074
3007 2074
3003 2074
2994 2074
2990 2074
2982 2074
2973 2066
2969 2066
2969 2062
2961 2062
2961 2053
2956 2049
2956 2041
2948 2041
2948 2037
2948 2028
2948 2024
2956 2024
2961 2024
2969 2024
2973 2024
2982 2028
2990 2028
2994 2028
3003 2028
3003 2037
3007 2037
3015 2041
3019 2049
3028 2049
3036 2053
3036 2062
3040 2062
3049 2066
3053 2066
3053 2074
3061 2074
3061 2083
3066 2083
3066 2087
3074 2087
3074 2095
3078 2095
3078 2100
3074 2100
3066 2100
3061 2100
3061 2095
3053 2095
3049 2087
3049 2083
3049 2074
3049 2066
3053 2066
3053 2062
3061 2062
3061 2053
3066 2053
3066 2049
3074 2041
3074 2037
3074 2028
3074 2024
3074 2016
3074 2007
3074 2003
3066 2003
3066 1995
3066 1990
3066 1982
3066 1978
3074 1978
3078 1978
3087 1982
3095 1982
3099 1990
3099 1995
3108 1995
3112 2003
3120 2007
3133 2016
3141 2024
3145 2028
3154 2037
3166 2041
3171 2049
3179 2062
3183 2062
3192 2066
3200 2074
3204 2083
3213 2083
3217 2087
3225 2095
3229 2095
3229 2100
3229 2095
3229 2087
3225 2083
3225 2074
3217 2074
3217 2066
3213 2062
3213 2053
3204 2053
3204 2049
3204 2041
3200 2041
3200 2037
3200 2028
3204 2028
3204 2037
3213 2037
3217 2037
3225 2041
3229 2041
3229 2049
3238 2049
3246 2053
3250 2062
3259 2062
3263 2066
3271 2066
3276 2066
3284 2074
3292 2074
3297 2083
3305 2074
3305 2083
3305 2074
3305 2066
3305 2062
3305 2053
3305 2049
3297 2041
3297 2037
3297 2028
3292 2016
3292 2007
3284 1995
3284 1982
3276 1969
3276 1957
3271 1948
3271 1936
3263 1923
3263 1911
3259 1898
3259 1890
3250 1877
3246 1873
3246 1864
3238 1852
3229 1843
3225 1839
3217 1839
3213 1839
3204 1839
3200 1839
3200 1843
3192 1843
3192 1852
3192 1856
3192 1864
3200 1873
3204 1885
3204 1898
3217 1902
3225 1915
3229 1932
3238 1936
3250 1948
3263 1957
3271 1969
3284 1978
3297 1982
3305 1995
3318 2007
3322 2007
3330 2016
3334 2024
3343 2024
3351 2024
3355 2024
3364 2024
3364 2016
3364 2007
3364 2003
3364 1995
3355 1995
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2200 1654
2200 1667
2205 1675
2213 1675
2217 1675
2226 1680
2234 1680
2238 1680
2247 1680
2251 1680
2251 1675
2259 1675
2259 1667
2259 1659
2259 1654
2251 1646
2251 1642
2247 1633
2247 1629
2238 1629
2238 1621
2234 1612
2226 1608
2217 1600
2217 1608
2226 1608
2226 1612
2234 1612
2238 1621
2238 1629
2247 1629
2251 1633
2259 1633
2272 1642
2280 1646
2284 1646
2293 1654
2297 1654
2310 1659
2318 1659
2322 1659
2331 1667
2339 1667
2343 1659
2352 1659
2352 1654
2352 1646
2343 1646
2343 1642
2343 1633
2339 1633
2339 1629
2331 1629
2331 1621
2322 1621
2322 1612
2318 1608
2310 1608
2310 1600
2305 1600
2305 1608
2310 1608
2310 1612
2318 1612
2322 1621
2322 1629
2331 1629
2339 1633
2343 1633
2352 1642
2356 1642
2364 1646
2368 1654
2385 1654
2389 1659
2398 1659
2402 1659
2410 1667
2415 1667
2423 1667
2431 1667
2436 1667
2436 1659
2436 1654
2431 1654
2431 1646
2423 1642
2423 1633
2415 1629
2410 1621
2410 1612
2410 1608
2402 1608
2402 1600
2398 1600
2398 1596
2398 1587
2398 1583
2402 1583
2410 1583
2415 1583
2423 1587
2431 1587
2436 1587
2444 1587
2444 1596
2448 1596
2457 1600
2461 1608
2469 1608
2473 1612
2482 1621
2490 1629
2494 1629
2503 1633
2507 1642
2515 1646
2520 1654
2520 1659
2528 1667
2528 1675
2536 1675
2536 1680
2536 1688
2536 1680
2536 1688
2536 1680
2528 1680
2528 1675
2520 1675
2520 1667
2515 1659
2507 1659
2507 1654
2503 1646
2503 1642
2494 1642
2494 1633
2490 1633
2490 1629
2490 1621
2482 1621
2482 1612
2482 1608
2482 1600
2482 1596
2490 1587
2494 1587
2503 1596
2507 1596
2507 1600
2515 1600
2520 1608
2528 1608
2528 1612
2536 1621
2541 1621
2549 1629
2553 1633
2562 1633
2566 1642
2574 1646
2583 1654
2587 1659
2595 1659
2599 1667
2608 1667
2612 1667
2620 1667
2620 1659
2620 1654
2620 1646
2620 1642
2612 1642
2612 1633
2608 1633
2608 1629
2599 1629
2599 1621
2595 1612
2595 1608
2587 1608
2583 1600
2583 1596
2574 1596
2574 1587
2574 1596
2583 1596
2583 1600
2583 1608
2587 1608
2595 1612
2599 1612
2608 1621
2608 1629
2612 1629
2620 1633
2625 1633
2633 1642
2641 1646
2646 1646
2646 1654
2654 1654
2658 1659
2667 1659
2667 1667
2671 1667
2671 1659
2671 1654
2671 1646
2667 1646
2667 1642
2667 1633
2658 1629
2658 1621
2658 1612
2654 1608
2654 1600
2654 1596
2658 1596
2658 1587
2667 1587
2671 1587
2679 1587
2688 1587
2692 1596
2700 1596
2704 1596
2713 1600
2717 1608
2725 1612
2734 1612
2738 1621
2746 1629
2759 1629
2763 1633
2763 1642
2772 1646
2776 1654
2784 1659
2793 1667
2793 1675
2797 1675
2793 1675
2793 1667
2784 1667
2784 1659
2776 1659
2776 1654
2776 1646
2772 1646
2763 1642
2759 1633
2759 1629
2751 1629
2751 1621
2746 1621
2746 1612
2738 1612
2738 1608
2738 1600
2738 1596
2738 1587
2738 1583
2746 1583
2751 1583
2751 1587
2759 1587
2759 1596
2763 1596
2772 1600
2776 1600
2784 1608
2793 1612
2797 1621
2809 1629
2818 1633
2822 1633
2830 1642
2839 1646
2843 1646
2843 1654
2851 1654
2856 1654
2856 1659
2864 1659
2868 1659
2877 1659
2885 1659
2885 1654
2885 1646
2885 1642
2885 1633
2885 1629
2877 1629
2877 1621
2868 1612
2864 1608
2864 1600
2856 1600
2856 1596
2851 1596
2856 1600
2864 1608
2868 1608
2877 1612
2885 1621
2889 1621
2898 1629
2902 1629
2910 1629
2910 1633
2914 1633
2923 1642
2927 1642
2935 1642
2935 1646
2944 1642
2948 1642
2956 1642
2961 1633
2961 1629
2956 1629
2956 1621
2956 1612
2948 1612
2948 1608
2944 1608
2944 1600
2935 1596
2927 1596
2935 1596
2935 1600
2944 1600
2944 1608
2948 1608
2948 1612
2956 1612
2961 1621
2969 1621
2969 1629
2973 1629
2982 1633
2990 1633
2994 1642
3003 1642
3007 1642
3015 1642
3019 1642
3028 1642
3028 1633
3036 1633
3036 1629
3036 1621
3028 1621
3028 1612
3028 1608
3028 1600
3019 1600
3019 1596
3019 1587
3028 1587
3036 1587
3040 1587
3049 1596
3053 1596
3061 1600
3066 1600
3074 1608
3078 1612
3087 1621
3095 1621
3099 1629
3108 1633
3112 1642
3120 1646
3124 1654
3133 1659
3141 1667
3141 1659
3133 1659
3124 1654
3124 1646
3120 1646
3120 1642
3112 1633
3108 1629
3099 1629
3099 1621
3099 1612
3095 1608
3095 1600
3095 1596
3099 1596
3108 1596
3112 1596
3120 1600
3124 1608
3133 1608
3141 1612
3145 1621
3154 1621
3154 1629
3158 1633
3166 1633
3171 1642
3171 1646
3179 1646
3183 1654
3183 1659
3192 1659
3200 1667
3200 1659
3192 1654
3183 1646
3183 1642
3179 1642
3171 1633
3171 1629
3166 1629
3166 1621
3158 1612
3154 1608
3154 1600
3145 1596
3145 1587
3154 1587
3158 1587
3166 1596
3171 1596
3179 1600
3183 1608
3192 1608
3200 1612
3213 1621
3217 1629
3225 1629
3229 1633
3238 1642
3246 1642
3250 1646
3263 1654
3271 1659
3276 1659
3284 1659
3284 1667
3292 1667
3297 1659
3297 1654
3297 1646
3297 1642
3297 1633
3292 1633
3292 1629
3284 1629
3284 1621
3284 1612
3276 1612
3271 1608
3271 1600
3263 1600
3259 1600
3259 1596
3250 1596
3250 1600
3259 1600
3259 1608
3263 1608
3271 1612
3276 1621
3284 1621
3292 1629
3297 1629
3305 1633
3309 1633
3318 1633
3322 1642
3330 1642
3334 1642
3343 1642
3351 1642
3355 1633
3364 1633
3364 1629
3364 1621
3364 1612
3364 1608
3355 1608
3351 1600
3343 1600
3343 1596
3334 1596
3343 1600
3351 1608
3355 1608
3364 1608
3364 1612
3368 1621
3376 1621
3381 1629
3389 1629
3397 1629
3402 1633
3410 1633
3410 1642
3414 1642
3423 1642
3427 1642
3435 1642
3435 1633
3427 1629
3427 1621
3423 1612
3423 1608
3423 1600
3423 1596
3427 1596
3427 1587
3435 1587
3444 1583
3448 1583
3456 1583
3456 1587
3460 1587
3469 1587
3473 1596
3481 1596
3486 1600
3494 1608
3502 1612
3502 1621
3502 1629
3502 1633
3494 1642
3486 1642
3481 1642
3481 1646
.PEN_UP
.PEN_DOWN
2830 1747
2822 1751
2822 1747
2822 1738
2818 1738
2822 1738
2822 1747
2818 1747
.PEN_UP
.PEN_DOWN
2503 1759
2507 1764
2507 1759
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2154 1260
2167 1281
2171 1285
2179 1285
2188 1285
2188 1293
2192 1293
2200 1293
2205 1293
2205 1285
2205 1281
2205 1272
2205 1268
2205 1260
2200 1251
2200 1247
2192 1247
2192 1239
2192 1234
2188 1234
2188 1226
2179 1226
2179 1222
2171 1222
2179 1222
2179 1226
2188 1234
2192 1234
2192 1239
2200 1247
2205 1247
2213 1251
2217 1260
2226 1260
2234 1268
2238 1272
2247 1272
2251 1281
2259 1281
2259 1285
2263 1285
2272 1285
2280 1285
2284 1285
2284 1281
2284 1272
2280 1272
2280 1268
2280 1260
2272 1260
2272 1251
2272 1247
2263 1247
2263 1239
2263 1234
2263 1226
2263 1222
2272 1213
2280 1205
2284 1205
2293 1205
2297 1205
2305 1213
2310 1213
2318 1213
2322 1222
2331 1222
2339 1226
2343 1234
2352 1234
2356 1239
2368 1247
2377 1251
2385 1251
2389 1260
2389 1268
2398 1272
2398 1281
2402 1281
2402 1285
2410 1293
2410 1297
2410 1306
2402 1306
2398 1306
2389 1306
2385 1306
2385 1297
2377 1297
2377 1293
2368 1293
2368 1285
2364 1285
2364 1281
2356 1281
2356 1272
2352 1272
2352 1268
2343 1260
2339 1251
2339 1247
2331 1247
2331 1239
2331 1234
2322 1226
2322 1222
2331 1213
2331 1205
2339 1205
2343 1205
2352 1205
2356 1205
2364 1213
2368 1213
2377 1213
2385 1222
2389 1222
2398 1226
2402 1234
2415 1239
2423 1239
2431 1247
2444 1251
2448 1260
2457 1268
2461 1268
2469 1272
2473 1281
2482 1281
2482 1285
2490 1285
2490 1293
2494 1293
2503 1293
2503 1285
2494 1285
2494 1281
2494 1272
2494 1268
2494 1260
2494 1251
2503 1260
2503 1268
2507 1272
2507 1281
2507 1285
2507 1293
2503 1293
2503 1297
2494 1297
2490 1297
2482 1297
2482 1293
2473 1293
2469 1293
2461 1285
2457 1285
2457 1281
2448 1272
2444 1272
2436 1268
2436 1260
2431 1260
2431 1251
2423 1247
2415 1247
2415 1239
2410 1239
2410 1234
2410 1226
2410 1222
2410 1213
2410 1205
2415 1201
2423 1201
2431 1201
2436 1201
2444 1201
2448 1201
2457 1201
2469 1201
2473 1201
2482 1205
2494 1205
2503 1213
2515 1222
2520 1222
2528 1226
2536 1234
2541 1234
2549 1239
2553 1247
2562 1247
2566 1251
2574 1260
2583 1268
2583 1272
2583 1281
2583 1285
2574 1285
2574 1281
2566 1281
2562 1281
2562 1272
2553 1272
2549 1268
2541 1260
2536 1260
2536 1251
2528 1247
2520 1239
2520 1234
2515 1226
2515 1222
2507 1213
2507 1205
2507 1201
2515 1201
2515 1192
2520 1192
2528 1192
2536 1192
2541 1192
2549 1192
2553 1192
2566 1201
2574 1205
2583 1205
2587 1213
2595 1222
2599 1226
2608 1234
2612 1234
2620 1239
2625 1247
2633 1251
2641 1251
2646 1260
2646 1268
2654 1272
2658 1281
2658 1285
2667 1285
2658 1285
2658 1281
2654 1281
2654 1272
2654 1268
2654 1260
2654 1251
2658 1251
2658 1247
2658 1239
2658 1234
2658 1226
2658 1222
2654 1213
2646 1213
2646 1205
2641 1205
2633 1205
2625 1205
2620 1201
2620 1205
2612 1201
2608 1201
2599 1201
2599 1205
2608 1205
2612 1205
2620 1205
2625 1205
2633 1205
2641 1213
2646 1213
2654 1213
2658 1222
2671 1226
2679 1234
2688 1239
2692 1239
2700 1247
2704 1247
2713 1251
2713 1260
2717 1268
2725 1272
2734 1272
2738 1281
2746 1285
2751 1285
2751 1293
2759 1293
2763 1297
2763 1306
2759 1306
2759 1297
2751 1297
2746 1297
2746 1293
2738 1293
2738 1285
2734 1285
2734 1281
2725 1281
2725 1272
2725 1268
2725 1260
2734 1260
2738 1251
2738 1247
2746 1247
2751 1247
2751 1239
2759 1239
2759 1234
2763 1234
2763 1226
2772 1226
2772 1222
2772 1213
2772 1205
2763 1205
2759 1205
2751 1205
2746 1205
2738 1205
2734 1205
2725 1205
2717 1205
2717 1201
2713 1205
2704 1205
2700 1201
2704 1205
2713 1205
2717 1205
2725 1205
2734 1205
2734 1213
2738 1213
2746 1213
2751 1222
.PEN_UP
.PEN_DOWN
2856 1234
2868 1239
2868 1247
2868 1251
2877 1251
2877 1260
2877 1268
2877 1272
2877 1281
2877 1285
2868 1293
2864 1293
2856 1293
2851 1293
2843 1293
2839 1293
2839 1285
2830 1285
2822 1285
2818 1281
2809 1281
2805 1272
2797 1268
2793 1268
2793 1260
2784 1260
2784 1251
2776 1251
2776 1247
2776 1239
2776 1234
2784 1234
2793 1234
2797 1234
2805 1234
2809 1234
2818 1234
2822 1239
2830 1239
2839 1247
2843 1247
2851 1251
2856 1260
2864 1260
2868 1268
2877 1272
2885 1272
2885 1281
2885 1272
2877 1272
2877 1268
2868 1260
2868 1251
2864 1251
2864 1247
2856 1247
2856 1239
2851 1239
2851 1234
2851 1226
2843 1226
2851 1222
2856 1213
2864 1213
2868 1222
2877 1222
2885 1222
2889 1222
2898 1226
2902 1226
2910 1234
2914 1234
2923 1239
2927 1247
2944 1247
2948 1251
2956 1260
2961 1268
2969 1272
2969 1281
2973 1281
2973 1285
2982 1293
2982 1297
2990 1297
2990 1306
2994 1310
2994 1318
2990 1318
2982 1318
2982 1310
2973 1310
2973 1306
2973 1297
2982 1297
2982 1293
2982 1285
2990 1285
2990 1281
2994 1281
2994 1272
3003 1272
3003 1268
3007 1260
3007 1251
3007 1247
3007 1239
3003 1234
3003 1226
2994 1226
2994 1222
2990 1213
2994 1205
2994 1213
3003 1205
3003 1213
3007 1213
3015 1213
3019 1213
3028 1213
3036 1213
3036 1222
3040 1222
3049 1226
3053 1234
3061 1234
3066 1239
3074 1247
3078 1251
3087 1260
3095 1268
3095 1272
3099 1281
3108 1285
3108 1293
3112 1297
3120 1297
3120 1306
3120 1297
3112 1297
3112 1293
3108 1285
3108 1281
3099 1281
3099 1272
3099 1268
3099 1260
3099 1251
3095 1251
3095 1247
3095 1239
3099 1239
3108 1239
3112 1239
3120 1247
3124 1247
3133 1251
3141 1251
3145 1260
3154 1260
3158 1268
3166 1268
3171 1272
3179 1272
3183 1281
3192 1281
3192 1272
3192 1268
3192 1260
3192 1251
3192 1247
3192 1239
3183 1234
3183 1226
3183 1213
3179 1205
3171 1192
3171 1188
3166 1180
3166 1167
3158 1155
3154 1146
3145 1142
3141 1129
3133 1121
3124 1117
3120 1108
3112 1100
3108 1100
3099 1096
3095 1096
3087 1096
3087 1100
3087 1108
3087 1117
3095 1129
3095 1134
3099 1146
3108 1155
3112 1167
3124 1176
3133 1188
3141 1192
3154 1205
3158 1213
3166 1222
3179 1226
3183 1234
3192 1239
3200 1247
3204 1247
3213 1247
3217 1247
3225 1247
3229 1247
3229 1239
3238 1239
3238 1234
3229 1234
3225 1234
3225 1226
.PEN_UP

.PEN_DOWN
226 873
239 886
239 890
247 890
256 898
260 898
268 898
268 903
273 903
281 903
285 903
294 903
298 903
298 898
298 890
298 886
298 877
294 873
294 865
285 861
281 852
281 844
273 844
273 840
268 840
260 831
260 827
256 827
256 831
260 831
268 840
268 844
273 844
281 852
281 861
285 865
294 873
298 873
315 877
319 886
327 890
331 890
340 898
344 898
352 903
361 903
365 903
373 903
373 898
373 890
365 890
365 886
361 877
361 873
361 865
352 861
352 852
352 844
352 840
361 840
361 831
365 831
365 827
373 827
378 827
386 831
390 831
399 840
407 840
411 844
420 852
424 861
432 861
432 865
436 873
445 873
445 877
449 886
449 890
449 898
457 903
457 911
457 919
457 924
449 924
445 924
445 919
436 919
432 919
432 911
424 911
424 903
420 898
411 890
407 886
407 877
399 877
399 873
390 873
390 865
386 861
386 852
386 844
378 840
378 831
378 827
386 819
390 814
399 814
407 819
411 819
420 819
424 827
432 827
436 831
445 831
445 840
449 844
457 844
466 852
470 861
478 865
483 873
491 873
495 873
495 877
504 886
512 886
512 890
512 886
512 877
504 873
504 865
495 861
495 852
491 844
491 840
491 831
483 827
483 819
483 814
491 814
495 814
495 819
504 819
512 819
512 827
516 827
516 831
525 840
529 840
537 844
541 852
550 861
558 865
558 873
562 873
571 877
575 886
575 890
575 898
575 903
575 898
575 890
575 886
571 886
571 877
562 873
562 865
562 861
558 861
558 852
558 844
558 840
558 831
558 827
562 819
571 819
575 819
583 819
588 819
596 819
600 827
609 827
617 827
621 831
630 831
634 840
642 844
655 844
663 852
667 861
676 861
680 865
688 873
693 877
701 886
701 890
709 890
709 898
709 903
709 911
701 911
693 911
693 903
688 903
680 898
676 898
676 890
667 890
663 886
663 877
655 877
646 873
642 865
642 861
634 852
630 844
621 840
621 831
621 827
621 819
630 819
634 819
642 819
646 827
655 827
663 831
667 831
676 840
680 840
688 844
693 852
701 852
714 865
722 873
726 877
735 886
739 890
739 898
747 898
747 903
751 903
751 911
747 911
747 919
747 911
739 911
735 903
726 903
726 898
722 898
722 890
722 886
722 877
722 873
726 873
726 865
726 861
735 861
735 852
735 844
739 844
739 840
739 831
739 827
747 819
747 814
747 806
751 806
760 806
768 814
772 814
772 819
781 819
785 827
793 831
793 840
798 840
806 844
814 852
814 861
.PEN_UP

.PEN_DOWN
2263 873
2263 886
2272 886
2272 890
2280 890
2284 898
2293 898
2297 903
2305 903
2310 903
2318 903
2318 898
2318 890
2310 886
2310 877
2310 873
2305 873
2305 865
2305 861
2297 852
2297 844
2293 840
2293 831
2293 827
2284 827
2284 819
2284 827
2284 819
2284 827
2293 827
2293 831
2297 840
2305 844
2310 844
2318 852
2318 861
2322 861
2331 865
2339 873
2343 873
2343 877
2352 877
2356 877
2364 886
2368 886
2377 886
2385 886
2385 877
2385 873
2385 865
2385 861
2377 861
2377 852
2377 844
2368 844
2368 840
2368 831
2368 827
2364 827
2364 819
2368 814
2377 814
2385 814
2389 814
2398 814
2402 814
2410 814
2423 819
2431 819
2436 827
2444 831
2457 840
2461 840
2469 844
2482 852
2490 861
2494 865
2503 873
2507 877
2507 886
2515 890
2515 898
2515 903
2520 903
2515 911
2507 919
2503 911
2494 911
2490 903
2482 903
2473 898
2469 890
2461 886
2457 877
2457 873
2448 865
2444 861
2436 844
2431 840
2431 831
2431 827
2431 819
2431 814
2436 814
2444 814
2448 814
2457 814
2461 814
2469 819
2473 819
2490 827
2494 827
2503 827
2507 831
2520 840
2528 844
2536 844
2549 852
2553 861
2562 865
2566 873
2574 873
2574 877
2583 877
2583 886
2583 890
2587 890
2587 898
2583 898
2574 890
2566 886
2562 877
2553 873
2553 865
2549 865
2549 861
2549 852
2541 852
2541 844
2541 840
2536 840
2536 831
2536 827
2536 819
2541 819
2549 819
2553 819
2562 827
2566 827
2574 831
2583 831
2587 840
2595 840
2599 844
2608 844
2608 852
2612 852
2620 861
2625 861
2633 861
2641 861
2646 861
2646 852
2646 844
2646 840
2646 831
2654 831
2654 827
2658 827
2667 827
2671 827
2679 827
2688 827
2688 831
2692 840
2700 840
2704 844
2704 852
2713 861
2713 865
2713 873
2713 877
2713 886
2713 890
2713 903
2713 911
2704 919
2704 924
2700 932
2692 936
2692 945
2688 945
2688 949
2679 957
2679 966
2679 957
2688 957
.PEN_UP

.PEN_DOWN
193 2830
201 2843
201 2851
210 2851
210 2856
214 2856
214 2864
222 2864
226 2864
235 2856
239 2851
239 2843
235 2839
235 2830
235 2822
235 2818
226 2818
226 2809
226 2805
222 2797
222 2793
214 2793
214 2784
210 2776
201 2776
201 2772
193 2772
201 2772
201 2776
210 2784
214 2793
222 2797
226 2805
235 2809
239 2818
256 2822
256 2830
260 2830
273 2839
281 2843
281 2851
285 2856
294 2856
298 2864
306 2864
315 2864
319 2868
319 2864
327 2856
327 2851
327 2843
327 2839
327 2830
319 2830
319 2822
319 2818
319 2809
319 2805
315 2805
315 2797
315 2793
306 2793
306 2784
306 2776
306 2772
315 2772
315 2763
319 2763
327 2763
331 2772
340 2772
344 2772
352 2772
361 2776
365 2776
373 2784
386 2784
390 2793
399 2797
407 2805
411 2809
