


.DATE		07 ? 93
.STYLE		MIXED
.WRITER_ID	swlee
	234 44
	237 44
	242 44
	248 44
.PEN_UP
.PEN_DOWN
	70 89
	70 82
	70 79
	69 74
	69 70
	69 65
	69 61
	69 56
	69 51
	68 47
	68 42
	68 37
	68 29
	68 26
	68 23
	68 20
	68 17
	68 13
	68 10
	68 14
	68 17
	68 18
.PEN_UP
.PEN_DOWN
	69 79
	69 82
	71 86
	76 88
	79 88
	82 88
	86 87
	90 85
	93 84
	96 80
	98 77
	99 73
	99 69
	98 65
	96 62
	94 59
	88 54
	85 51
	80 49
	77 48
	74 48
	71 48
	70 51
.PEN_UP
.PEN_DOWN
	106 94
	105 90
	105 85
	105 82
	105 79
	105 75
	105 72
	105 69
	105 63
	105 60
	105 57
	105 54
	105 50
	104 47
	104 42
	103 37
	102 34
	102 31
	105 29
	108 29
	111 30
	117 30
	120 30
	123 31
	126 32
	126 34
.PEN_UP
.PEN_DOWN
	140 91
	139 88
	138 85
	137 81
	136 77
	135 73
	134 69
	131 65
	131 61
	130 57
	129 53
	127 44
	126 40
	125 36
	123 33
	123 30
	122 26
	122 22
	122 19
	123 22
	125 26
	126 27
.PEN_UP
.PEN_DOWN
	141 96
	142 91
	144 87
	144 84
	145 81
	145 77
	146 74
	146 71
	146 67
	146 60
	147 57
	147 54
	148 50
	148 47
	149 42
	149 39
	149 36
	151 32
	151 27
	152 24
	151 23
	152 27
	152 29
.PEN_UP
.PEN_DOWN
	131 54
	135 54
	139 54
	142 54
	145 54
	148 54
	152 54
.PEN_UP
.PEN_DOWN
	154 94
	154 91
	155 88
	156 85
	157 82
	159 78
	160 75
	163 70
	164 67
	166 63
	167 60
	169 57
	171 53
	173 50
	174 50
.PEN_UP
.PEN_DOWN
	196 94
	193 94
	191 91
	186 87
	183 84
	180 80
	176 76
	174 73
	171 70
	168 67
	166 64
	169 60
	169 57
	169 53
	170 50
	170 47
	170 44
	170 41
	170 37
	170 34
	170 28
	170 25
	170 22
	170 19
	170 16
	170 13
	170 8
	170 4
	170 1
	170 0
.PEN_UP
.PEN_DOWN
	83 81
	80 82
	77 80
	74 77
	70 73
	67 71
	66 68
	65 65
	64 61
	62 57
	61 53
	60 49
	59 44
	59 40
	59 32
	59 29
	60 26
	62 21
	64 18
	67 15
	72 13
	77 13
	83 13
	87 17
	91 21
	93 24
	94 27
	95 30
	97 34
	97 37
	98 41
	98 45
	98 53
	98 59
	98 63
	98 67
	98 71
	98 74
	97 77
	95 80
	89 82
	86 82
	82 81
	78 78
	74 76
	71 73
	71 68
.PEN_UP
.PEN_DOWN
	84 53
	85 50
	87 47
	88 44
	90 39
	92 36
	94 32
	97 28
	100 24
	102 21
	105 24
.PEN_UP
.PEN_DOWN
	114 85
	113 80
	112 75
	112 72
	112 68
	110 61
	110 57
	109 53
	109 50
	109 46
	109 43
	109 40
	109 37
	109 34
	110 31
	111 26
	113 22
	114 19
	117 16
	120 16
	124 20
	127 23
	129 28
	131 32
	131 35
	134 40
	135 43
	135 46
	137 51
	137 54
	138 57
	138 61
	138 66
	138 69
	138 72
	138 76
	138 79
	138 82
	136 78
	135 74
	134 70
	133 67
	133 63
	132 60
	132 56
	131 49
	131 45
	131 42
	131 39
	131 36
	131 33
	132 30
	132 26
	133 23
	134 20
	136 17
	139 15
	142 16
	142 17
.PEN_UP
.PEN_DOWN
	153 74
	156 73
	161 73
	165 72
	168 72
	172 72
	176 71
	179 71
.PEN_UP
.PEN_DOWN
	155 74
	154 70
	154 67
	153 64
	153 60
	152 53
	151 49
	150 45
	150 42
	150 38
	150 34
	149 31
	149 26
	149 23
	149 20
	148 15
	148 11
	149 8
	152 6
	151 6
	156 6
	159 7
	162 8
	165 9
	168 10
	171 11
	174 14
.PEN_UP
.PEN_DOWN
	156 49
	159 49
	163 49
	167 49
	170 50
	173 50
	177 50
	181 50
	184 50
.PEN_UP
.PEN_DOWN
	179 77
	182 77
	185 76
	189 76
	193 75
	196 75
	199 74
	202 74
	205 74
	208 74
	210 74
.PEN_UP
.PEN_DOWN
	182 72
	181 67
	181 62
	181 58
	180 55
	180 51
	179 48
	179 44
	178 40
	178 37
	178 33
	177 30
	177 27
	177 24
	177 18
	177 15
	177 11
	177 8
	178 5
	181 3
	184 2
	187 2
	190 3
	193 3
	196 4
	199 5
	200 7
.PEN_UP
.PEN_DOWN
	184 40
	188 40
	193 41
	197 41
	200 40
	203 40
	208 40
	212 39
	214 39
.PEN_UP
.PEN_DOWN
	221 70
	221 67
	221 64
	220 59
	219 55
	218 51
	218 47
	217 43
	217 39
	216 36
	216 33
	215 26
	215 21
	215 17
	215 14
	217 16
.PEN_UP
.PEN_DOWN
	218 67
	219 63
	220 60
	221 55
	223 52
	224 49
	224 46
	226 43
	227 40
	227 37
	229 34
	231 29
	233 26
	234 23
	236 18
	238 15
	239 11
	242 8
	243 5
	245 2
	248 0
	251 0
	251 3
	252 7
	253 10
	254 18
	254 21
	254 25
	254 29
	255 34
	255 38
	255 43
	255 48
	255 52
	255 57
	255 62
	254 70
	254 73
	254 76
	253 79
	251 82
	250 84
.PEN_UP
.PEN_DOWN
	72 70
	69 70
	66 69
	63 67
	60 64
	57 61
	55 57
	53 53
	52 50
	51 47
	50 40
	49 37
	49 32
	49 29
	49 25
	49 22
	49 19
	50 15
	51 12
	54 6
	55 3
	58 2
	62 0
	65 0
	70 2
	76 9
	78 12
	81 15
	83 18
	84 21
	85 25
	87 28
	87 32
	88 36
	88 40
	89 44
	89 48
	89 54
	89 58
	87 61
	83 65
	80 65
	77 65
	73 65
	70 65
	66 63
	63 61
	62 58
.PEN_UP
.PEN_DOWN
	77 33
	78 30
	80 26
	83 22
	85 19
	87 16
	88 13
	91 11
	92 14
.PEN_UP
.PEN_DOWN
	101 62
	101 57
	101 52
	101 49
	101 46
	101 43
	101 39
	101 36
	101 32
	101 29
	101 23
	102 18
	102 15
	104 11
	105 7
	108 4
	110 1
	114 1
	116 4
	118 8
	120 12
	122 16
	123 20
	124 23
	126 28
	126 33
	127 36
	128 39
	129 46
	130 49
	130 52
	130 57
	130 60
	130 63
	130 66
	130 69
	129 66
	128 62
	127 57
	126 54
	126 51
	126 48
	125 44
	125 40
	125 33
	125 30
	125 26
	125 23
	126 20
	127 16
	128 12
	129 9
	131 6
	134 6
	135 7
.PEN_UP
.PEN_DOWN
	144 64
	147 64
	151 64
	155 64
	159 65
	162 65
	165 65
	168 65
	171 66
.PEN_UP
.PEN_DOWN
	147 63
	147 60
	146 56
	146 53
	146 48
	146 45
	146 42
	146 39
	146 36
	145 33
	145 30
	145 25
	145 21
	145 18
	145 15
	145 12
	148 10
	151 11
	155 11
	158 11
	162 11
	165 11
	169 11
	172 11
	175 12
	175 13
.PEN_UP
.PEN_DOWN
	151 34
	154 34
	157 34
	160 35
	165 35
	169 35
	173 35
.PEN_UP
.PEN_DOWN
	202 63
	201 66
	199 69
	196 70
	192 71
	189 71
	186 71
	183 70
	180 68
	177 67
	175 64
	174 61
	173 58
	173 55
	174 51
	174 48
	175 45
	177 41
	178 38
	181 36
	184 34
	188 34
	191 34
	194 33
	197 32
	200 29
	201 26
	201 23
	200 20
	199 16
	197 13
	194 9
	190 6
	187 3
	184 2
	181 1
	178 1
	173 3
	172 7
	171 11
	171 15
	171 19
.PEN_UP
.PEN_DOWN
	194 71
	197 71
	201 70
	206 70
	211 69
	216 69
	219 68
	223 68
	227 68
	231 68
	234 68
	234 70
.PEN_UP
.PEN_DOWN
	215 67
	216 63
	217 58
	217 55
	217 52
	217 46
	217 42
	217 38
	217 34
	217 30
	217 27
	217 24
	217 21
	217 18
	217 15
	216 10
	216 6
	216 2
	216 1
.PEN_UP
.PEN_DOWN
	88 73
	85 75
	82 75
	77 73
	73 69
	71 66
	67 61
	66 57
	64 54
	62 51
	61 47
	60 43
	59 36
	59 32
	59 29
	59 25
	59 22
	59 19
	61 16
	63 12
	67 10
	75 9
	80 10
	83 11
	86 13
	90 18
	95 23
	96 26
	98 30
	99 33
	101 41
	102 45
	102 49
	102 53
	102 56
	102 61
	102 65
	101 68
	100 71
	98 75
	93 77
	89 78
	85 78
	82 77
	78 74
	77 70
	77 69
.PEN_UP
.PEN_DOWN
	89 38
	90 33
	93 29
	94 26
	97 22
	99 19
	101 16
	104 14
	106 11
	109 15
.PEN_UP
.PEN_DOWN
	115 76
	114 73
	114 69
	114 65
	113 62
	113 55
	113 51
	112 48
	112 45
	112 41
	112 38
	112 35
	113 30
	114 27
	115 22
	117 19
	119 16
	122 16
	125 18
	130 22
	130 25
	132 29
	134 33
	136 37
	137 41
	140 48
	142 53
	142 56
	143 59
	143 62
	144 67
	145 70
	145 73
	144 76
	142 73
	142 69
	141 66
	141 63
	140 60
	140 56
	139 53
	139 50
	138 47
	138 41
	138 37
	138 34
	138 31
	138 28
	138 25
	138 22
	139 18
	141 15
	143 11
	145 10
.PEN_UP
.PEN_DOWN
	157 71
	160 71
	164 72
	168 72
	171 73
	175 73
	178 74
	181 74
	184 73
.PEN_UP
.PEN_DOWN
	165 70
	164 65
	164 62
	164 58
	164 55
	164 50
	164 47
	164 42
	164 39
	163 36
	163 32
	163 27
	163 23
	163 20
	162 17
	158 15
	155 16
	152 17
	155 16
	158 16
	162 16
	165 16
	168 16
	171 16
	175 16
	178 16
	179 16
.PEN_UP
.PEN_DOWN
	180 73
	184 73
	189 73
	192 73
	195 72
	201 72
	204 72
	207 72
	213 72
	216 72
	220 71
	223 70
	224 70
.PEN_UP
.PEN_DOWN
	195 71
	195 67
	195 64
	195 61
	195 58
	195 55
	195 51
	195 48
	195 45
	195 42
	195 35
	194 31
	194 28
	194 24
	194 21
	194 18
	194 15
	194 12
	195 8
	195 5
	196 0
.PEN_UP
.PEN_DOWN
	213 68
	217 68
	220 68
	226 68
	231 68
	236 69
	240 69
	243 69
	246 69
	247 69
.PEN_UP
.PEN_DOWN
	216 70
	216 67
	216 63
	216 60
	216 55
	216 52
	215 46
	215 43
	215 40
	215 37
	215 34
	215 31
	215 28
	215 25
	214 22
	214 17
	214 12
	214 9
	214 6
	217 5
	220 5
	223 5
	226 6
	230 6
	234 6
	237 6
	242 6
	246 6
	247 6
.PEN_UP
.PEN_DOWN
	221 46
	224 47
	228 47
	232 48
	235 49
	238 49
	241 49
	244 49
	248 49
	251 49
	254 49
	258 48
	259 48
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 81
	55 77
	55 73
	54 69
	54 65
	54 62
	54 59
	54 55
	54 51
	53 47
	53 43
	53 38
	52 29
	52 25
	52 22
	52 19
	52 16
	52 11
	52 7
	52 3
	52 0
	52 3
	53 6
	53 7
.PEN_UP
.PEN_DOWN
	50 64
	53 68
	56 70
	60 73
	65 74
	70 75
	75 75
	79 75
	82 73
	84 69
	84 66
	84 62
	83 59
	82 55
	79 52
	76 48
	73 46
	69 43
	65 40
	62 38
	59 37
	56 36
	58 32
	61 29
	64 26
	68 24
	71 22
	75 19
	78 16
	81 15
	81 18
	80 21
.PEN_UP
.PEN_DOWN
	104 76
	101 77
	97 73
	94 68
	92 63
	90 57
	87 51
	87 48
	87 45
	87 42
	87 35
	87 32
	89 28
	91 24
	94 22
	98 20
	103 20
	108 22
	111 25
	114 28
	115 31
	117 36
	118 39
	119 42
	119 49
	119 53
	119 56
	119 59
	119 62
	118 66
	117 69
	115 72
	112 74
	108 76
	104 77
	101 77
	101 74
.PEN_UP
.PEN_DOWN
	160 69
	157 71
	154 73
	149 73
	146 73
	142 71
	138 67
	135 63
	134 60
	132 57
	132 54
	130 47
	130 43
	130 39
	130 35
	130 32
	131 28
	131 25
	132 22
	136 18
	140 15
	145 13
	148 12
	153 12
	157 13
	163 17
	166 21
	168 23
.PEN_UP
.PEN_DOWN
	174 90
	173 87
	172 84
	172 77
	172 73
	172 70
	172 65
	172 61
	172 57
	172 53
	172 48
	172 44
	172 40
	172 36
	172 28
	172 25
	172 22
	173 18
	173 14
	173 11
	176 15
	177 17
.PEN_UP
.PEN_DOWN
	203 79
	200 77
	197 76
	194 73
	191 72
	188 70
	183 66
	179 64
	176 61
	173 59
	171 56
	169 53
	170 49
	172 46
	175 42
	177 39
	180 35
	183 32
	186 30
	191 27
	194 25
	197 22
	204 20
	208 18
	211 17
	215 16
	218 15
	221 13
	224 12
	228 10
	231 9
	231 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	86 68
	84 71
	81 72
	78 72
	75 72
	72 72
	69 71
	67 68
	65 64
	64 61
	63 58
	63 55
	63 52
	64 49
	65 46
	68 45
	72 42
	75 41
	79 40
	83 39
	86 38
	89 36
	92 33
	92 30
	92 27
	92 23
	91 19
	90 16
	88 13
	86 10
	84 7
	82 4
	78 1
	74 0
	71 0
	68 1
	65 3
	62 6
	59 9
	55 17
	53 22
	52 25
	51 28
.PEN_UP
.PEN_DOWN
	118 66
	114 68
	110 66
	106 63
	103 59
	100 55
	100 52
	98 49
	98 46
	98 40
	98 37
	98 34
	98 31
	98 28
	98 25
	100 21
	102 17
	104 14
	108 9
	111 7
	115 6
	119 6
	122 7
	126 10
	130 16
	132 21
	133 24
	133 27
	134 30
	134 34
	134 37
	134 40
	134 43
	134 46
	134 49
	133 55
	131 59
	128 62
	124 65
	121 66
	118 66
	114 66
	111 63
	110 62
.PEN_UP
.PEN_DOWN
	149 70
	148 65
	148 62
	148 59
	147 53
	147 49
	147 44
	147 41
	147 38
	147 33
	147 29
	148 24
	149 21
	149 18
	149 15
	150 15
.PEN_UP
.PEN_DOWN
	151 64
	152 60
	153 55
	154 50
	155 44
	157 41
	158 38
	160 35
	163 35
	167 37
	170 40
	171 44
	174 47
	176 51
	178 55
	179 58
	180 61
	180 64
	182 67
	183 70
	183 66
	183 61
	182 56
	181 51
	180 46
	180 43
	179 38
	179 35
	178 28
	178 25
	177 21
	177 18
	177 15
	177 13
.PEN_UP
.PEN_DOWN
	195 67
	200 68
	204 68
	207 68
	211 68
	215 68
	218 69
	221 69
.PEN_UP
.PEN_DOWN
	194 67
	194 62
	194 58
	194 52
	194 49
	194 46
	193 41
	193 38
	193 33
	193 30
	192 25
	192 22
	192 18
	192 15
	192 12
	193 9
	196 7
	201 7
	207 7
	211 7
	215 7
	218 7
	222 7
	226 7
	230 7
	230 8
.PEN_UP
.PEN_DOWN
	196 44
	199 44
	203 45
	206 45
	212 46
	215 46
	218 46
	221 46
.PEN_UP
.PEN_DOWN
	52 78
	56 78
	62 78
	65 78
	70 79
	75 80
	78 80
	82 81
	85 81
	90 82
	93 83
	95 84
.PEN_UP
.PEN_DOWN
	74 77
	74 74
	74 70
	74 65
	74 60
	73 55
	73 50
	73 46
	73 41
	73 37
	73 33
	73 26
	73 23
	73 20
	74 16
	74 12
	76 10
.PEN_UP
.PEN_DOWN
	107 83
	106 80
	104 77
	104 73
	102 68
	101 63
	99 58
	99 52
	97 47
	94 36
	94 31
	92 26
	92 21
	91 17
	91 13
	91 10
	90 7
	90 3
	90 0
	91 2
.PEN_UP
.PEN_DOWN
	107 79
	107 76
	109 71
	110 68
	110 65
	111 62
	111 58
	112 55
	113 48
	114 45
	114 42
	115 37
	116 32
	117 28
	117 25
	117 20
	118 19
.PEN_UP
.PEN_DOWN
	98 43
	101 44
	106 45
	111 45
	115 45
	118 45
	119 46
.PEN_UP
.PEN_DOWN
	131 82
	131 77
	130 74
	130 70
	130 66
	130 61
	130 57
	130 53
	130 48
	131 45
	132 41
	132 38
	132 35
	133 29
	133 26
	133 22
	134 18
	134 15
	135 17
.PEN_UP
.PEN_DOWN
	159 74
	156 72
	153 70
	150 67
	146 64
	143 61
	140 58
	138 55
	135 54
	133 51
	132 48
	135 45
	138 42
	141 40
	145 38
	149 35
	152 33
	155 30
	158 27
	161 25
	162 24
.PEN_UP
.PEN_DOWN
	165 77
	170 77
	176 77
	181 78
	186 79
	191 79
	194 79
	196 79
.PEN_UP
.PEN_DOWN
	165 78
	165 75
	165 71
	165 68
	165 65
	165 62
	165 56
	165 53
	165 49
	165 46
	165 43
	165 40
	165 37
	165 32
	165 27
	166 21
	166 17
	167 14
	170 14
	173 15
	176 15
	180 16
	183 17
	186 17
	190 18
	193 18
	196 18
.PEN_UP
.PEN_DOWN
	169 56
	173 56
	178 57
	182 58
	185 58
	189 58
	192 58
	195 58
	198 59
.PEN_UP
.PEN_DOWN
	55 83
	59 83
	62 83
	67 83
	73 83
	79 84
	83 84
	86 84
	90 84
	96 85
	100 86
	104 86
.PEN_UP
.PEN_DOWN
	74 82
	74 79
	74 76
	74 72
	74 69
	73 65
	73 61
	73 57
	73 53
	73 48
	73 44
	72 40
	72 32
	72 29
	72 26
	72 21
	72 17
	72 14
	73 13
.PEN_UP
.PEN_DOWN
	97 83
	97 80
	97 77
	97 74
	97 70
	96 67
	96 64
	96 60
	95 56
	95 53
	95 49
	95 41
	95 38
	95 34
	95 29
	95 26
	96 23
	96 19
	98 18
.PEN_UP
.PEN_DOWN
	95 69
	96 72
	99 74
	103 77
	107 79
	110 80
	113 81
	117 83
	120 84
	124 84
	127 84
	129 79
	129 76
	129 72
	127 68
	124 64
	120 60
	115 55
	111 52
	107 49
	103 47
	100 45
	101 42
	104 39
	107 36
	110 33
	113 32
	116 29
	119 26
	123 24
	127 21
	130 19
	133 19
	134 19
.PEN_UP
.PEN_DOWN
	129 88
	132 83
	134 77
	135 74
	138 72
	141 67
	144 64
	146 61
	149 58
	152 55
	155 53
.PEN_UP
.PEN_DOWN
	173 85
	170 85
	167 83
	164 83
	161 81
	157 79
	153 77
	150 75
	149 72
	149 68
	149 64
	150 59
	150 55
	150 52
	150 48
	150 43
	150 39
	150 35
	150 31
	150 27
	150 24
	150 20
	150 17
	150 11
	150 8
	150 4
	150 0
.PEN_UP
.PEN_DOWN
	66 70
	65 67
	64 64
	64 60
	63 56
	62 52
	61 45
	61 42
	61 38
	61 35
	62 32
	62 29
	62 26
	63 22
	64 19
	66 16
	69 13
	72 13
	76 14
	80 18
	84 23
	87 28
	87 31
	89 34
	90 37
	91 40
	91 44
	93 47
	93 51
	93 55
	94 58
	94 62
	95 65
	95 71
	96 76
	97 79
	97 82
	96 79
	96 75
	95 72
	95 69
	94 65
	94 61
	93 56
	93 51
	93 47
	93 42
	93 34
	93 31
	94 27
	94 24
	94 21
	97 17
	99 13
	103 12
	106 14
	108 15
.PEN_UP
.PEN_DOWN
	112 69
	112 66
	111 62
	111 59
	111 54
	110 46
	110 42
	110 38
	110 35
	110 31
	110 28
	110 25
	110 22
	110 17
	111 14
	112 11
	112 14
.PEN_UP
.PEN_DOWN
	115 68
	116 63
	117 58
	118 55
	120 49
	121 46
	124 41
	125 38
	125 35
	128 31
	129 28
	131 25
	132 22
	133 19
	137 25
	137 30
	137 33
	138 36
	139 40
	139 44
	139 49
	140 54
	140 60
	140 66
	140 72
	140 87
.PEN_UP
.PEN_DOWN
	149 72
	148 69
	148 66
	148 62
	148 59
	147 54
	147 50
	146 46
	146 42
	146 38
	146 35
	145 28
	145 25
	145 22
	145 18
	145 14
	146 13
.PEN_UP
.PEN_DOWN
	147 65
	146 68
	148 71
	151 72
	154 72
	158 72
	161 72
	165 70
	168 66
	171 63
	172 60
	173 57
	173 53
	173 47
	172 44
	171 41
	170 38
	169 35
	165 30
	161 26
	158 24
	153 21
	149 19
	146 19
	142 19
	137 22
.PEN_UP
.PEN_DOWN
	177 66
	180 66
	185 65
	190 65
	193 65
	196 65
	200 64
	203 64
	206 64
.PEN_UP
.PEN_DOWN
	179 70
	178 67
	178 63
	178 58
	177 55
	177 52
	177 48
	177 45
	176 42
	175 35
	175 32
	175 29
	174 26
	174 21
	174 17
	174 13
	177 10
	180 9
	184 10
	188 11
	192 11
	195 11
	199 12
	202 12
	205 12
.PEN_UP
.PEN_DOWN
	181 44
	185 45
	190 45
	193 45
	196 45
	205 45
.PEN_UP
.PEN_DOWN
	215 72
	214 67
	214 59
	213 54
	213 50
	213 45
	213 40
	213 36
	213 31
	213 27
	213 23
	213 19
	213 16
	213 13
	213 7
	213 3
	214 0
	215 0
.PEN_UP
.PEN_DOWN
	210 70
	211 73
	214 74
	218 75
	221 75
	226 75
	234 73
	239 70
	242 66
	243 63
	244 58
	244 55
	244 52
	243 48
	241 43
	237 40
	232 37
	228 34
	223 32
	220 31
	215 30
	212 30
	209 29
	206 29
	208 32
	212 33
	216 32
	219 30
	223 28
	226 25
	229 23
	234 19
	240 16
	246 12
	249 11
	252 9
	255 8
	260 6
.PEN_UP
.PEN_DOWN
	43 75
	43 72
	42 67
	41 64
	41 61
	41 56
	41 52
	41 48
	41 44
	41 41
	41 38
	41 35
	42 30
	44 27
	47 22
	50 20
	53 20
	56 21
	58 24
	61 28
	64 32
	65 35
	66 38
	67 41
	67 45
	69 49
	69 53
	70 56
	70 59
	70 63
	71 66
	71 71
	71 74
	71 77
	70 80
	69 77
	69 72
	68 69
	68 65
	68 58
	68 55
	68 50
	68 47
	68 44
	69 40
	69 36
	71 32
	73 27
	76 25
	79 24
	82 24
.PEN_UP
.PEN_DOWN
	91 78
	91 75
	91 71
	91 68
	90 64
	90 56
	90 51
	90 46
	90 40
	90 35
	91 30
	91 26
	91 22
	91 18
	92 15
	93 12
	93 6
	94 2
	95 0
.PEN_UP
.PEN_DOWN
	88 67
	88 70
	88 73
	89 76
	92 80
	95 81
	98 81
	103 81
	107 80
	111 79
	114 78
	118 74
	120 71
	123 65
	123 62
	123 59
	123 56
	123 53
	122 50
	120 47
	119 44
	114 39
	111 37
	107 35
	101 33
	98 32
	94 31
	88 30
	85 30
	82 30
	78 30
	73 33
.PEN_UP
.PEN_DOWN
	66 66
	66 62
	66 56
	66 53
	66 50
	65 47
	65 43
	65 39
	64 35
	64 28
	64 24
	64 21
	64 18
	65 15
	66 11
	68 7
	73 5
	76 6
	80 8
	83 12
	86 16
	88 21
	90 27
	91 30
	91 33
	92 36
	92 39
	93 42
	93 45
	93 48
	94 52
	94 55
	94 59
	94 62
	94 65
	94 61
	94 58
	94 55
	94 52
	94 49
	93 42
	93 38
	93 35
	93 31
	93 28
	94 25
	94 22
	95 19
	96 15
	97 11
	100 9
	104 9
.PEN_UP
.PEN_DOWN
	134 71
	130 74
	127 74
	124 72
	121 71
	117 68
	115 65
	112 61
	110 58
	109 54
	108 51
	108 48
	109 45
	112 42
	115 41
	119 40
	122 39
	125 39
	129 38
	134 37
	137 35
	139 32
	139 29
	139 26
	138 22
	136 19
	133 16
	130 13
	127 11
	124 10
	120 10
	115 11
	111 13
	108 15
	105 18
	105 21
	104 26
.PEN_UP
.PEN_DOWN
	142 66
	147 67
	152 68
	159 68
	162 68
	166 68
	170 67
	173 67
	176 66
.PEN_UP
.PEN_DOWN
	148 66
	148 61
	148 56
	148 48
	148 45
	148 42
	147 38
	147 35
	147 32
	147 28
	146 25
	146 22
	145 19
	145 16
	145 10
	146 7
	146 4
	149 1
	153 0
	157 0
	162 1
	166 1
	169 1
	172 1
	175 2
	177 2
.PEN_UP
.PEN_DOWN
	149 33
	152 34
	156 35
	159 35
	162 35
	167 35
	171 35
	174 35
.PEN_UP
.PEN_DOWN
	52 85
	53 80
	53 77
	54 73
	54 69
	54 66
	54 62
	54 59
	54 56
	55 53
	55 50
	55 45
	56 40
	56 37
	56 34
	57 31
	57 28
	60 30
	64 35
	67 39
	70 44
	72 47
	74 51
	76 54
	78 59
	81 63
	83 68
	87 79
.PEN_UP
.PEN_DOWN
	89 85
	93 84
	97 84
	101 84
	104 84
	108 85
	112 85
	117 85
	120 86
	123 86
	125 87
.PEN_UP
.PEN_DOWN
	97 81
	97 77
	97 74
	97 69
	96 66
	95 63
	95 60
	95 57
	94 52
	94 49
	94 45
	94 41
	94 37
	95 34
	96 31
	99 31
	103 31
	107 31
	111 31
	117 30
	121 30
	124 29
	128 29
.PEN_UP
.PEN_DOWN
	105 62
	109 62
	115 63
	120 63
	123 64
.PEN_UP
.PEN_DOWN
	130 85
	130 82
	130 79
	130 76
	129 72
	129 68
	129 63
	129 60
	129 55
	129 48
	129 45
	130 41
	130 38
	130 35
	130 32
	130 28
	131 25
	133 25
.PEN_UP
.PEN_DOWN
	128 78
	127 81
	127 85
	128 88
	131 90
	135 91
	139 92
	143 93
	146 93
	150 93
	153 91
	156 89
	158 85
	159 82
	159 78
	158 75
	156 71
	153 67
	151 64
	148 62
	145 59
	142 57
	137 56
	134 56
	131 55
	128 54
	131 52
	134 49
	136 46
	140 42
	144 38
	147 36
	151 32
	155 29
	158 26
	162 23
	166 22
	169 22
.PEN_UP
.PEN_DOWN
	161 87
	163 83
	165 77
	167 72
	170 70
	173 66
	175 62
	178 59
	181 55
	184 54
.PEN_UP
.PEN_DOWN
	205 88
	201 86
	197 83
	193 80
	190 79
	187 77
	184 75
	180 74
	177 72
	174 70
	173 67
	175 64
	177 61
	178 58
	179 55
	180 51
	180 45
	180 41
	180 38
	180 34
	180 30
	180 26
	180 23
	180 20
	180 16
	180 13
	180 9
	181 4
	183 1
	183 0
.PEN_UP
.PEN_DOWN
	42 58
	44 53
	45 50
	46 47
	47 42
	49 39
	50 32
	50 29
	51 26
	52 23
	53 18
	54 13
	55 10
	55 7
	57 3
	58 0
	61 5
	62 8
	63 11
	65 17
	67 21
	68 25
	68 30
	71 35
	72 40
	73 45
	74 49
	75 56
.PEN_UP
.PEN_DOWN
	85 59
	89 59
	92 59
	95 59
	99 59
	104 59
	107 60
	107 59
.PEN_UP
.PEN_DOWN
	90 57
	90 53
	90 49
	90 46
	90 42
	90 39
	90 34
	90 30
	90 25
	91 21
	91 18
	91 14
	91 11
	90 8
	86 7
	83 7
	80 8
	83 8
	86 8
	89 8
	93 9
	97 10
	104 11
	107 11
	110 11
.PEN_UP
.PEN_DOWN
	123 53
	120 55
	116 52
	114 48
	112 44
	111 41
	110 35
	109 31
	108 28
	108 25
	108 22
	108 19
	109 16
	111 12
	113 9
	117 5
	121 5
	125 6
	129 9
	132 12
	135 17
	136 22
	137 25
	138 28
	138 32
	138 36
	138 39
	137 43
	136 46
	133 50
	131 53
	129 56
	125 56
	122 56
	119 56
	119 54
.PEN_UP
.PEN_DOWN
	146 56
	146 52
	146 47
	145 42
	145 39
	145 36
	145 33
	145 27
	145 22
	145 18
	145 14
	145 11
	146 8
	149 8
	153 10
	156 10
	160 11
	164 12
	168 13
	174 14
	177 15
.PEN_UP
.PEN_DOWN
	170 60
	174 61
	179 61
	183 62
	187 62
	191 62
