


.DATE		07 ? 93
.STYLE		MIXED
.WRITER_ID	yslee
	267 19
	266 15
	263 13
	260 10
	258 7
	256 4
	254 1
	254 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	87 78
	88 75
	88 71
	87 68
	86 65
	85 62
	85 59
	85 55
	83 52
	82 49
	82 45
	81 42
	79 38
	79 34
	78 30
	77 26
	76 23
	76 19
	75 15
	75 11
	75 8
	76 5
	79 2
	79 0
.PEN_UP
.PEN_DOWN
	112 45
	109 44
	106 44
	102 41
	101 36
	97 32
	96 28
	96 25
	96 21
	96 18
	98 15
	101 14
	105 12
	110 12
	113 14
	116 15
	118 18
	120 21
	122 25
	122 28
	122 31
	122 34
	121 37
	118 40
	115 42
	113 41
.PEN_UP
.PEN_DOWN
	135 41
	139 41
	142 41
	147 41
	151 41
	154 41
	158 42
	161 42
	163 42
.PEN_UP
.PEN_DOWN
	158 71
	156 68
	155 64
	154 61
	152 58
	150 55
	150 52
	149 48
	149 44
	147 40
	146 36
	145 32
	144 29
	143 26
	143 23
	142 19
	142 15
	143 12
	147 11
	151 11
	154 12
	157 12
	161 12
.PEN_UP
.PEN_DOWN
	107 38
	105 41
	104 44
	100 46
	97 46
	94 46
	90 45
	88 42
	85 40
	83 36
	81 32
	80 29
	79 26
	79 22
	78 19
	77 15
	77 12
	77 9
	79 6
	80 3
	83 1
	86 0
	90 1
	93 5
	97 7
	98 10
	101 14
	101 17
	104 21
	106 25
	108 29
	109 32
	109 35
	109 38
	111 41
	109 38
	108 35
	108 32
	106 28
	106 25
	105 22
	105 18
	105 15
	105 12
	107 9
	110 8
	112 7
.PEN_UP
.PEN_DOWN
	131 79
	131 76
	131 73
	130 70
	130 67
	129 64
	127 60
	127 57
	125 53
	125 50
	124 47
	122 44
	122 40
	121 37
	120 34
	120 31
	119 28
	119 25
	118 22
	118 20
.PEN_UP
.PEN_DOWN
	145 80
	144 77
	144 73
	144 70
	143 67
	143 64
	142 59
	140 55
	140 51
	140 48
	138 44
	137 41
	137 38
	136 35
	135 32
	134 29
	134 25
	132 22
	132 19
	131 16
	130 13
	129 10
	129 13
	130 16
	131 19
	131 22
	133 25
	134 28
	136 31
	137 34
	139 37
	143 39
	146 41
	148 44
	152 44
	155 44
	158 43
	159 40
	161 37
	162 34
	162 30
	162 27
	160 24
	159 21
	157 17
	155 14
	152 12
	148 9
	146 6
	143 6
	140 6
	136 8
	134 11
.PEN_UP
.PEN_DOWN
	172 46
	170 42
	169 38
	167 33
	167 29
	164 26
	164 23
	164 19
	163 16
	163 13
	163 10
	165 7
	169 6
	172 7
	175 9
	179 12
	180 15
	182 18
	183 21
	185 24
	186 27
	188 30
	190 34
	192 38
	192 41
	194 44
	191 45
	190 42
	189 38
	187 34
	187 31
	186 27
	185 24
	185 20
	185 16
	185 13
	185 10
	186 7
	187 7
.PEN_UP
.PEN_DOWN
	205 45
	205 42
	205 39
	205 36
	205 33
	204 28
	202 24
	201 21
	199 18
	198 15
	197 12
	197 16
	198 19
	200 22
	200 26
	203 26
	204 30
	207 32
	208 35
	210 38
	213 42
	215 45
	218 46
	221 46
	222 43
	223 40
	223 37
	222 33
	222 30
	222 27
	221 24
	219 21
	218 18
	218 15
	217 12
	216 9
	217 12
	218 15
	220 19
	221 22
	223 25
	224 28
	226 31
	228 34
	231 37
	232 41
	235 42
	237 42
.PEN_UP
.PEN_DOWN
	241 44
	241 41
	241 38
	241 34
	240 31
	240 28
	239 25
	239 22
	238 19
	237 16
	237 13
	236 10
	236 7
	236 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	58 46
	62 46
	65 46
	69 47
	75 48
	80 48
	84 48
	87 48
	90 48
	93 49
	96 49
	97 48
.PEN_UP
.PEN_DOWN
	82 80
	81 76
	80 73
	79 70
	78 66
	77 62
	76 58
	75 53
	73 46
	73 43
	72 40
	72 35
	72 31
	71 27
	71 24
	71 20
	71 17
	74 16
	77 15
	81 17
	84 17
	88 19
	91 20
	94 21
	99 23
.PEN_UP
.PEN_DOWN
	106 76
	106 73
	106 70
	106 67
	105 62
	105 58
	104 54
	104 48
	102 45
	102 42
	102 39
	101 35
	101 30
	100 27
	100 21
	100 17
	98 14
	98 10
	97 7
	97 4
	100 7
	100 10
	101 13
	102 17
	104 20
	106 23
	107 26
	109 30
	110 33
	113 35
	115 39
	118 42
	121 43
	124 43
	126 40
	126 37
	126 34
	126 31
	126 28
	123 23
	123 19
	122 15
	121 12
	121 9
	121 6
	122 6
.PEN_UP
.PEN_DOWN
	129 34
	131 31
	135 29
	138 26
	142 26
	145 25
	148 25
	152 26
	155 29
	158 30
	160 33
	162 38
	162 41
	161 44
	157 47
	154 48
	151 49
	148 49
	145 49
	141 48
	138 45
	134 40
	133 37
	132 33
	131 29
	131 26
	132 22
	133 18
	135 14
	136 11
	139 10
	142 9
	145 9
	148 9
	151 11
	154 12
	157 13
	158 13
.PEN_UP
.PEN_DOWN
	166 43
	166 39
	166 36
	166 33
	166 29
	166 26
	166 23
	166 18
	166 15
	166 10
	165 7
	164 3
	163 0
	163 3
	163 7
	163 11
	165 14
	167 17
	169 20
	172 24
	174 27
	177 28
	179 31
	182 34
	185 37
	188 38
	191 40
	194 41
	197 41
	198 38
	201 37
	201 36
.PEN_UP
.PEN_DOWN
	200 29
	203 27
	206 27
	212 25
	215 25
	218 26
	222 27
	225 28
	227 31
	229 34
	230 37
	230 40
	229 43
	225 46
	222 47
	218 48
	215 48
	212 46
	207 46
	204 44
	201 41
	199 38
	198 35
	198 31
	198 27
	198 24
	198 20
	198 16
	200 12
	202 9
	205 6
	208 4
	211 4
	215 5
	218 5
	221 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	52 47
	52 41
	51 37
	51 32
	50 29
	48 26
	48 22
	46 18
	45 13
	45 10
	44 7
	43 4
	43 7
	43 10
	46 14
	48 18
	50 21
	52 24
	54 27
	57 30
	60 32
	63 34
	66 34
	69 34
	72 34
	72 31
	72 27
	72 24
	71 20
	70 17
	68 13
	67 10
	67 6
	65 3
	64 0
	67 0
.PEN_UP
.PEN_DOWN
	78 30
	81 32
	84 34
	87 35
	88 32
	88 29
	88 26
	88 23
	87 19
	87 16
	86 13
	84 10
	84 7
	85 4
.PEN_UP
.PEN_DOWN
	123 31
	121 34
	119 37
	116 38
	113 40
	109 40
	106 40
	103 37
	100 34
	97 30
	95 27
	95 24
	93 21
	92 17
	92 12
	92 9
	93 6
	95 3
	98 1
	101 2
	104 4
	108 6
	109 9
	112 11
	113 14
	115 17
	117 20
	118 23
	119 26
	119 29
	120 32
	120 35
	120 32
	120 29
	120 26
	120 22
	120 19
	120 16
	121 12
	121 9
	122 6
	124 5
.PEN_UP
.PEN_DOWN
	162 33
	158 35
	155 36
	151 37
	147 38
	144 38
	141 37
	138 36
	136 33
	134 30
	132 27
	131 24
	131 20
	130 17
	130 14
	131 11
	134 8
	137 7
	141 7
	144 7
	147 7
	150 7
	153 7
.PEN_UP
.PEN_DOWN
	170 62
	169 59
	167 55
	167 49
	165 46
	165 41
	164 37
	163 33
	163 30
	162 26
	161 23
	160 20
	160 17
	158 14
	157 11
	157 8
	156 5
	155 2
	155 5
	157 9
	159 13
	161 16
	162 19
	164 22
	166 25
	167 28
	170 30
	173 32
	174 35
	178 36
	182 36
	185 37
	185 34
	185 31
	184 28
	184 25
	183 22
	182 18
	181 15
	181 11
	180 8
	178 5
	178 4
.PEN_UP
.PEN_DOWN
	192 34
	192 31
	192 27
	191 24
	190 21
	190 18
	189 15
	188 10
	188 7
	187 4
	188 4
.PEN_UP
.PEN_DOWN
	195 52
	198 51
	201 50
	203 47
	204 47
.PEN_UP
.PEN_DOWN
	202 38
	202 35
	202 32
	200 27
	200 24
	200 21
	197 15
	196 12
	195 9
	194 6
	195 11
	197 15
	199 18
	202 21
	203 24
	206 26
	210 29
	212 32
	216 34
	219 35
	223 34
	224 31
	224 28
	224 23
	222 20
	221 17
	220 14
	220 10
	219 7
	218 4
	218 1
	219 1
.PEN_UP
.PEN_DOWN
	231 20
	234 18
	237 18
	240 17
	244 18
	248 18
	251 21
	253 24
	254 27
	254 30
	254 33
	252 36
	249 39
	246 40
	242 40
	239 40
	236 39
	233 38
	230 36
	228 33
	226 30
	224 26
	224 23
	224 20
	224 16
	225 12
	225 9
	226 5
	229 2
	233 0
	237 0
	241 0
	245 0
	248 1
	252 1
.PEN_UP
.PEN_DOWN
	43 39
	44 36
	44 33
	45 30
	45 27
	45 24
	45 21
	45 17
	44 13
	43 9
	43 6
	42 3
	41 0
	41 3
	42 8
	45 11
	46 14
	48 18
	49 21
	52 23
	53 26
	57 29
	58 32
	61 36
	64 36
	67 36
	67 33
	67 30
	67 27
	67 24
	67 21
	67 18
	66 14
	65 11
	63 8
	63 5
	64 9
	67 12
	68 15
	71 18
	72 21
	72 24
	75 25
	76 28
	78 31
	82 33
	84 30
	85 27
	85 24
	85 21
	84 18
	84 15
	83 11
	83 8
	82 5
	83 3
.PEN_UP
.PEN_DOWN
	87 27
	89 23
	92 19
	95 17
	98 17
	101 17
	104 17
	107 17
	111 17
	114 20
	117 22
	121 23
	121 26
	124 29
	126 32
	126 35
	125 38
	122 41
	118 42
	114 44
	111 44
	108 44
	105 43
	101 40
	99 37
	96 35
	95 32
	92 28
	91 25
	91 22
	89 19
	89 16
	89 12
	91 8
	94 5
	97 4
	100 4
	103 3
	107 3
	111 3
	114 4
	117 5
	120 6
	124 6
.PEN_UP
.PEN_DOWN
	45 41
	48 41
	52 40
	55 40
	60 40
	64 40
	67 40
	71 40
	74 41
	77 41
	81 42
	84 43
	88 45
	91 46
	92 46
.PEN_UP
.PEN_DOWN
	78 77
	75 71
	74 67
	74 64
	72 61
	71 57
	69 52
	67 49
	66 44
	65 41
	65 36
	64 31
	63 28
	63 25
	63 21
	63 17
	62 14
	62 11
	65 9
	68 9
	70 6
	73 7
	77 9
	79 10
.PEN_UP
.PEN_DOWN
	106 41
	103 41
	100 40
	97 38
	93 36
	91 33
	89 29
	88 26
	85 22
	84 18
	84 15
	84 11
	84 7
	85 4
	88 2
	91 1
	95 0
	98 0
	101 0
	105 2
	107 5
	110 7
	113 10
	115 13
	117 16
	118 19
	119 22
	119 26
	118 29
	117 32
	114 35
	111 39
	109 42
.PEN_UP
.PEN_DOWN
	130 42
	129 39
	128 36
	127 32
	127 29
	126 25
	126 22
	126 18
	126 15
	126 12
	127 8
	129 5
	132 4
	135 7
	137 10
	139 13
	140 17
	143 21
	145 25
	147 29
	148 32
	149 35
	149 38
	150 34
	148 30
	148 27
	148 23
	148 19
	148 15
	148 11
	148 8
	149 5
	149 2
	152 2
	153 5
	157 8
	159 11
	161 14
	163 19
	167 24
	168 27
	169 30
	169 33
	170 35
.PEN_UP
.PEN_DOWN
	169 25
	169 22
	171 19
	175 16
	179 16
	182 16
	185 17
	188 17
	190 20
	192 23
	192 26
	192 29
	190 32
	186 34
	183 36
	179 35
	176 34
	173 32
	172 29
	170 26
	169 22
	169 19
	169 16
	169 13
	170 9
	172 5
	174 2
	178 1
	181 0
	184 0
	187 2
	190 4
	193 6
	196 7
.PEN_UP
.PEN_DOWN
	199 35
	199 32
	200 29
	200 26
	200 22
	200 19
	200 16
	199 13
	199 10
	199 7
	198 4
	197 1
	196 4
	197 7
	198 10
	201 13
	203 16
	205 19
	208 23
	209 26
	212 29
	215 30
	218 33
	222 34
	225 34
	228 33
	231 32
	233 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	82 30
	82 33
	81 36
	78 38
	75 38
	71 37
	68 34
	67 31
	64 30
	62 27
	60 24
	58 21
	57 17
	55 14
	55 10
	55 6
	57 3
	60 0
	63 0
	66 0
	69 2
	72 4
	76 7
	77 11
	79 14
	81 17
	82 21
	82 24
	83 27
	83 30
	83 33
	82 30
	82 27
	81 23
	81 19
	81 16
	81 13
	81 10
	81 7
	82 4
	87 3
.PEN_UP
.PEN_DOWN
	98 41
	98 38
	98 35
	97 32
	97 28
	97 24
	97 21
	97 17
	95 14
	95 11
	95 8
	95 11
	96 14
	97 17
	98 21
	100 24
	102 27
	103 31
	106 31
	109 33
	112 34
	115 35
	118 33
	119 32
.PEN_UP
.PEN_DOWN
	118 42
	122 41
	127 41
	130 41
	134 41
	137 41
	140 40
	143 40
	146 41
	149 42
	152 43
	154 43
.PEN_UP
.PEN_DOWN
	145 66
	143 63
	142 60
	142 56
	140 52
	139 48
	138 44
	137 41
	136 37
	135 34
	135 30
	133 27
	132 23
	131 20
	130 17
	129 14
	129 11
	130 8
	132 5
	135 5
	138 7
	142 8
	145 10
	148 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	64 120
	65 117
	65 114
	65 111
	64 108
	64 103
	64 99
	63 96
	61 93
	60 89
	59 85
	58 81
	55 77
	55 72
	53 68
	52 63
	51 60
	51 57
	51 54
	50 51
	50 48
	50 45
	50 41
	51 38
	53 36
.PEN_UP
.PEN_DOWN
	101 75
	99 78
	96 78
	92 79
	89 79
	86 78
	82 77
	80 74
	76 70
	75 67
	73 63
	73 59
	72 56
	72 53
	71 50
	71 46
	73 42
	76 41
	79 41
	83 42
	86 45
	88 48
	90 52
	92 55
	94 58
	97 62
	98 66
	100 69
	100 72
	101 75
	101 78
	102 81
	101 78
	100 75
	100 72
	99 68
	98 65
	98 60
	98 57
	97 54
	97 50
	97 47
	97 44
	101 42
.PEN_UP
.PEN_DOWN
	115 77
	115 73
	115 68
	115 64
	115 61
	114 58
	113 55
	113 52
	112 48
	112 45
	110 42
	111 45
	111 48
	113 51
	114 54
	115 58
	118 60
	119 64
	122 67
	124 71
	127 73
	130 76
	133 78
	136 79
	139 80
	142 79
	143 77
.PEN_UP
.PEN_DOWN
	169 69
	169 72
	167 75
	164 76
	161 76
	158 76
	155 76
	152 73
	150 70
	148 66
	148 62
	147 58
	146 53
	146 50
	146 47
	148 44
	151 45
	155 46
	158 49
	160 52
	163 56
	165 59
	167 62
	169 66
	170 69
	170 66
	169 63
	168 60
	165 55
	164 51
	163 47
	161 43
	160 39
	159 36
	158 31
	155 28
	155 25
	153 21
	152 18
	150 15
	150 11
	147 9
	146 6
	143 3
	141 0
	137 0
	134 2
	133 5
	132 8
	132 11
	132 15
	133 18
	134 21
	136 25
	138 29
	141 32
	145 35
	148 39
	152 41
	157 44
	161 46
	164 46
	167 45
	170 45
	170 43
.PEN_UP
.PEN_DOWN
	181 69
	179 66
	179 62
	182 60
	184 57
	187 57
	190 57
	193 57
	196 58
	199 60
	202 62
	205 66
	207 69
	209 72
	209 75
	206 78
	201 80
	198 80
	195 80
	192 79
	189 76
	187 73
	185 70
	183 67
	182 63
	181 60
	181 57
	181 54
	181 51
	182 47
	182 44
	185 40
	188 39
	191 39
	194 39
	197 40
	200 41
	202 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	82 80
	78 82
	75 83
	72 83
	69 82
	66 81
	64 78
	63 75
	62 72
	62 69
	64 66
	67 64
	71 63
	74 62
	77 62
	81 61
	84 60
	88 58
	91 56
	92 53
	92 50
	91 47
	88 45
	85 43
	82 41
	79 39
	76 39
	72 41
	70 44
	67 45
	67 48
	65 51
	64 54
.PEN_UP
.PEN_DOWN
	100 82
	100 79
	100 76
	100 73
	100 70
	100 67
	100 64
	101 60
	101 56
	100 50
	100 46
	100 43
	100 40
	101 36
	101 32
	101 29
	101 25
	101 21
	100 18
	100 15
	100 12
	100 11
.PEN_UP
.PEN_DOWN
	101 77
	104 79
	107 81
	111 83
	114 83
	117 83
	120 82
	124 80
	125 77
	127 73
	127 69
	127 66
	126 63
	125 60
	124 56
	122 53
	120 50
	118 47
	115 45
	114 42
	111 41
	108 41
	105 42
	101 43
	100 45
.PEN_UP
.PEN_DOWN
	133 78
	133 75
	133 72
	133 68
	134 65
	134 62
	134 58
	134 54
	134 50
	134 46
	133 43
	133 40
	134 43
	135 46
	136 50
	137 53
	138 56
	140 59
	142 62
	143 66
	145 69
	147 72
	149 75
	152 75
	155 75
	159 74
	162 73
	164 72
.PEN_UP
.PEN_DOWN
	172 69
	172 66
	172 63
	172 60
	172 57
	170 54
	170 51
	169 48
	169 45
	168 42
	167 39
	167 36
	168 36
.PEN_UP
.PEN_DOWN
	175 94
	178 94
	180 91
.PEN_UP
.PEN_DOWN
	189 79
	189 76
	189 73
	189 70
	189 67
	189 64
	190 61
	190 58
	190 55
	189 52
	189 49
	188 46
	187 43
	185 40
	185 43
	187 46
	188 49
	189 52
	190 55
	192 59
	193 62
	194 65
	196 68
	198 71
	200 74
	203 75
	206 77
	209 76
	211 73
	212 70
	212 67
	212 64
	212 61
	212 57
	212 54
	211 51
	211 48
	210 45
	210 42
	210 41
.PEN_UP
.PEN_DOWN
	245 73
	245 76
	242 77
	239 78
	235 78
	232 77
	229 76
	227 73
	225 70
	224 67
	222 64
	221 61
	221 58
	220 55
	220 52
	220 48
	221 45
	224 44
	227 44
	230 45
	233 47
	234 50
	237 52
	238 55
	240 58
	241 61
	243 64
	243 67
	244 71
	244 74
	244 77
	244 74
	244 71
	244 68
	243 65
	243 60
	242 56
	241 52
	241 48
	241 43
	240 39
	239 35
	238 32
	238 29
	238 26
	238 23
	236 20
	236 16
	236 13
	235 10
	234 6
	233 3
	231 0
	228 0
	225 2
	222 6
	222 10
	220 14
	220 17
	220 20
	221 23
	221 26
	222 29
	223 32
	226 36
	229 38
	233 40
	236 41
	240 42
	243 42
	247 42
	250 41
	254 40
	257 38
.PEN_UP
.PEN_DOWN
	54 46
	54 43
	52 39
	51 36
	51 33
	50 30
	50 27
	49 23
	48 20
	48 17
	48 12
	48 9
	49 6
	52 6
	55 5
	58 5
	61 6
	64 8
	67 12
	69 16
	72 19
	73 23
	73 26
	74 29
	75 32
	76 36
	77 39
	76 36
	76 32
	76 29
	76 26
	75 23
	75 18
	76 15
	76 11
	76 8
	76 5
	78 1
	82 0
	82 2
.PEN_UP
.PEN_DOWN
	114 42
	111 44
	107 45
	104 45
	101 45
	98 44
	95 44
	92 42
	88 40
	86 37
	85 34
	88 32
	91 32
	94 31
	99 31
	102 30
	105 29
	110 28
	111 25
	114 24
	116 20
	116 16
	114 13
	113 10
	110 9
	107 7
	104 7
	101 7
	97 8
	94 9
	91 12
	88 14
	87 17
	86 20
	87 20
.PEN_UP
.PEN_DOWN
	116 33
	116 30
	119 28
	122 27
	125 27
	128 26
	131 26
	136 26
	140 26
.PEN_UP
.PEN_DOWN
	143 33
	144 36
	143 39
	142 42
	139 44
	136 44
	132 45
	129 44
	126 43
	123 42
	121 39
	118 37
	117 34
	115 31
	115 28
	114 25
	115 22
	116 19
	119 16
	123 15
	126 15
	129 15
	132 14
	136 14
	139 14
	142 15
	145 17
	147 17
.PEN_UP
.PEN_DOWN
	192 63
	192 66
	192 69
	189 72
	185 75
	182 78
	179 80
	176 80
	173 81
	170 79
	167 77
	165 74
	165 71
	163 68
	163 65
	162 62
	162 57
	161 54
	161 50
	160 47
	160 42
	160 36
	160 33
	160 30
	160 27
	160 23
	160 20
	160 17
	160 14
	160 11
	161 11
.PEN_UP
.PEN_DOWN
	150 51
	153 50
	157 51
	161 51
	165 51
	168 50
	171 50
	174 50
	177 50
	178 50
.PEN_UP
.PEN_DOWN
	187 49
	185 46
	184 41
	182 37
	182 33
	181 29
	181 25
	181 22
	182 19
	185 19
	188 19
	191 20
	194 23
	197 26
	200 28
	202 31
	204 35
	207 38
	207 41
	208 44
	209 47
	209 50
	206 49
	205 46
	204 43
	203 40
	203 37
	203 33
	203 30
	201 26
	201 22
	203 18
	204 15
	206 12
	210 10
.PEN_UP
.PEN_DOWN
	224 76
	224 73
	224 70
	224 67
	224 64
	222 61
	221 58
	221 55
	221 51
	220 47
	220 42
	219 39
	219 36
	219 33
	218 30
	217 25
	217 22
	216 19
	216 16
	215 12
	215 8
	215 5
	214 2
	215 2
.PEN_UP
.PEN_DOWN
	57 73
	55 69
	54 66
	54 63
	53 60
	53 56
	53 52
	53 48
	55 44
	57 41
	60 39
	63 36
	66 36
	69 36
	72 36
	75 37
	77 38
.PEN_UP
.PEN_DOWN
	88 67
	85 63
	83 59
	81 55
	80 52
	78 46
	76 42
	74 38
	72 34
	70 30
	67 26
	66 21
	64 18
	61 15
	59 12
	58 9
	55 5
	53 2
	52 0
.PEN_UP
.PEN_DOWN
	87 62
	86 58
	86 55
	87 52
	90 50
	95 49
	98 49
	102 49
	106 50
	111 52
	113 55
	116 58
	118 61
	118 64
	118 67
	117 70
	115 73
	112 74
	109 75
	105 74
	102 73
	98 71
	96 68
	95 65
	93 62
	92 59
	91 55
	90 51
	89 48
	89 44
	89 39
	91 36
	94 33
	98 32
	101 32
	104 32
	107 32
	110 32
	113 32
	116 33
	119 33
	122 33
.PEN_UP
.PEN_DOWN
	137 105
	137 102
	136 98
	134 95
	133 91
	132 87
	131 84
	131 81
	130 77
	130 74
	129 71
	128 68
	127 63
	126 60
	125 56
	124 53
	123 49
	122 46
	122 43
	121 40
	120 37
	122 35
.PEN_UP
.PEN_DOWN
	157 107
	156 104
	156 100
	153 97
	153 94
	152 90
	151 87
	150 83
	149 80
	148 77
	147 73
	146 69
	145 66
	144 63
	143 60
	142 56
	141 52
	140 49
	137 46
	137 42
	135 38
	135 35
	134 32
	135 32
.PEN_UP
.PEN_DOWN
	168 69
	165 66
	161 63
	159 60
	157 57
	155 54
	153 51
	152 48
	152 45
	152 42
	152 39
	155 37
	158 36
	162 36
	165 36
	169 36
	172 37
	176 40
	178 43
	181 47
	183 51
	184 54
	185 57
	184 60
	182 63
	181 66
	178 67
	175 70
	172 70
	172 68
.PEN_UP
.PEN_DOWN
	191 68
	191 65
	190 62
	190 59
	189 56
	188 53
	188 50
	186 45
	186 41
	186 38
	187 36
	188 33
	191 32
	192 34
	195 35
	199 38
	202 41
	204 44
	207 45
	209 48
	210 51
	212 54
	213 57
	214 60
	215 63
	215 60
	214 56
	214 53
	213 50
	213 46
	213 44
	213 41
	213 38
	213 34
	216 32
	219 34
	221 36
	223 39
	225 42
	228 44
	231 47
	233 50
	236 53
	237 56
	238 59
	238 62
	238 65
	237 64
.PEN_UP
.PEN_DOWN
	66 40
	66 36
	66 33
	66 30
	66 26
	65 23
	64 20
	63 17
	63 13
	63 9
	64 6
	64 3
	67 3
	69 6
	71 9
	73 12
	73 15
	75 18
	75 21
	76 24
	77 27
	77 30
	78 33
	79 30
	79 27
	78 24
	78 20
	78 17
	78 14
	79 11
	80 8
	83 7
	86 8
	88 11
	91 13
	92 16
	95 19
	96 23
	98 26
	99 29
	100 32
	102 36
	103 39
	103 42
	105 45
	105 48
	107 48
.PEN_UP
.PEN_DOWN
	118 77
	117 74
	117 71
	116 68
	116 65
	116 61
	115 57
	115 54
	115 50
	114 46
	114 43
	113 40
	112 37
	112 34
	112 30
	111 27
	111 24
	111 21
	110 18
	109 15
	109 12
	109 9
	109 12
	109 15
	110 18
	111 21
	113 24
	114 28
	115 31
	116 34
	118 37
	119 40
	122 41
	125 41
	128 42
	131 42
	134 39
	135 36
	136 33
	136 29
	137 26
	137 23
	137 20
	137 17
	136 13
	136 9
	136 6
	136 3
	136 0
.PEN_UP
.PEN_DOWN
	168 36
	167 39
	164 42
	161 42
	158 42
	155 41
	152 39
	149 35
	148 31
	145 27
	145 24
	143 21
	143 18
	143 15
	143 12
	144 9
	145 6
	148 6
	152 8
	155 11
	156 14
	159 17
	161 20
	162 23
	164 26
	164 29
	166 33
	166 36
	167 39
	167 36
	167 32
	167 29
	167 25
	167 21
	167 18
	167 15
	167 11
	169 8
	172 5
.PEN_UP
.PEN_DOWN
	173 43
	176 42
	179 42
	182 42
	186 42
	189 42
	193 42
	196 42
	199 42
	202 43
	205 43
	207 44
.PEN_UP
.PEN_DOWN
	199 76
	198 73
	197 70
	196 64
	194 60
	193 56
	192 53
	191 50
	190 47
	189 43
	188 40
	188 36
	187 33
	186 30
	186 26
	185 23
	183 20
	182 17
	182 13
	183 10
	186 8
	189 6
	192 6
	195 7
	198 9
	201 10
	204 12
.PEN_UP
.PEN_DOWN
	76 78
	76 81
	76 84
	74 88
	71 90
	67 90
	64 90
	62 87
	62 84
	60 81
	60 78
	59 75
	58 71
	57 67
	57 64
	55 59
	55 55
	55 51
	54 47
	54 44
	54 40
	53 35
	51 31
	51 28
	50 25
	50 22
	50 19
	49 15
	49 11
	49 8
	49 5
	48 2
	49 0
.PEN_UP
.PEN_DOWN
	37 44
	40 44
	44 45
	47 45
	50 45
	54 45
	57 45
	60 46
	64 46
	67 46
	70 46
	73 46
	76 46
	77 45
.PEN_UP
.PEN_DOWN
	79 38
	78 34
	78 31
	77 28
	76 24
	76 21
	76 18
	76 16
.PEN_UP
.PEN_DOWN
	84 57
	87 54
	88 52
.PEN_UP
.PEN_DOWN
	103 76
	103 73
	100 69
	99 66
	99 63
	98 59
	97 55
	96 50
	95 45
	94 41
	94 38
	91 34
	91 30
	89 27
	88 24
	88 20
	86 15
	85 12
	87 9
.PEN_UP
.PEN_DOWN
	116 70
	116 67
	115 63
	115 59
	113 55
	112 52
	111 49
	110 42
	108 39
	107 35
	106 32
	105 28
	104 23
	103 20
	102 17
	101 14
	103 13
.PEN_UP
.PEN_DOWN
	86 35
	86 38
	86 41
	83 43
	80 45
	77 44
	73 44
	70 41
	67 38
	64 36
	64 32
	63 28
