.WRITER_ID	rkp
844 1117
844 1108
844 1100
852 1100
861 1100
865 1100
865 1108
873 1108
877 1117
877 1121
886 1121
890 1129
898 1129
898 1134
903 1134
903 1142
911 1142
911 1146
919 1146
924 1146
924 1155
932 1155
932 1146
932 1142
924 1142
924 1134
924 1129
924 1121
919 1117
919 1108
919 1100
919 1096
919 1087
924 1087
924 1096
932 1096
936 1100
945 1100
945 1108
949 1108
949 1117
957 1117
957 1121
966 1129
970 1134
978 1142
982 1142
982 1134
982 1129
982 1121
982 1117
982 1108
982 1100
991 1100
991 1108
995 1108
.PEN_UP
.PEN_DOWN
1024 1226
1024 1260
1016 1260
1016 1251
.PEN_UP
.PEN_DOWN
1037 1155
1024 1129
1024 1121
1024 1117
1016 1108
1016 1096
1012 1087
1012 1083
1012 1075
1003 1062
1003 1054
995 1050
995 1037
991 1029
991 1024
982 1016
982 1012
982 1003
978 995
978 991
978 982
978 991
978 995
978 1003
978 1012
978 1016
978 1024
982 1037
982 1041
991 1050
991 1062
995 1071
1003 1083
1003 1087
1012 1100
1016 1108
1024 1121
1029 1129
1029 1134
1037 1142
1041 1146
1041 1155
1050 1159
1054 1159
1062 1159
1071 1159
1075 1159
1083 1159
1083 1155
1083 1146
1083 1142
1075 1142
1075 1134
1075 1129
1071 1121
1071 1117
1062 1117
1062 1108
1054 1100
1050 1100
1050 1096
1041 1096
1037 1087
1029 1087
1024 1087
1016 1087
.PEN_UP

.PEN_DOWN
1457 1100
1470 1108
1470 1117
1478 1117
1478 1121
1482 1129
1482 1134
1491 1142
1491 1146
1491 1155
1495 1159
1495 1167
1495 1176
1503 1180
1503 1188
1503 1192
1507 1201
1507 1205
1507 1222
1507 1226
1507 1234
1516 1239
1516 1247
1516 1251
1516 1260
1516 1268
1516 1272
1516 1281
1516 1285
1507 1285
1507 1293
1503 1293
1503 1285
1503 1281
1495 1272
1495 1268
1495 1260
1491 1251
1491 1247
1491 1239
1491 1226
1482 1222
1482 1205
1482 1201
1482 1188
1482 1180
1478 1167
1478 1155
1478 1146
1478 1134
1478 1129
1470 1117
1470 1100
1470 1096
1470 1083
1470 1075
1470 1071
1470 1054
1470 1050
1470 1041
1470 1037
1470 1029
1470 1024
1461 1016
1461 1012
1461 1003
1457 1003
1449 1012
1449 1016
1444 1016
1444 1024
1444 1029
1444 1037
1444 1041
1444 1050
1444 1054
1444 1062
1449 1062
1449 1071
1457 1071
1457 1075
1461 1083
1470 1087
1478 1087
1482 1096
1482 1100
1491 1100
1495 1100
1495 1108
1503 1108
1507 1117
1516 1117
1516 1121
1524 1121
1528 1121
1528 1117
1528 1108
1528 1100
1528 1096
1528 1087
1528 1083
1537 1083
1537 1087
1537 1096
1541 1096
1541 1100
1541 1108
1549 1108
1549 1117
1549 1121
1549 1129
1554 1129
1554 1134
1562 1134
1570 1142
1575 1142
1583 1142
1587 1142
1587 1146
1596 1146
1600 1146
1600 1142
1608 1142
1608 1134
1600 1134
1600 1129
1600 1121
1600 1117
1600 1108
1600 1100
1600 1096
1608 1087
1612 1087
.PEN_UP
.PEN_DOWN
1621 1201
1629 1222
1629 1213
.PEN_UP
.PEN_DOWN
1675 1146
1659 1142
1654 1142
1646 1134
1642 1134
1642 1129
1633 1129
1633 1121
1633 1117
1633 1108
1642 1108
1646 1108
1654 1108
1659 1108
1667 1117
1675 1121
1680 1129
1688 1134
1692 1142
1692 1146
1692 1155
1692 1146
1688 1146
1688 1142
1680 1142
1680 1134
1680 1129
1680 1121
1680 1117
1680 1108
1675 1100
1675 1096
1675 1087
1675 1083
1667 1075
1667 1071
1667 1054
1667 1050
1659 1041
1659 1037
1659 1029
1659 1024
1654 1016
1654 1012
1654 1003
1646 995
1642 991
1642 995
1633 995
1633 1003
1633 1012
1633 1016
1642 1024
1642 1029
1642 1037
1646 1041
1646 1050
1654 1054
1659 1062
1659 1071
1667 1075
1675 1083
1680 1087
1680 1096
1688 1100
1692 1117
1701 1121
1705 1129
1722 1142
1726 1146
1726 1155
1734 1167
1738 1176
1747 1188
1751 1192
1759 1201
1759 1205
1764 1222
1772 1226
1772 1234
1780 1239
1780 1247
1785 1251
1785 1260
1780 1260
1780 1251
1772 1247
1772 1239
1764 1234
1764 1222
1759 1213
1759 1205
1751 1192
1751 1188
1747 1180
1747 1167
1747 1159
1738 1146
1738 1142
1738 1134
1734 1129
1734 1121
1734 1117
1734 1108
1734 1100
1738 1096
1738 1100
1747 1100
1747 1108
1751 1108
1751 1117
1759 1121
1759 1129
1764 1134
1772 1142
1772 1146
1780 1146
1780 1155
1785 1159
1785 1167
1793 1167
1793 1159
1793 1155
1785 1146
1785 1142
1785 1134
1785 1129
1780 1121
1780 1117
1780 1108
1780 1100
1780 1096
1780 1087
1780 1083
1780 1075
1785 1075
1793 1075
1797 1083
1806 1083
1806 1087
1810 1087
1818 1096
1827 1100
1827 1108
1831 1117
1839 1129
1843 1134
1852 1142
1856 1155
1856 1159
1864 1176
1873 1180
1873 1192
1877 1201
1877 1205
1885 1222
1885 1226
1890 1234
1890 1239
1890 1247
1890 1251
1890 1260
1890 1268
1885 1260
1877 1251
1877 1247
1873 1247
1873 1239
1873 1234
1864 1226
1864 1213
1856 1205
1856 1201
1852 1192
1852 1180
1852 1176
1843 1159
1843 1155
1843 1142
1843 1134
1843 1129
1843 1121
1843 1117
1843 1108
1843 1100
1843 1096
1843 1087
1852 1087
1856 1083
1864 1083
1873 1083
1873 1087
1877 1087
.PEN_UP
.PEN_DOWN
1818 1188
1831 1180
1839 1180
1843 1180
1852 1180
1856 1180
1864 1180
1873 1180
1877 1180
1885 1180
1890 1180
1898 1180
1902 1180
.PEN_UP
.PEN_DOWN
1890 1121
1923 1134
1932 1134
1932 1142
1936 1142
1944 1146
1948 1155
1948 1159
1957 1167
1957 1176
1957 1180
1948 1188
1944 1188
1936 1188
1936 1180
1932 1180
1932 1176
1923 1176
1915 1167
1911 1159
1911 1155
1911 1146
1902 1142
1902 1134
1902 1129
1902 1121
1902 1117
1902 1108
1911 1100
1915 1096
1923 1096
1932 1096
1936 1096
1944 1100
1948 1100
1957 1108
1961 1108
1969 1117
1978 1121
1982 1129
1990 1129
1990 1134
1995 1142
2003 1142
2003 1146
2007 1146
2007 1155
2016 1155
2007 1155
2007 1146
2003 1142
2003 1134
1995 1129
1995 1121
1990 1117
1990 1108
1990 1100
1982 1100
1982 1096
1990 1087
1995 1096
2003 1096
2003 1100
2007 1108
2016 1117
2024 1121
2028 1129
2037 1129
2037 1134
2041 1142
2049 1142
2053 1146
2062 1146
2062 1155
2062 1146
2062 1142
2062 1134
2053 1134
2053 1129
2053 1121
2049 1117
2049 1108
2049 1100
2041 1100
2041 1096
2041 1087
2041 1083
2049 1083
2049 1075
2053 1075
2062 1075
2066 1075
2066 1083
2074 1083
2083 1083
2083 1087
2087 1087
2095 1087
2100 1096
2108 1100
2112 1100
2121 1108
2129 1117
2129 1121
2133 1129
2142 1134
2146 1142
2146 1146
2154 1146
2154 1155
2154 1159
2158 1159
2158 1167
2158 1176
2154 1176
2146 1176
2142 1176
2133 1167
2129 1159
2121 1159
2121 1155
2112 1155
2112 1146
2108 1142
2100 1134
2100 1129
2095 1129
2095 1121
2095 1117
2095 1108
2095 1100
2095 1096
2100 1096
2100 1087
2108 1087
2112 1087
2121 1087
2129 1087
2133 1087
2142 1087
2146 1087
2154 1087
2158 1096
2167 1096
2171 1096
2179 1100
2188 1100
2192 1108
2200 1108
2205 1117
2213 1117
2217 1121
2226 1121
2234 1129
2238 1129
2247 1134
2251 1134
2251 1142
2259 1142
2259 1146
2263 1146
2272 1155
2272 1159
2280 1159
2280 1167
2272 1167
2263 1167
2259 1167
2259 1159
2251 1159
2247 1159
2247 1155
2238 1155
2234 1146
2226 1146
2217 1142
2213 1142
2213 1134
2205 1134
2200 1129
2200 1121
2192 1121
2192 1117
2188 1117
2188 1108
2179 1100
2179 1096
2179 1087
2188 1087
2192 1087
2200 1087
2205 1096
2213 1096
2217 1096
2217 1100
2226 1108
2234 1108
2238 1117
2247 1121
2251 1129
2259 1134
2259 1142
2263 1146
2272 1155
2280 1167
2284 1176
2284 1180
2293 1188
2293 1192
2297 1201
2297 1205
2305 1213
2305 1222
2310 1226
2310 1234
2310 1239
2310 1247
2305 1239
2297 1234
2297 1226
2293 1222
2293 1213
2284 1205
2284 1201
2280 1192
2280 1188
2280 1180
2272 1176
2272 1167
2263 1159
2263 1146
2263 1142
2263 1134
2263 1129
2263 1121
2263 1117
2263 1108
2272 1100
2272 1096
2280 1096
2284 1087
2293 1096
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
189 2654
235 2772
239 2776
239 2784
239 2797
239 2805
239 2809
239 2822
247 2830
247 2839
247 2843
247 2851
239 2856
239 2864
235 2864
235 2856
226 2856
226 2851
226 2843
222 2830
222 2822
222 2818
214 2805
214 2797
214 2784
210 2772
210 2763
210 2751
210 2738
201 2725
201 2713
201 2692
201 2679
201 2667
201 2658
193 2646
193 2633
193 2620
193 2608
193 2599
193 2595
193 2583
193 2574
193 2566
193 2562
193 2553
189 2553
189 2549
180 2549
180 2553
176 2553
176 2562
176 2566
176 2574
176 2583
176 2587
176 2595
176 2599
180 2599
180 2608
189 2608
189 2612
189 2620
193 2625
201 2633
210 2641
214 2646
222 2646
226 2654
235 2654
235 2658
239 2658
247 2658
256 2667
260 2671
268 2671
273 2671
273 2679
281 2679
285 2671
285 2667
285 2658
285 2654
285 2646
285 2641
281 2633
281 2625
281 2620
285 2620
285 2625
294 2625
294 2633
294 2641
298 2641
298 2646
298 2654
306 2654
306 2658
315 2667
315 2671
319 2671
319 2679
327 2679
327 2688
331 2688
340 2692
344 2692
344 2700
352 2700
352 2692
352 2688
352 2679
344 2671
344 2667
344 2658
344 2654
340 2654
340 2646
340 2641
340 2633
340 2625
344 2620
352 2620
361 2625
365 2625
373 2633
373 2641
378 2641
378 2646
386 2654
386 2658
390 2658
390 2667
390 2671
399 2671
390 2667
390 2658
390 2654
390 2646
390 2641
390 2633
399 2633
407 2633
407 2625
411 2633
420 2633
424 2633
424 2641
432 2641
436 2641
436 2646
445 2646
445 2654
449 2658
457 2658
466 2658
466 2667
470 2671
478 2679
483 2679
483 2688
483 2692
491 2692
491 2700
495 2700
495 2704
491 2704
483 2704
483 2700
478 2700
478 2692
470 2692
470 2688
470 2679
470 2671
470 2667
478 2658
483 2658
483 2654
491 2654
491 2646
495 2646
495 2641
495 2633
495 2625
495 2620
491 2612
491 2608
483 2608
483 2599
478 2599
478 2595
483 2595
483 2599
491 2599
495 2608
504 2612
512 2612
512 2620
516 2625
525 2633
525 2641
529 2646
537 2654
541 2658
550 2671
558 2679
562 2692
571 2700
575 2704
575 2713
583 2725
588 2734
588 2746
596 2751
600 2759
600 2772
609 2776
609 2784
609 2793
609 2797
609 2805
609 2797
600 2797
600 2793
596 2793
596 2784
588 2776
588 2772
583 2763
583 2759
575 2751
575 2738
575 2734
575 2717
571 2713
571 2704
571 2692
571 2688
571 2679
562 2671
571 2658
571 2654
571 2646
575 2641
575 2633
583 2625
588 2620
596 2620
600 2620
600 2625
.PEN_UP
.PEN_DOWN
558 2700
575 2704
583 2704
588 2704
596 2704
600 2713
609 2713
617 2713
621 2713
630 2713
634 2713
642 2713
.PEN_UP
.PEN_DOWN
642 2688
642 2658
642 2654
642 2646
642 2641
642 2633
634 2625
634 2620
642 2620
642 2625
642 2633
642 2641
642 2646
642 2654
642 2658
642 2667
646 2667
646 2671
646 2679
655 2679
655 2688
663 2688
667 2688
676 2688
680 2688
688 2688
693 2688
701 2688
709 2688
714 2688
722 2688
726 2688
726 2692
735 2692
739 2692
747 2692
751 2692
760 2692
751 2692
751 2688
747 2688
739 2679
735 2679
735 2671
726 2671
726 2667
722 2667
714 2658
709 2658
709 2654
701 2646
701 2641
701 2633
701 2625
701 2620
709 2620
714 2620
722 2620
722 2625
726 2625
735 2633
739 2633
739 2641
747 2641
747 2646
751 2646
760 2654
760 2658
768 2658
768 2667
772 2671
772 2679
781 2688
772 2688
772 2692
772 2688
768 2688
768 2679
760 2679
760 2671
760 2667
751 2667
751 2658
751 2654
751 2646
751 2641
751 2633
760 2633
760 2625
768 2625
772 2625
781 2625
785 2633
793 2633
798 2641
806 2646
814 2646
814 2654
819 2658
827 2667
831 2671
840 2688
840 2692
844 2700
852 2713
861 2717
861 2725
865 2734
865 2746
873 2751
873 2759
877 2763
877 2772
877 2776
877 2784
877 2793
873 2784
865 2776
865 2772
861 2763
861 2759
852 2751
852 2746
852 2734
844 2725
844 2717
840 2713
840 2700
840 2692
840 2688
840 2679
840 2671
831 2667
831 2658
840 2654
840 2646
840 2641
844 2641
852 2641
861 2641
861 2646
865 2646
865 2654
873 2654
877 2658
886 2667
890 2671
890 2679
898 2688
898 2692
903 2692
898 2688
898 2679
898 2671
898 2667
898 2658
898 2654
898 2646
898 2641
903 2633
911 2641
911 2646
.PEN_UP
.PEN_DOWN
924 2746
932 2772
936 2772
936 2763
936 2759
945 2759
.PEN_UP
.PEN_DOWN
966 2688
945 2671
945 2667
945 2658
936 2658
936 2654
936 2646
936 2641
936 2633
936 2625
945 2625
949 2625
957 2633
966 2633
966 2641
970 2641
970 2646
978 2646
978 2654
978 2658
982 2658
978 2658
978 2667
978 2671
970 2671
970 2679
966 2679
970 2679
978 2679
982 2688
991 2688
995 2688
1003 2688
1012 2688
1016 2688
1024 2688
1024 2679
1029 2679
1029 2671
1029 2667
1029 2658
1029 2654
1029 2646
1029 2641
1037 2641
1041 2646
1050 2646
1050 2654
1054 2654
1062 2658
1071 2658
1075 2667
1083 2671
1087 2679
1096 2679
1096 2688
1100 2688
1100 2679
1100 2671
1100 2667
1100 2658
1100 2654
1096 2646
1096 2641
1096 2633
.PEN_UP
.PEN_DOWN
793 2713
827 2713
831 2713
840 2713
844 2713
852 2713
861 2713
865 2713
873 2713
886 2713
890 2713
898 2713
903 2713
911 2717
919 2717
924 2717
936 2717
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
3078 2658
3087 2654
3095 2654
3095 2658
3099 2658
3099 2667
3108 2671
3108 2679
3112 2688
3112 2692
3120 2700
3120 2704
3124 2713
3124 2717
3133 2734
3133 2738
3141 2746
3141 2759
3141 2763
3141 2772
3145 2776
3145 2784
3145 2797
3145 2805
3145 2809
3145 2818
3154 2822
3154 2830
3145 2839
3141 2839
3141 2830
3133 2830
3133 2822
3124 2809
3124 2805
3120 2797
3120 2793
3112 2776
3112 2772
3108 2759
3108 2751
3099 2738
3099 2725
3099 2717
3095 2704
3095 2692
3087 2688
3087 2671
3087 2658
3078 2654
3078 2641
3078 2633
3078 2620
3074 2612
3074 2608
3074 2599
3074 2595
3074 2587
3066 2583
3066 2574
3066 2566
3061 2566
3061 2574
3061 2583
3066 2583
3066 2587
3074 2595
3078 2599
3078 2608
3087 2608
3087 2612
3095 2612
3095 2620
3099 2625
3108 2633
3112 2641
3120 2641
3120 2646
3124 2646
3133 2654
3133 2658
3141 2658
3145 2667
3154 2671
3158 2671
3154 2667
3154 2658
3145 2658
3145 2654
3145 2646
3145 2641
3145 2633
3145 2625
3145 2620
3154 2620
3158 2625
3166 2625
3171 2633
3179 2633
3179 2641
3183 2641
3183 2646
3192 2646
3192 2654
3200 2654
3200 2658
3204 2658
3204 2654
3200 2654
3200 2646
3200 2641
3200 2633
3200 2625
3200 2620
3204 2620
3213 2625
3217 2625
3217 2633
3225 2633
3229 2633
3229 2641
3238 2646
3246 2646
3246 2654
3250 2654
3259 2654
3259 2646
3250 2646
3259 2646
3250 2641
3250 2633
3250 2625
3250 2620
3250 2612
3250 2620
3259 2620
3259 2625
3259 2633
3263 2633
3263 2641
3263 2646
3271 2646
3271 2654
3271 2658
3271 2667
3276 2667
3276 2671
3284 2671
3284 2679
3292 2679
3297 2679
3305 2688
3309 2688
3318 2692
3322 2692
3322 2688
3322 2679
3322 2671
3318 2671
3318 2667
3318 2658
3318 2654
3309 2654
3309 2646
3309 2641
3309 2633
3318 2633
3322 2641
3330 2646
3334 2646
3334 2654
3343 2654
3343 2658
3351 2658
3355 2667
3355 2658
3355 2654
3355 2646
3355 2641
3355 2633
3364 2633
3368 2633
3376 2641
3381 2641
3381 2646
3389 2646
3389 2654
3397 2654
3397 2658
3402 2658
3410 2667
3410 2658
3410 2654
3410 2646
3410 2641
3410 2633
3414 2633
.PEN_UP
.PEN_DOWN
3427 2725
3444 2751
3444 2746
3444 2738
.PEN_UP
.PEN_DOWN
3423 2641
3435 2641
3444 2641
3444 2646
3448 2646
3456 2654
3460 2658
3469 2667
3473 2671
3473 2679
3481 2688
3486 2692
3486 2704
3494 2713
3494 2717
3502 2725
3507 2734
3515 2746
3515 2759
3519 2763
3519 2772
3528 2776
3528 2784
3528 2793
3519 2793
3519 2784
3515 2776
3515 2772
3507 2772
3507 2763
3502 2759
3502 2751
3494 2738
3486 2734
3486 2725
3486 2713
3481 2704
3481 2700
3473 2692
3473 2679
3469 2671
3469 2667
3469 2658
3469 2654
3469 2646
3469 2641
3469 2633
3469 2625
3473 2625
3481 2625
3486 2625
3486 2633
3494 2633
3502 2641
3507 2646
3515 2654
3519 2658
3528 2667
3528 2671
3532 2671
3528 2671
3528 2667
3528 2658
3519 2658
3519 2654
3519 2646
3519 2641
3519 2633
3528 2633
3532 2633
3532 2641
3540 2641
3549 2646
3553 2646
3553 2654
3561 2658
3565 2658
3565 2667
3574 2671
3574 2679
3574 2671
3574 2667
3574 2658
3565 2658
3565 2654
3565 2646
3565 2641
3565 2633
3565 2625
3574 2625
3578 2625
3586 2633
3595 2633
3599 2641
3607 2646
3612 2646
3620 2654
3624 2658
3633 2658
3637 2658
3633 2654
3633 2646
3633 2641
3624 2633
3624 2625
3624 2620
3624 2612
3633 2620
3637 2625
3637 2633
3645 2641
3645 2646
3654 2646
3654 2654
3654 2658
3658 2658
3658 2667
3658 2671
3666 2679
3666 2688
3666 2679
3670 2679
3670 2671
3679 2671
3683 2671
3691 2671
3700 2671
3704 2671
3712 2671
3717 2671
3717 2679
3725 2679
3729 2679
3729 2688
3729 2692
3725 2692
3725 2688
3717 2688
3712 2688
3712 2679
3704 2671
3704 2667
3700 2667
3700 2658
3700 2654
3704 2654
3704 2646
3704 2641
3712 2641
3717 2633
3725 2633
3729 2633
3738 2633
3746 2625
3750 2625
3759 2633
3763 2633
3771 2633
.PEN_UP
.PEN_DOWN
3444 2713
3460 2704
3469 2704
3473 2704
3481 2704
3486 2704
3502 2704
3507 2700
3515 2700
3528 2700
3532 2700
3549 2704
3553 2704
3561 2704
3574 2704
3578 2704
3586 2704
3599 2704
3607 2704
3612 2704
.PEN_UP

.PEN_DOWN
155 2129
168 2121
168 2129
176 2129
180 2133
180 2142
189 2146
189 2154
189 2158
189 2167
193 2171
193 2179
193 2188
201 2192
201 2200
201 2205
201 2213
210 2226
210 2238
210 2247
210 2251
210 2259
210 2263
210 2272
210 2280
201 2284
201 2293
193 2293
189 2284
189 2280
189 2272
180 2263
180 2251
180 2247
180 2238
176 2226
176 2217
176 2213
176 2200
176 2188
176 2171
176 2167
176 2154
176 2142
176 2129
176 2121
176 2108
168 2100
168 2087
168 2083
168 2066
168 2062
168 2053
168 2049
168 2041
168 2037
168 2028
163 2024
163 2028
163 2037
163 2041
163 2049
163 2053
163 2062
163 2066
168 2074
168 2083
176 2087
176 2095
180 2095
180 2100
189 2108
189 2112
193 2121
201 2121
201 2129
210 2133
214 2142
222 2142
222 2146
226 2154
235 2158
239 2158
239 2167
247 2167
247 2171
256 2171
256 2179
256 2171
247 2171
247 2167
247 2158
239 2154
239 2146
239 2142
239 2133
235 2133
235 2129
235 2121
239 2121
239 2112
239 2108
247 2112
247 2108
256 2108
256 2112
260 2112
260 2121
268 2121
273 2129
273 2133
281 2133
281 2142
285 2142
285 2146
294 2146
294 2154
298 2158
298 2167
298 2158
298 2154
298 2146
298 2142
298 2133
298 2129
298 2121
298 2112
306 2112
315 2121
319 2121
319 2129
327 2133
331 2142
331 2146
340 2146
340 2154
344 2154
344 2158
352 2158
361 2154
352 2146
352 2142
352 2133
352 2129
352 2121
352 2112
361 2112
361 2121
365 2129
365 2133
365 2142
365 2146
373 2146
373 2154
373 2158
373 2167
378 2167
378 2171
378 2179
378 2188
378 2179
386 2179
386 2171
390 2171
399 2171
399 2179
407 2179
411 2188
420 2192
424 2200
424 2205
424 2213
432 2217
432 2226
436 2226
436 2234
436 2238
445 2247
445 2251
445 2259
445 2263
449 2272
449 2280
449 2284
445 2284
445 2280
436 2272
436 2263
436 2259
432 2251
432 2247
432 2238
432 2234
424 2226
424 2217
424 2213
424 2205
424 2192
420 2188
420 2179
424 2171
424 2167
424 2158
424 2154
424 2146
432 2142
436 2133
445 2133
449 2133
449 2142
457 2142
.PEN_UP
.PEN_DOWN
399 2234
432 2226
436 2226
445 2234
449 2234
457 2234
466 2238
470 2238
.PEN_UP
.PEN_DOWN
495 2305
478 2234
478 2226
478 2217
478 2213
470 2200
470 2192
470 2179
470 2171
470 2167
466 2158
466 2154
466 2146
466 2142
466 2133
470 2133
478 2133
478 2142
483 2146
491 2154
491 2158
495 2167
504 2171
512 2179
512 2188
516 2188
516 2192
525 2192
525 2188
525 2179
516 2171
516 2167
516 2158
516 2154
516 2146
516 2142
516 2133
516 2129
525 2129
529 2129
537 2129
541 2129
550 2129
550 2133
558 2133
558 2142
562 2142
571 2146
575 2154
575 2158
583 2158
583 2167
588 2171
588 2179
588 2188
596 2192
596 2200
596 2205
596 2213
588 2213
583 2213
583 2205
575 2200
575 2192
571 2188
571 2179
562 2171
562 2167
562 2158
562 2154
558 2146
558 2142
558 2133
558 2129
558 2121
562 2121
571 2121
575 2121
583 2121
583 2129
588 2129
588 2133
596 2133
596 2142
600 2142
609 2146
617 2154
617 2158
621 2158
621 2167
630 2167
630 2158
630 2154
630 2146
630 2142
630 2133
630 2129
630 2121
634 2121
634 2129
642 2129
642 2133
642 2142
642 2146
646 2154
646 2158
646 2167
655 2167
655 2171
655 2179
663 2179
663 2188
667 2188
667 2192
676 2192
680 2192
680 2200
688 2200
693 2200
693 2192
693 2188
693 2179
693 2171
688 2171
688 2167
688 2158
688 2154
688 2146
688 2142
688 2133
693 2142
701 2142
701 2146
709 2146
709 2154
714 2154
714 2158
722 2167
726 2158
722 2158
722 2154
722 2146
722 2142
722 2133
714 2133
714 2129
722 2129
722 2121
722 2129
726 2129
735 2133
739 2142
747 2146
751 2146
751 2154
760 2154
760 2158
768 2158
768 2167
772 2167
772 2158
772 2154
772 2146
772 2142
768 2142
768 2133
768 2129
768 2121
768 2112
772 2112
781 2112
785 2121
793 2121
798 2121
798 2129
806 2129
814 2133
819 2133
819 2142
827 2142
831 2146
831 2154
840 2154
840 2158
844 2158
844 2167
852 2167
852 2171
852 2167
844 2167
844 2158
840 2158
840 2154
840 2146
831 2146
831 2142
827 2133
827 2129
827 2121
819 2121
819 2112
819 2108
827 2108
827 2100
831 2100
840 2100
844 2100
852 2108
861 2108
861 2112
865 2112
865 2121
873 2121
873 2129
877 2133
877 2142
877 2146
877 2154
877 2158
877 2167
873 2167
873 2171
865 2171
861 2171
852 2171
852 2167
861 2167
865 2167
873 2167
877 2171
886 2171
890 2171
898 2171
903 2179
911 2179
919 2179
924 2179
932 2179
932 2171
936 2171
936 2167
932 2158
932 2154
932 2146
932 2142
924 2133
924 2129
924 2121
932 2121
936 2121
936 2129
945 2133
949 2142
949 2146
957 2146
957 2154
966 2158
966 2167
970 2171
970 2167
978 2167
982 2167
991 2167
995 2167
1003 2167
1012 2171
1016 2171
1024 2171
1029 2179
1037 2179
1041 2188
1050 2188
1050 2192
1054 2192
1054 2200
1062 2200
1062 2205
1062 2213
1054 2213
1050 2213
1041 2213
1037 2205
1029 2205
1029 2200
1024 2200
1024 2192
1016 2192
1016 2188
1012 2179
1012 2171
1003 2171
1003 2167
1003 2158
1012 2154
1012 2146
1016 2142
1024 2133
1029 2133
1037 2133
1041 2133
1050 2129
1054 2133
1062 2133
1071 2133
.PEN_UP

.PEN_DOWN
0 0
.PEN_UP

.PEN_DOWN
2822 2179
2805 2171
2797 2171
2797 2167
2793 2167
2784 2158
2776 2154
2776 2146
2772 2142
2772 2133
2772 2129
2772 2121
2776 2121
2784 2121
2793 2121
2797 2121
2805 2121
2809 2121
2818 2129
2822 2133
2830 2133
2839 2142
2839 2146
2843 2146
2843 2154
2843 2158
2851 2167
2843 2167
2843 2171
2843 2179
2843 2171
2839 2171
2839 2167
2839 2158
2839 2154
2839 2146
2830 2142
2830 2133
2830 2129
2830 2121
2830 2112
2830 2108
2822 2100
2822 2095
2822 2087
2822 2083
2822 2066
2818 2062
2818 2053
2818 2049
2818 2041
2818 2037
2818 2028
2818 2024
2809 2016
2809 2007
2809 2003
2809 1995
2809 1990
2805 1990
2805 1982
2805 1990
2797 1990
2797 1995
2793 2003
2793 2007
2793 2016
2793 2024
2793 2028
2793 2037
2793 2041
2793 2049
2793 2053
2793 2062
2797 2062
2797 2066
2797 2074
2805 2074
2805 2083
2809 2087
2818 2087
2818 2095
2822 2095
2822 2100
2830 2100
2839 2100
2843 2108
2851 2112
2856 2112
2864 2121
2868 2121
2877 2129
2885 2133
2889 2142
2898 2142
2898 2146
2902 2154
2902 2158
2910 2158
2910 2167
2910 2171
2902 2171
2898 2171
2889 2167
2885 2158
2885 2154
2877 2154
2877 2146
2877 2142
2868 2133
2868 2129
2868 2121
2868 2112
2868 2108
2877 2108
2885 2108
2889 2108
2889 2112
2898 2112
2902 2112
2910 2121
2914 2129
2923 2129
2923 2133
2927 2133
2935 2142
2935 2146
2944 2146
2948 2146
2948 2154
2956 2154
2961 2154
2956 2154
2956 2146
2956 2142
2956 2133
2948 2133
2948 2129
2948 2121
2956 2121
2961 2121
2961 2129
2969 2129
2969 2133
2973 2133
2973 2142
2982 2142
2982 2146
2990 2146
2990 2154
2994 2154
3003 2154
3003 2158
3003 2154
3003 2146
3003 2142
3003 2133
3003 2129
2994 2129
2994 2121
2994 2112
3003 2108
3007 2108
3015 2108
3019 2108
3028 2112
3036 2112
3036 2121
3040 2121
3049 2121
3053 2129
3053 2133
3061 2142
3066 2142
3074 2146
3074 2154
3078 2158
3087 2167
3087 2171
3095 2171
3095 2179
3099 2188
3099 2192
3099 2200
3095 2200
3087 2192
3078 2192
3078 2188
3074 2188
3074 2179
3066 2171
3061 2167
3061 2158
3061 2154
3053 2146
3053 2142
3049 2133
3049 2129
3049 2121
3053 2112
3061 2112
3066 2112
3066 2121
3074 2121
3078 2121
3087 2129
3095 2133
3099 2133
3099 2142
3108 2146
3112 2146
3120 2154
3120 2146
3120 2142
3120 2133
3120 2129
3120 2121
3120 2112
3112 2112
3120 2112
3120 2108
3120 2112
3124 2112
3124 2121
3133 2121
3133 2129
3141 2133
3141 2142
3145 2146
3145 2154
3145 2158
3154 2158
3154 2167
3158 2171
3166 2171
3171 2179
3179 2179
3183 2179
3192 2179
3200 2179
3204 2179
3213 2179
3217 2179
3225 2179
3225 2188
3229 2188
3238 2188
3246 2188
3246 2192
3250 2192
3259 2192
3259 2188
3250 2179
3246 2179
3238 2171
3229 2167
3225 2158
3217 2158
3217 2154
3213 2154
3204 2146
3204 2142
3200 2142
3200 2133
3192 2129
3192 2121
3192 2112
3200 2112
3204 2112
3213 2112
3217 2121
3225 2121
3229 2129
3238 2133
3246 2142
3246 2146
